lemma,lemma_id
krièchen/ûz<.+/în<.+,139
können,140
leben,141
legen,142
niederlegen,142
unterlegen,142
ent-lîhen,143
ge-lîhen,143
leihen,143
lîhen,143
lîhen/wider(e)+,143
lîhen/wider(e)<.+,143
lîhen/wider(e)>+,143
lîhen/ûz>+,143
ver-lîhen,143
verleihen,143
er-lësen,144
er-lësen/ûz>+,144
ge-lësen,144
ge-lësen/vor(e)+,144
ge-lësen/ûz>+,144
lesen,144
lësen,144
lësen/abe+,144
lësen/vor(e)>+,144
lësen/vor(e)>.+,144
lësen/ûf+,144
lësen/ûf<+,144
lësen/ûf<.+,144
lësen/ûf>+,144
lësen/ûf>.+,144
lësen/ûz+>,144
lësen/ûz<.+,144
lësen/ûz>+,144
lësen/ûz>.+,144
verlesen,144
über-lësen,144
machen,145
vermachen,145
mahlen,146
mal(e)n,146
malen,146
zer-mal(e)n,146
zer-malen,146
ge-mîden,147
meiden,147
mîden,147
ver-mîden,147
vermeiden,147
meinen,148
missen,149
vermissen,149
mugen,150
mögen,150
vermögen,150
müssen,151
be-nagen,152
ge-nagen,152
nagen,152
nagen,152
nennen,153
pfeifen,154
pfîfen,154
pfîfen/ûz+,154
ent-pflëgen,155
ge-pflëgen,155
pflegen,155
pflëgen,155
ver-pflëgen,155
wider-pflëgen,155
pressen,156
er-quëllen,157
ge-quël(e)n,157
ge-quëlen,157
quellen,157
quël(e)n,157
quëlen,157
quëllen,157
ver-quël(e)n,157
ver-quëlen,157
rechnen,158
regieren,159
ge-rîben,160
reiben,160
rîben,160
rîben/în>+,160
rîben/ûz<.+,160
zer-rîben,160
zerreiben,160
reichen,161
rîchen,161
be-rîten,162
durh-rîten,162
ent-rîten,162
ent-rîten/abe>+,162
er-rîten,162
ge-rîten,162
reiten,162
rîten,162
rîten/abe+,162
rîten/abe>+,162
rîten/abe>+/ûf>.+,162
rîten/abe>.+,162
rîten/ane+,162
rîten/ane<+,162
rîten/ane<.+,162
rîten/ane>+,162
rîten/ane>.+,162
rîten/bî<.+,162
rîten/en-gègen(e)<.+,162
rîten/hin(e)+,162
rîten/in+,162
rîten/in<.+,162
rîten/in>+,162
rîten/mit(e)+,162
rîten/mit(e)<+,162
rîten/mit(e)<.+,162
rîten/mit(e)>+,162
rîten/nider(e)<+,162
rîten/nider(e)<.+,162
rîten/nider(e)>+,162
rîten/nider(e)>+/ûf>.+,162
rîten/nider(e)>.+,162
rîten/nâch+,162
rîten/nâh<.+,162
rîten/nâh>+,162
rîten/umbe+,162
rîten/umbe<.+,162
rîten/vor(e)>+,162
rîten/vür(e)<+,162
rîten/vür(e)>.+,162
rîten/wider(e)+,162
rîten/wider(e)<+,162
rîten/wider(e)<.+,162
rîten/wider(e)>+,162
rîten/wider(e)>.+,162
rîten/zuo+,162
rîten/zuo<+,162
rîten/zuo<.+,162
rîten/zuo>+,162
rîten/în+,162
rîten/în<+,162
rîten/în<.+,162
rîten/în>+,162
rîten/ûf+abe+,162
rîten/ûf>.+/abe>+,162
rîten/ûz+,162
rîten/ûz<.+,162
rîten/ûz>+,162
rîten/ûz>.+,162
umbe-rîten,162
ver-rîten,162
voll-rîten,162
vür(e)-rîten,162
vüre-rîten,162
wider-rîten,162
zer-rîten,162
über-rîten,162
rennen,163
retten,164
ge-rièchen,165
riechen,165
rièchen,165
ver-rièchen,165
be-rinnen,166
durh-rinnen,166
ent-rinnen,166
er-rinnen,166
er-rinnen/ûf>+,166
ge-rinnen,166
rinnen,166
rinnen,166
rinnen/abe>+,166
rinnen/ane>+,166
rinnen/in>+,166
rinnen/nider(e)<.+,166
rinnen/zuo+,166
rinnen/zuo>+,166
rinnen/ûf+,166
rinnen/ûf<+,166
rinnen/ûf>+,166
rinnen/ûfe<+,166
rinnen/ûz+,166
rinnen/ûz>+,166
ver-rinnen,166
zer-rinnen,166
über-rinnen,166
be-rëchen,167
er-rëchen,167
ge-rëchen,167
rächen,167
rëchen,167
sagen,168
ge-sûgen,169
saugen,169
sûgen,169
be-schaben,170
schaben,170
schaben,170
schaben/abe<.+,170
schaben/abe>+,170
be-schèiden,171
be-schèiden/ûz+,171
be-schèiden/ûz>+,171
ent-schèiden,171
er-schèiden,171
ge-schèiden,171
ge-schèiden/ûz>+,171
ge-unter-schèiden,171
scheiden,171
schèiden,171
schèiden/abe<+,171
schèiden/abe<.+,171
schèiden/abe>+,171
schèiden/hin(e)>+,171
schèiden/ûz+,171
schèiden/ûz<.+,171
schèiden/ûz>+,171
unter-schèiden,171
unterscheiden,171
ver-schèiden,171
verscheiden,171
zer-schèiden,171
be-schëlten,172
ge-schëlten,172
schelten,172
schëlten,172
schicken,173
be-slîchen,174
er-slîchen,174
ge-slîchen,174
schleichen,174
slîchen,174
slîchen/ane<+,174
slîchen/nâh<.+,174
slîchen/nâh>+,174
slîchen/umbe<+,174
slîchen/zuo<.+,174
slîchen/ûf>+,174
unter-slîchen,174
ver-slîchen,174
schlüpfen,175
schmecken,176
schmieren,177
schonen,178
be-schrîen,179
er-schrîen,179
ge-schrîen,179
schreien,179
schrîen,179
schrîen/ane<.+,179
schrîen/ane>+,179
schrîen/zuo>+,179
schrîen/ûz>+,179
be-schrîten,180
ge-schrîten,180
ge-schrîten/nâh>+,180
ge-schrîten/ûf+,180
schreiten,180
schrîten,180
schrîten/nider(e)>+,180
schrîten/vür(e)>+,180
schrîten/ûf>.+,180
über-schrîten,180
be-swèifen,181
schweifen,181
swèifen,181
swèifen/ûf>.+,181
umbe-swèifen,181
ver-swèifen,181
be-swîgen,182
ge-swîgen,182
schweigen,182
swîgen,182
ver-swîgen,182
verschweigen,182
ge-swimmen,183
schwimmen,183
swimmen,183
swimmen/ûz+,183
swimmen/ûz>+,183
ge-swinten,184
schwinden,184
swinten,184
ver-swinten,184
verschwinden,184
be-swingen,185
er-swingen,185
ge-swingen,185
ge-swingen/ane+,185
schwingen,185
swingen,185
swingen/abe>+,185
swingen/ûf<.+,185
swingen/ûf>+,185
swingen/ûz+,185
ver-swingen,185
be-sîhen,186
seihen,186
sîhen,186
sein,187
senden,188
senken,189
setzen,190
durh-sièden,191
ge-sièden,191
ge-sièden/în>+,191
sieden,191
sièden,191
ver-sièden,191
be-singen,192
ge-singen,192
ge-singen/ûz>+,192
lobe-singen,192
salm(e)-singen,192
salme-singen,192
singen,192
singen,192
singen/mit(e)>+,192
singen/nâh<+,192
singen/vor(e)>+,192
singen/ûz<.+,192
voll-singen,192
vrô-singen,192
über-singen,192
be-sinken,193
ent-sinken,193
er-sinken,193
ge-sinken,193
sinken,193
sinken,193
sinken/nider(e)+,193
sinken/nider(e)<.+,193
sinken/nider(e)>+,193
ver-sinken,193
versinken,193
sollen,194
speien,195
spinnen,196
spinnen,196
stehlen,197
stël(e)n,197
stël(e)n/abe>+,197
stëlen,197
ver-stël(e)n,197
ver-stël(e)n/vor(e)>+,197
ver-stëlen,197
er-stîgen,198
er-stîgen/ûf+,198
ge-stîgen,198
ge-stîgen/ûf>+,198
steigen,198
stîgen,198
stîgen/abe<+,198
stîgen/abe>+,198
stîgen/nider(e)+,198
stîgen/nider(e)<+,198
stîgen/nider(e)<.+,198
stîgen/nider(e)>+,198
stîgen/nider(e)>+/ûf>.+,198
stîgen/zuo>+,198
stîgen/în<+,198
stîgen/ûf+,198
stîgen/ûf<+,198
stîgen/ûf<.+,198
stîgen/ûf>+,198
stîgen/ûf>.+,198
stîgen/ûz>.+,198
über-stîgen,198
stieben,199
stièben,199
stièben/ûf+,199
stièben/ûf>+,199
stièben/ûfe>+,199
zer-stièben,199
er-stinken,200
ge-stinken,200
stinken,200
stinken,200
stinken/ane>+,200
strafen,201
strebe,202
streben,202
be-strîchen,203
be-strîchen/mit(e)+,203
durh-strîchen,203
er-strîchen,203
ge-strîchen,203
ge-strîchen/abe>+,203
streichen,203
strîchen,203
strîchen/abe+,203
strîchen/ane<+,203
strîchen/ane<.+,203
strîchen/ane>+,203
strîchen/zuo+,203
strîchen/ûf>+,203
strîchen/ûz<+,203
umbe-strîchen,203
ver-strîchen,203
studieren,204
suchen,205
versuchen,205
säumen,206
versäumen,206
tanzen,207
ge-tugen,208
taugen,208
tugen,208
be-trëchen,209
trecken,209
trëchen,209
be-trièfen,210
triefen,210
trièfen,210
trièfen/abe>+,210
trièfen/nider(e)>+,210
verdammen,211
verderben,212
er-gëzzen,213
gëzzen,213
ver-gëzzen,213
vergessen,213
lièsen,214
misse-ver-lièsen,214
ver-lièsen,214
verlieren,214
verraten,215
ver-zër(e)n,216
ver-zëren,216
verzehren,216
zehren,216
zër(e)n,216
zëren,216
warten,217
ge-waschen,218
waschen,218
waschen,218
waschen/abe+,218
waschen/abe<+,218
waschen/abe<.+,218
waschen/abe>+,218
waschen/abe>.+,218
waschen/umbe>+,218
durh-waten,219
ge-waten,219
waten,219
waten,219
waten/ûz+,219
werden,220
ent-wîzen,221
ge-wîzen,221
ver-wîzen,221
wissen,221
wîzen,221
wohnen,222
wringen,223
zagen,224
üben,225
bachen,226
ge-bachen,226
backen,227
bannen,228
ver-bannen,228
be-binten,229
binten,229
binten/abe+,229
binten/abe<.+,229
binten/abe>+,229
binten/ane+,229
binten/ane<+,229
binten/ane>+,229
binten/ane>.+,229
binten/umbe+,229
binten/umbe<.+,229
binten/umbe>+,229
binten/zuo>+,229
binten/ûf+,229
binten/ûf<+,229
binten/ûf<.+,229
binten/ûf>+,229
binten/ûz>+,229
binten/über(e)+,229
ent-binten,229
er-binten,229
ge-binten,229
ge-binten/ane>+,229
ge-binten/umbe+,229
ge-binten/ûf>+,229
unter-binten,229
ver-binten,229
be-drièzen,230
drièzen,230
er-drièzen,230
ver-drièzen,230
be-durfen,231
durfen,231
ge-durfen,231
be-dwahen,232
dwahen,232
dwahen/abe>+,232
ge-dwahen,232
be-glîmen,233
glîmen,233
be-glîten,234
ent-glîten,234
glîten,234
be-hèizen,235
ent-hèizen,235
ge-hèizen,235
hèizen,235
hèizen/vor(e)>+,235
be-jëhen,236
er-jëhen,236
ge-jëhen,236
ge-jëhen/mit(e)>+,236
jëhen,236
jëhen/mit(e)<.+,236
jëhen/mite+,236
jëhen/nâh>+,236
jëhen/vor(e)>+,236
ver-jëhen,236
be-klîben,237
klîben,237
be-ligen,238
ent-ligen,238
er-ligen,238
ge-ligen,238
ge-ligen/ane<.+,238
ge-ligen/ane>+,238
ge-ligen/nider(e)+,238
ge-ligen/nider(e)<+,238
ge-ligen/nider(e)<.+,238
ge-ligen/obe>+,238
ge-ligen/obe>.+,238
ge-ligen/under+,238
ge-ligen/unter<.+,238
ligen,238
ligen/ane<+,238
ligen/ane<.+,238
ligen/ane>+,238
ligen/ane>.+,238
ligen/bî+,238
ligen/bî<+,238
ligen/bî<.+,238
ligen/bî>+,238
ligen/in<.+,238
ligen/in>+,238
ligen/inne>+,238
ligen/mit(e)<.+,238
ligen/nider(e)+,238
ligen/nider(e)<+,238
ligen/nider(e)<.+,238
ligen/nider(e)>+,238
ligen/obe<+,238
ligen/obe<.+,238
ligen/obe>+,238
ligen/under+,238
ligen/zuo<+,238
ligen/zuo>+,238
ligen/ûfe>+,238
ligen/ûz>+,238
umbe-ligen,238
unter-ge-ligen,238
unter-ligen,238
ver-ligen,238
über-ligen,238
be-lîben,239
be-lîben/bî<+,239
be-lîben/bî<.+,239
be-lîben/bî>+,239
be-lîben/wider(e)+,239
be-lîben/âne>+,239
be-lîben/über(e)+,239
be-lîben/über(e)>+,239
ent-lîben,239
ge-lîben,239
lîben,239
ver-lîben,239
be-lûchen,240
ent-lûchen,240
ge-lûchen,240
lûchen,240
lûchen/zuo<.+,240
lûchen/zuo>+,240
ver-lûchen,240
zer-lûchen,240
be-nîchen,241
nîchen,241
be-rimpfen,242
rimpfen,242
rimpfen/ûf>+,242
be-ringen,243
er-ringen,243
ge-ringen,243
ringen,243
be-riuwen,244
ge-riuwen,244
riuwen,244
be-rièzen,245
rièzen,245
rièzen/ûz>.+,245
zer-rièzen,245
be-rëspen,246
rëspen,246
be-rînen,247
rînen,247
be-rîsen,248
ge-rîsen,248
rîsen,248
rîsen/abe>+,248
rîsen/ûf>+,248
rîsen/ûz<.+,248
rîsen/ûz>+,248
be-rîzen,249
rîzen,249
rîzen/abe<.+,249
rîzen/abe>+,249
rîzen/umbe>+,249
ver-rîzen,249
zer-rîzen,249
be-schinten,250
ge-schinten,250
schinten,250
schinten/abe>+,250
zer-schinten,250
be-schrôten,251
er-schrôten,251
schrôten,251
schrôten/abe+,251
schrôten/nider(e)<.+/ûf<+,251
schrôten/nider(e)>+,251
schrôten/nider(e)>+/ûf>.+,251
ver-schrôten,251
zer-schrôten,251
be-schèpfen,252
er-schèpfen,252
ge-schèpfen,252
schèpfen,252
be-schër(e)n,253
be-schëren,253
ge-schër(e)n/umbe>+,253
ge-schëren,253
schër(e)n,253
schër(e)n/abe+,253
schër(e)n/abe>+,253
schër(e)n/ûz>.+,253
schëren,253
be-schîben,254
schîben,254
schîben/nâh>+,254
schîben/ûf>+,254
be-slièzen,255
be-slièzen/umbe>+,255
be-slièzen/vor(e)+,255
be-slièzen/vor(e)<+,255
be-slièzen/vor(e)>+,255
ent-slièzen,255
ent-slièzen/ûf>+,255
slièzen,255
slièzen/zuo<.+,255
slièzen/zuo>+,255
slièzen/în>+,255
slièzen/ûf+,255
slièzen/ûf<+,255
slièzen/ûf<.+,255
slièzen/ûf>+,255
umbe-slièzen,255
ver-slièzen,255
zer-slièzen,255
în-slièzen,255
be-slîfen,256
ent-slîfen,256
ge-slîfen,256
slîfen,256
slîfen/abe>+,256
slîfen/abe>.+,256
slîfen/nider(e)>+,256
unter-slîfen,256
zer-slîfen,256
be-slîzen,257
ent-slîzen,257
slîzen,257
slîzen/abe+,257
slîzen/ûz+,257
slîzen/ûz<.+,257
ver-slîzen,257
zer-slîzen,257
be-smîzen,258
smîzen,258
be-spannen,259
ge-spannen,259
spannen,259
spannen/umbe+,259
spannen/umbe>+,259
spannen/ûf>+,259
spannen/ûz>+,259
be-spîwen,260
spîwen,260
spîwen/ane<.+,260
spîwen/ane>+,260
spîwen/ûz+,260
spîwen/ûz<+,260
spîwen/ûz<.+,260
spîwen/ûz>+,260
ver-spîwen,260
be-stëcken,261
stëcken,261
be-stôzen,262
durh-stôzen,262
er-stôzen,262
ge-stôzen,262
ge-stôzen/nider(e)>+,262
stôzen,262
stôzen/abe>.+,262
stôzen/ane<+,262
stôzen/ane<.+,262
stôzen/ane>+,262
stôzen/nider(e)+,262
stôzen/nider(e)>+,262
stôzen/wider(e)>+,262
stôzen/zuo+,262
stôzen/zuo>+,262
stôzen/în<.+,262
stôzen/în>+,262
stôzen/ûf<.+,262
stôzen/ûf>+,262
stôzen/ûz<+,262
stôzen/ûz<.+,262
stôzen/ûz>+,262
unter-stôzen,262
ver-stôzen,262
ver-stôzen/ûz>+,262
wider-stôzen,262
zer-stôzen,262
be-swîchen,263
ge-swîchen,263
swîchen,263
be-swîfen,264
swîfen,264
be-sèben,265
ent-sèben,265
sèben,265
be-sîgen,266
sîgen,266
sîgen/nider(e)>+,266
sîgen/zuo<+,266
sîgen/zuo>+,266
sîgen/ûz+,266
be-sûfen,267
sûfen,267
be-tûchen,268
tûchen,268
be-valten,269
ent-valten,269
er-valten,269
valten,269
valten/zuo>+,269
be-vlièzen,270
durh-vlièzen,270
ent-vlièzen,270
er-vlièzen,270
ge-vlièzen,270
ge-vlièzen/ûz>+,270
umbe-vlièzen,270
unter-vlièzen,270
ver-vlièzen,270
vlièzen,270
vlièzen/in>+,270
vlièzen/nider(e)+,270
vlièzen/nider(e)<+,270
vlièzen/nider(e)>+,270
vlièzen/zuo+,270
vlièzen/zuo<+,270
vlièzen/zuo>+,270
vlièzen/ûz<+,270
vlièzen/ûz<.+,270
vlièzen/ûz>+,270
vlièzen/über(e)>+,270
zer-vlièzen,270
über-vlièzen,270
be-vëlhen,271
ent-vëlhen,271
vëlhen,271
be-wallen,272
ent-wallen,272
er-wallen,272
ge-wallen,272
ver-wallen,272
wallen,272
wallen/ûf>+,272
wallen/ûz+,272
wallen/ûz>+,272
wallen/über(e)>+,272
be-winten,273
ent-winten,273
er-winten,273
er-winten/ane>+,273
umbe-winten,273
unter-winten,273
ver-winten,273
wider-winten,273
winten,273
winten/ane>+,273
winten/in>+,273
winten/în>+,273
winten/ûf+,273
winten/ûf<.+,273
winten/über(e)>+,273
über-winten,273
be-wëllen,274
ge-wëllen,274
umbe-wëllen,274
wëllen,274
be-zièhen,275
durh-zièhen,275
ent-zièhen,275
er-zièhen,275
er-zièhen/ûf+,275
ge-zièhen,275
ge-zièhen/abe>+,275
ge-zièhen/vür(e)>+,275
ge-zièhen/în<.+,275
ge-zièhen/ûz>+,275
ge-zièhen/ûz>.+,275
umbe-zièhen,275
unter-zièhen,275
ver-zièhen,275
voll-zièhen,275
wider-zièhen,275
zer-zièhen,275
zièhen,275
zièhen/abe+,275
zièhen/abe<+,275
zièhen/abe<.+,275
zièhen/abe>+,275
zièhen/abe>.+,275
zièhen/ane+,275
zièhen/ane<.+,275
zièhen/ane>+,275
zièhen/hinter>+,275
zièhen/in+,275
zièhen/in>+,275
zièhen/mit(e)>+,275
zièhen/nider(e)+,275
zièhen/nider(e)<+,275
zièhen/nider(e)>+,275
zièhen/nider(e)>.+,275
zièhen/nâch+,275
zièhen/nâh<.+,275
zièhen/nâh>+,275
zièhen/vor(e)<+,275
zièhen/vor(e)>+,275
zièhen/vor(e)>.+,275
zièhen/vür(e)+,275
zièhen/vür(e)<+,275
zièhen/vür(e)<.+,275
zièhen/vür(e)>+,275
zièhen/wider(e)<.+,275
zièhen/wider(e)>+,275
zièhen/zuo+,275
zièhen/zuo<+,275
zièhen/zuo<.+,275
zièhen/zuo>+,275
zièhen/în<+,275
zièhen/în>+,275
zièhen/ûf+,275
zièhen/ûf<+,275
zièhen/ûf<.+,275
zièhen/ûf>+,275
zièhen/ûz+,275
zièhen/ûz<+,275
zièhen/ûz<.+,275
zièhen/ûz>+,275
zièhen/ûz>.+,275
zièhen/über(e)>+,275
über-zièhen,275
biten,276
biten/ane>+,276
er-biten,276
er-biten/ane<.+,276
ge-biten,276
voll-biten,276
biuwen,277
biègen,278
biègen/nider(e)>+,278
biègen/ûf>+,278
biègen/ûz>+,278
er-biègen,278
unter-biègen,278
biètenzuo>+,279
er-biètenzuo>+,279
blanten,280
en-blanten,280
bliuwen,281
ver-bliuwen,281
zer-bliuwen,281
blîchen,282
blîchen/ane+,282
er-blîchen,282
ver-blîchen,282
über-blîchen,282
brimmen,283
briuwen,284
brèngen,285
brèngen/wider(e)>+,285
brèngen/în>+,285
brëhen,286
brëhen/nider(e)>+,286
brëmen,287
brëtten,288
brîden,289
unter-brîden,289
brîsen,290
brîten,291
bunnen,292
en-bunnen,292
ent-bunnen,292
er-bunnen,292
ver-bunnen,292
bâgen,293
ge-bâgen,293
bëlgen,294
er-bëlgen,294
ver-bëlgen,294
bër(e)n,295
bër(e)n/ane>+,295
bër(e)n/în>+,295
bëren,295
ent-bër(e)n,295
ent-bëren,295
er-bër(e)n,295
er-bëren,295
ge-bër(e)n,295
ge-bër(e)n/ane+,295
ge-bër(e)n/ane<+,295
ge-bër(e)n/ane>+,295
ge-bër(e)n/wider(e)>+,295
ge-bëren,295
ver-bër(e)n,295
ver-bëren,295
wider-bër(e)n,295
wider-bëren,295
bîten,296
en-bîten,296
ent-bîten,296
er-bîten,296
ge-bîten,296
bîzen,297
bîzen/abe<.+,297
bîzen/abe>+,297
bîzen/ane>+,297
durh-bîzen,297
en-bîzen,297
er-bîzen,297
ge-bîzen,297
in-bîzen,297
ver-bîzen,297
zer-bîzen,297
bôzen,298
bûwen,299
bûwen/ane>+,299
bûwen/in>+,299
bûwen/inne>+,299
bûwen/wider(e)>+,299
bûwen/în>+,299
durh-bûwen,299
er-bûwen,299
ge-bûwen,299
ver-bûwen,299
über-bûwen,299
dingen,300
unter-dingen,300
dinsen,301
dièzen,302
dièzen/ûz+,302
dièzen/ûz>+,302
er-dièzen,302
ver-dièzen,302
drinten,303
zer-drinten,303
drouwen,304
drëschen,305
er-drëschen,305
über-drëschen,305
drôen,306
durh-schièzen,307
er-schièzen,307
ge-schièzen,307
schièzen,307
schièzen/ane<.+,307
schièzen/durh<.+,307
schièzen/nider(e)+,307
schièzen/vür(e)<.+,307
ver-schièzen,307
über-schièzen,307
durh-schëllen,308
er-schëllen,308
er-schëllen/ûz+,308
schëllen,308
schëllen/wider(e)+,308
schëllen/ûz+,308
schëllen/ûz<+,308
zer-schëllen,308
über-schëllen,308
dwër(e)n,309
dwëren,309
dërben,310
ver-dërben,310
enphâhen,311
ent-kunnen,312
kunnen,312
ver-kunnen,312
ent-lîmen,313
lîmen,313
ent-quëden,314
quëden,314
quëden/zuo<.+,314
quëden/zuo>+,314
ent-spanen,315
ge-spanen,315
spanen,315
ver-spanen,315
ent-sprièzen,316
sprièzen,316
ent-swëllen,317
ge-swëllen,317
swëllen,317
ver-swëllen,317
zer-swëllen,317
ent-swër(e)n,318
ent-swëren,318
er-swër(e)n,318
er-swëren,318
ge-swër(e)n,318
ge-swër(e)n/ûz>+,318
ge-swëren,318
swër(e)n,318
swëren,318
ent-trâten,319
trâten,319
ent-wahen,320
ge-wahen,320
wahen,320
ent-walten,321
er-walten,321
ge-walten,321
ver-walten,321
walten,321
ent-wërden,322
er-wërden,322
ge-wërden,322
ver-wërden,322
wërden,322
über-wërden,322
ent-wërren,323
ge-wërren,323
unter-wërren,323
ver-wërren,323
wërren,323
zer-wërren,323
ent-wësen,324
ge-wësen,324
ver-wësen,324
wësen,324
ent-zinden,325
zinden,325
er-hël(e)n,326
er-hëlen,326
ge-hël(e)n,326
ge-hëlen,326
hël(e)n,326
hëlen,326
ver-hël(e)n,326
ver-hëlen,326
er-hëllen,327
ge-hëllen,327
ge-hëllen/zuo+,327
hëllen,327
hëllen/mit(e)>+,327
misse-hëllen,327
zer-hëllen,327
èin-hëllen,327
er-jëten,328
jëten,328
jëten/ûz>+,328
er-kièsen,329
er-kièsen/ûz+,329
er-kièsen/ûz>+,329
ge-kièsen,329
kièsen,329
kièsen/ane<+,329
kièsen/ûz<+,329
kièsen/ûz>+,329
ver-kièsen,329
wider-kièsen,329
er-krimmen,330
krimmen,330
zer-krimmen,330
er-krîgen,331
krîgen,331
er-kîmen,332
kîmen,332
er-kînen,333
kînen,333
zuo-kînen,333
er-laffen,334
laffen,334
er-lièzen,335
lièzen,335
ver-lièzen,335
er-nièsen,336
nièsen,336
er-rèiten,337
rèiten,337
er-schièben,338
ge-schièben,338
schièben,338
schièben/nider(e)+,338
schièben/nider(e)>+,338
schièben/ûf+,338
schièben/ûf<+,338
schièben/ûf>+,338
unter-schièben,338
ver-schièben,338
er-slingen,339
slingen,339
er-slinten,340
slinten,340
ver-slinten,340
er-twël(e)n,341
er-twëlen,341
twëlen,341
ver-twël(e)n,341
ver-twëlen,341
er-vrièsen,342
ge-vrièsen,342
vrièsen,342
über-vrièsen,342
er-wërgen,343
wërgen,343
er-wîhen,344
wîhen,344
esse,345
est,346
ge-halsen,347
halsen,347
umbe-halsen,347
ge-halten pV,348
halten pV,348
ge-kiuwen,349
kiuwen,349
ge-lîchen,350
lîchen,350
ver-lîchen,350
ge-mügen,351
mügen,351
ver-mügen,351
über-mügen,351
ge-nièzen,352
nièzen,352
ge-nîden,353
nîden,353
nîden/ane>+,353
ver-nîden,353
ge-nîgen,354
ge-nîgen/wider(e)>+,354
nîgen,354
nîgen/nider(e)>+,354
ge-rîden,355
rîden,355
rîden/umbe<.+,355
rîden/wider(e)>+,355
ver-rîden,355
ge-schalten,356
schalten,356
schalten/vür(e)+,356
schalten/ûf>+,356
schalten/ûf>.+,356
schalten/ûz+,356
ver-schalten,356
ge-slièfen,357
slièfen,357
slièfen/în>+,357
unter-slièfen,357
ge-spalten,358
spalten,358
zer-spalten,358
ge-stëmen,359
stëmen,359
ge-sîn,360
sîn,360
unter-sîn,360
ge-vlîzen,361
ver-vlîzen,361
vlîzen,361
ge-vrèischen,362
vrèischen,362
ge-wigen,363
wigen,363
ge-wizzen,364
ver-wizzen,364
wizzen,364
wizzen/vor(e)>+,364
ge-wèhenen,365
wèhenen,365
ge-wèllen,366
wèllen,366
über-wèllen,366
ge-wëben,367
unter-wëben,367
ver-wëben,367
wëben,367
ge-wëten,368
wëten,368
ge-zèisen,369
zèisen,369
glimmen,370
glîzen,371
ver-glîzen,371
grimmen,372
grinnen,373
grëllen,374
grînen,375
grînen/ane+,375
grînen/ane<.+,375
gëllen,376
gër(e)n,377
gëren,377
gîgen,378
ver-gîgen,378
hinken,379
hinken/ûz+,379
hèben\ane.<+,380
jësen,381
klimpfen,382
klièben,383
klièben/abe>+,383
zer-klièben,383
knëten,384
komen\ane>+,385
krimpfen,386
krësen,387
krîschen,388
krîsten,389
krûfen,390
ligen[!],391
limmen,392
limpfen,393
læzen,394
mèizen,395
mèizen/nider(e)>+,395
mèngen,396
mëchen,397
ver-mëchen,397
mëlchen,398
niuwen,399
zer-niuwen,399
nëhen,400
pfâhen,401
phlëgen,402
rièten,403
rëben,404
rëden,405
rëgen,406
rîhen,407
rîhen/ane>+,407
rûchen,408
sachen,409
salzen,410
ver-salzen,410
în-salzen,410
schrinten,411
schël(e)n,412
schëlen,412
schëmen,413
schërren,414
schërren/zuo+,414
schërren/zuo<+,414
schërren/zuo>+,414
schërzen,415
schîten,416
schîten/umbe+,416
zer-schîten,416
schîzen,417
slièchen,418
slièchen/nâh>.+,418
slâhen,419
slâhen/abe>+,419
smiègen,420
ver-smiègen,420
smëlzen,421
ver-smëlzen,421
zer-smëlzen,421
smërzen,422
ver-smërzen,422
snûden,423
solen,424
ver-sol(e)n,424
ver-solen,424
spièten,425
ver-spièten,425
splîzen,426
sprîten,427
sprîten/nider(e)>+,427
sprîzen,428
spuon,429
spëhen,430
spërren,431
spërren/zuo<.+,431
spërren/zuo>+,431
spërren/ûf>+,431
stièzen,432
strièzen,433
stërzen,434
stërzen/ûf>+,434
swëlhen,435
ver-swëlhen,435
swînen,436
ver-swînen,436
swîzen,437
sëlken,438
sërten,439
triuwen,440
tuon[!],441
turren,442
ver-turren,442
tîchen,443
valzen,444
ver-walken,445
walken,445
ver-wâzen,446
wâzen,446
ver-èischen,447
èischen,447
èischen/vür(e)+,447
èischen/wider(e)<.+,447
walzen,448
walzen/abe>+,448
walzen/umbe+,448
walzen/umbe<+,448
walzen/umbe<.+,448
winken,449
wuofen,450
wèiden,451
wèschen,452
wëlgen,453
wîgen,454
èr(e)n,455
èr(e)n/abe+,455
èren,455
