seq_id,lemma_id,principal_part,obs_index,date,n1,n2,n3,n4,n_total,avg_form_freq,avg_lemma_freq,prop_bipartite,variety,corpus,variety_code,corpus_code,time_interval_to_next
4,1,4,10,1200.0,0,0,1,0,1,0.0100803481286996,0.2302971841710619,0.3,Central German,MHG,1,2,10.0
4,1,4,11,1210.0,0,0,4,0,4,0.0017446756376595,0.5655656858746407,0.5357142857142857,Central German,MHG,1,2,8.0
4,1,4,12,1218.0,0,0,2,0,2,0.0038770569725768,0.2539472317037804,0.6666666666666666,Central German,MHG,1,2,2.0
4,1,4,13,1220.0,0,0,1,0,1,0.04846321215721,1.5240710959199404,0.6666666666666666,Central German,MHG,1,2,5.0
4,1,4,14,1225.0,0,3,1,0,4,0.0010661906674585499,0.5137100488664261,0.09090909090909091,Central German,MHG,1,2,8.0
4,1,4,15,1233.0,1,0,4,2,7,0.030462590498817686,0.8844674685011276,0.21739130434782608,Central German,MHG,1,2,27.0
4,1,4,16,1260.0,0,0,1,0,1,0.0019385284862884,0.2775972792364989,0.4444444444444444,Central German,MHG,1,2,3.0
4,1,4,17,1263.0,0,0,3,0,3,0.0196437553277224,0.677321853109167,0.35294117647058826,Central German,MHG,1,2,12.0
4,1,4,18,1275.0,2,0,1,0,3,0.01602516881998407,0.1601224529674218,0.3,Central German,MHG,1,2,5.0
4,1,4,19,1280.0,1,0,5,0,6,0.016929815446918666,0.28121586574423724,0.043478260869565216,Central German,MHG,1,2,8.0
4,1,4,20,1288.0,0,0,3,0,3,0.026234752181102997,0.677321853109167,0.26666666666666666,Central German,MHG,1,2,7.0
4,1,4,21,1295.0,0,0,2,1,3,0.008787995804507334,0.6023654183060155,0.47058823529411764,Central German,MHG,1,2,3.0
4,1,4,22,1298.0,0,0,1,0,1,0.0255885760190068,0.2775972792364989,0.3333333333333333,Central German,MHG,1,2,2.0
4,1,4,23,1300.0,0,0,2,0,2,0.012988140858132201,0.2539472317037804,0.42857142857142855,Central German,MHG,1,2,1.0
4,1,4,24,1301.0,2,0,1,0,3,0.016025168819984066,0.1769230331819213,0.36363636363636365,Central German,MHG,1,2,7.0
4,1,4,25,1308.0,2,0,1,0,3,0.04807550645995226,0.19579137711512842,0.21052631578947367,Central German,MHG,1,2,2.0
4,1,4,26,1310.0,3,0,2,0,5,0.04241500327999016,0.7268706412186986,0.1111111111111111,Central German,MHG,1,2,0.0
5,2,1,1,1100.0,1,0,0,0,1,0.0085295253396689,0.5214641628115797,0.0,Central German,MHG,1,2,50.0
5,2,1,2,1150.0,3,0,0,0,3,0.028173280667391363,0.20251160920092817,0.0,Central German,MHG,1,2,10.0
5,2,1,3,1160.0,4,2,0,0,6,0.02138843096538195,0.5214641628115797,0.0,Central German,MHG,1,2,5.0
5,2,1,4,1165.0,1,0,0,0,1,0.0089172310369266,0.5214641628115797,0.0,Central German,MHG,1,2,2.0
