form,norm,lemma,grapho,date,id,lemma_count,lemma_freq_per_1000,form_count,form_freq_per_1000,corpus,lemma_id,variety,principal_part,base_lemma,form_normalized,base_form,stem,base_stem,vowel_alternation,cons_alternation
tvͦt,tuot,tuon,|t=t|v\o=uo|t=t|,1160.0,M005,8576,3.3249640596818644,208,0.0806427850295974,MHG,14,Central German,1,tuon,tuot,tuon,tuo,tuo,no,no
uirluſit,verliuset,ver-lièsen,|u=v|i=e|r=r|=-|l=l|u=iu|s=s|i=e|t=t|,1160.0,M005,1149,0.4454738461490743,1,0.0003877056972576,MHG,214,Central German,1,lièsen,verliuset,verliesen,lius,lies,yes,no
intgeldē,entgelten,ent-gëlten,|i=e|n=n|t=t|=-|g=g|e=ë|l=l|d=t|e=e|\-=n|,1160.0,M005,113,0.0438107437901178,1,0.0003877056972576,MHG,84,Central German,1,gëlten,entgelten,gelten,lte,lte,no,no
nam,nam,nëmen,|n=n|a=a|m=m|,1160.0,M005,4030,1.5624539599484506,1167,0.4524525486997126,MHG,47,Central German,2,nëmen,nam,nemen,nam,nem,yes,no
uuͦr,vuor,var(e)n,|u=v|u\o=uo|r=r|,1160.0,M005,2188,0.848300065599804,24,0.0093049367341843,MHG,89,Central German,2,varen,vuor,varen,vuor,var,yes,no
beualch,bevalch,be-vëlhen,|b=b|e=e|=-|u=v|a=a|l=l|ch=h|,1160.0,M005,441,0.1709782124906369,43,0.0166713449820802,MHG,271,Central German,2,vëlhen,bevalch,bevelhen,valχ,velh,yes,yes
uirnam,vernam,ver-nëmen,|[u]=v|[i]=e|[r]=r|=-|n=n|a=a|m=m|,1160.0,M005,1523,0.5904757769234468,24,0.0093049367341843,MHG,47,Central German,2,nëmen,vernam,nemen,nam,nem,yes,no
gewā,gewan,ge-winnen,|g=g|[e]=e|=-|[w]=w|[a]=a|[\-]=n|,1160.0,M005,1883,0.7300498279362115,10,0.0038770569725768,MHG,120,Central German,2,winnen,gewan,gewinen,wa,win,yes,no
beual,bevalh,be-vëlhen,|[b]=b|[e]=e|=-|[u]=v|a=a|l=l|=h|,1160.0,M005,441,0.1709782124906369,11,0.0042647626698344,MHG,271,Central German,2,vëlhen,bevalh,bevelhen,valh,velh,yes,no
ſtreich,streich,strîchen,|s=s|t=t|r=r|ei=èi|c[h]=ch|,1160.0,M005,83,0.0321795728723874,17,0.0065909968533805,MHG,203,Central German,2,strîchen,streich,bestrîchen,streiχ,striχ,yes,no
uloch,vlôch,vlièhen,|[u]=v|[l]=l|[o]=ô|ch=h|,1160.0,M005,464,0.1798954435275635,5,0.0019385284862884,MHG,83,Central German,2,vlièhen,vlôch,vliehen,vloχ,vlieh,yes,yes
buwete,bûwete,bûwen,|[b]=b|u=û|w=w|e=e|t=t|e=e|,1160.0,M005,334,0.1294937028840651,8,0.0031016455780614,MHG,299,Central German,2,bûwen,bûwete,bûwen,buwet,buw,yes,no
uant,vant,vinden,|u=v|[a]=a|[n]=n|[t]=d|,1160.0,M005,1993,0.7726974546345564,173,0.0670730856255786,MHG,38,Central German,2,vinden,vant,vinden,van,vi,yes,no
ſten,stên,stân,*|[sten]=stên|,1160.0,M005,2872,1.113490762524057,230,0.0891723103692664,MHG,9,Central German,1,stân,stên,stân,ste,sta,yes,no
ſizzen,sitzen,sitzen,*|[sizzen]=sitzen|,1160.0,M005,1185,0.4594312512503509,49,0.0189975791656263,MHG,57,Central German,1,sitzen,sitzen,sitzen,siʦ,siʦ,no,no
gezeme,gezæme,ge-zëmen,|[g]=g|[e]=e|=-|z=z|e=æ|m=m|[e]=e|,1160.0,M005,367,0.1422879908935685,67,0.0259762817162645,MHG,122,Central German,3,zëmen,gezæme,gezimet,zäm,zim,yes,no
genaſ,genas,ge-nësen,|g=g|e=e|=-|n=n|a=a|[s]=s|,1160.0,M005,578,0.224093893014939,48,0.0186098734683686,MHG,117,Central German,2,nësen,genas,genesen,nas,nes,yes,no
brah⸗te,brâhte,bringen,|[b]=b|[r]=r|a=â|[h]=h|t=t|e=e|,1160.0,M005,2041,0.791307328102925,3,0.001163117091773,MHG,73,Central German,2,bringen,brâhte,brengen,braht,breng,yes,yes
leit,leit,lîden,|l=l|ei=èi|t=d|,1160.0,M005,769,0.298145681191156,229,0.0887846046720087,MHG,93,Central German,2,lîden,leit,lîden,lei,lid,yes,no
uirmeit,vermeit,ver-mîden,|u=v|[i]=e|[r]=r|=-|[m]=m|[ei]=èi|t=d|,1160.0,M005,183,0.0709501425981554,3,0.001163117091773,MHG,147,Central German,2,mîden,vermeit,vermîden,mei,mid,yes,no
beſchinē,beschînen,be-schînen,|b=b|e=e|=-|sch=sch|i=î|n=n|e=e|\-=n|,1160.0,M005,19,0.0073664082478959,1,0.0003877056972576,MHG,95,Central German,1,schînen,beschînen,schînen,ʃin,ʃin,no,no
ran,ran,rinnen/abe>+,|r=r|a=a|n=n|,1160.0,M005,2,0.0007754113945153,35,0.0135696994040188,MHG,166,Central German,2,rinnen,ran,entrinen,ra,rin,yes,no
treip,treip,trîben,*|[treip]=trèib|,1160.0,M005,327,0.1267797630032613,48,0.0186098734683686,MHG,12,Central German,2,trîben,treip,vertrîben,treip,trib,yes,no
bedroz,bedrôz,be-drièzen,|b=b|e=e|=-|d=d|r=r|o=ô|z=z|,1160.0,M005,10,0.0038770569725768,3,0.001163117091773,MHG,230,Central German,2,drièzen,bedrôz,verdriezen,droz,driez,yes,no
erliden,erlîden,er-lîden,*|[erliden]=er-lîden|,1160.0,M005,145,0.0562173261023636,22,0.0085295253396689,MHG,93,Central German,1,lîden,erlîden,lîden,lid,lid,no,no
lief,lief,loufen,*|[lief]=lièf|,1160.0,M005,353,0.136860111131961,93,0.0360566298449642,MHG,5,Central German,2,loufen,lief,loufen,lief,louf,yes,no
giboten,geboten,ge-bièten,*|[giboten]=ge-boten|,1160.0,M005,1098,0.4257008555889327,2,0.0007754113945153,MHG,18,Central German,4,bièten,geboten,gebieten,bot,biet,yes,no
intfangē,entvangen,ent-vâhen,|i=e|n=n|t=t|=-|[f]=v|[a]=a|[n]=n|[g]=g|[e]=e|[\-]=n|,1160.0,M005,1799,0.6974825493665664,5,0.0019385284862884,MHG,19,Central German,4,vâhen,entvangen,entvâhen,vang,vah,no,yes
gebot,gebôt,ge-bièten,*|[gebot]=ge-bôt|,1160.0,M005,1098,0.4257008555889327,431,0.1671011555180601,MHG,18,Central German,2,bièten,gebôt,gebieten,bo,biet,yes,no
rieten,riten,rîten,|r=r|ie=i|t=t|e=e|n=n|,1160.0,M005,994,0.3853794630741339,69,0.0267516931107799,MHG,162,Central German,3,rîten,riten,rîten,rit,rit,no,no
w͛bin,werben,wërben,|w=w|'=ër|b=b|[i]=e|[n]=n|,1160.0,M005,266,0.1031297154705429,2,0.0007754113945153,MHG,100,Central German,1,wërben,werben,werben,werb,werb,no,no
ſahen,sâhen,sëhen,|s=s|a=â|h=h|e=e|n=n|,1160.0,M005,4169,1.6163450518672682,284,0.1101084180211811,MHG,22,Central German,3,sëhen,sâhen,sehen,sah,seh,yes,no
geſahē,gesâhen,ge-sëhen,|g=g|[e]=e|=-|[s]=s|[a]=â|h=h|e=e|\-=n|,1160.0,M005,1120,0.4342303809286016,1,0.0003877056972576,MHG,22,Central German,3,sëhen,gesâhen,sehen,sah,seh,yes,no
iahē,jâhen,jëhen,*|[iahe\-]=jâhen|,1160.0,M005,636,0.2465808234558845,3,0.001163117091773,MHG,236,Central German,3,jëhen,jâhen,jehen,jah,jeh,yes,no
geſchiedē,geschieden,ge-schèiden,|g=g|e=e|=-|sch=sch|ie=iè|d=d|e=e|\-=n|,1160.0,M005,129,0.0500140349462407,1,0.0003877056972576,MHG,171,Central German,3,schèiden,geschieden,scheiden,ʃied,ʃeid,yes,no
liezen,liezen,lâzen,|l=l|i[e]=iè|[z]=z|e=e|n=n|,1160.0,M005,3725,1.4442037222848585,102,0.0395459811202833,MHG,4,Central German,3,lâzen,liezen,lâzen,liez,laz,yes,no
tatē,tâten,tuon,|t=t|a=â|t=t|e=e|[\-]=n|,1160.0,M005,8576,3.3249640596818644,40,0.0155082278903072,MHG,14,Central German,3,tuon,tâten,tuon,tat,tuo,yes,yes
geneſin,genesen,ge-nësen,|g=g|e=e|=-|n=n|e=ë|s=s|i=e|n=n|,1160.0,M005,578,0.224093893014939,18,0.0069787025506382,MHG,117,Central German,4,nësen,genesen,genesen,nes,nes,no,no
trat,trat,trëten,|t=t|r=r|a=a|t=t|,1160.0,M005,181,0.0701747312036401,120,0.0465246836709216,MHG,13,Central German,2,trëten,trat,treten,tra,tret,yes,no
uiel,viel,vallen/nider(e)<.+,|u=v|ie=iè|l=l|,1160.0,M005,35,0.0135696994040188,114,0.0441984494873755,MHG,31,Central German,2,vallen,viel,valen,viel,val,yes,no
bat,bat,biten,|b=b|a=a|t=t|,1160.0,M005,2127,0.8246500180670855,658,0.2551103487955535,MHG,276,Central German,2,biten,bat,biten,ba,bit,yes,no
geſchehe,geschæhe,ge-schëhen,|g=g|e=e|=-|sch=sch|e=æ|h=h|e=e|,1160.0,M005,2495,0.9673257146579116,53,0.020548401954657,MHG,118,Central German,3,schëhen,geschæhe,geschiet,ʃäh,ʃi,yes,no
gienc,gienc,gân,|g=g|ie=iè|n=n|c=g|,1160.0,M005,3931,1.5240710959199404,158,0.0612575001667134,MHG,1,Central German,2,gân,gienc,gân,gienc,ga,yes,yes
chvͦm̄,komen,komen,|[ch]=k|v\o=o|m=m|\-=en|,1160.0,M005,8461,3.280377904497231,1,0.0003877056972576,MHG,3,Central German,1,komen,komen,kumet,kom,kum,yes,no
gewerfen,gewerfen,ge-wërfen,|g=g|e=e|=-|w=w|e=ë|r=r|f=f|e=e|n=n|,1160.0,M005,10,0.0038770569725768,3,0.001163117091773,MHG,16,Central German,1,wërfen,gewerfen,werfen,werf,werf,no,no
giengē,giengen,gân,|g=g|ie=iè|n=n|g=g|e=e|\-=n|,1160.0,M005,3931,1.5240710959199404,19,0.0073664082478959,MHG,1,Central German,3,gân,giengen,gân,gieng,ga,yes,yes
wiſtē,wisten,wizzen,|w=w|i=i|s=s|t=t|e=e|\-=n|,1160.0,M005,2528,0.9801200026674152,3,0.001163117091773,MHG,364,Central German,3,wizzen,wisten,weiz,wist,weiz,yes,yes
geſweich,gesweich,ge-swîchen,|g=g|e=e|=-|s=s|w=w|ei=èi|ch=ch|,1160.0,M005,78,0.030241044386099,6,0.002326234183546,MHG,263,Central German,2,swîchen,gesweich,geswîchen,sweiχ,swiχ,yes,no
riſin,rîsen,rîsen,|r=r|i=î|s=s|i=e|n=n|,1160.0,M005,11,0.0042647626698344,2,0.0007754113945153,MHG,248,Central German,1,rîsen,rîsen,rîsen,ris,ris,no,no
began,began,be-ginnen,|b=b|e=e|=-|g=g|a=a|n=n|,1160.0,M005,1927,0.7471088786155495,303,0.117474826269077,MHG,40,Central German,2,ginnen,began,beginen,ga,gin,yes,no
huͦbē,huoben,hèben,|h=h|u\o=uo|b=b|e=e|\-=n|,1160.0,M005,657,0.2547226430982958,4,0.0015508227890307,MHG,90,Central German,3,hèben,huoben,heben,huob,heb,yes,no
irgienc,ergienc,er-gân,|i=e|r=r|=-|g=g|ie=iè|n=n|c=g|,1160.0,M005,594,0.2302971841710619,5,0.0019385284862884,MHG,1,Central German,2,gân,ergienc,gân,gienc,ga,yes,yes
bequam̄,bequâmen,be-komen,|b=b|e=e|=-|qu=qu|a=â|m=m|\-=en|,1160.0,M005,138,0.0535033862215598,1,0.0003877056972576,MHG,3,Central German,3,komen,bequâmen,kumet,quam,kum,yes,yes
wurbē,wurben,wërben,|w=w|u=u|r=r|b=b|e=e|\-=n|,1160.0,M005,266,0.1031297154705429,5,0.0019385284862884,MHG,100,Central German,3,wërben,wurben,werben,wurb,werb,yes,no
geſchen,geschên,ge-schëhen,|g=g|e=e|=-|sch=sch|e=ê{ëhe}|n=n|,1160.0,M005,2495,0.9673257146579116,83,0.0321795728723874,MHG,118,Central German,4,schëhen,geschên,geschiet,ʃe,ʃi,yes,no
gewīnan,gewinnen,ge-winnen,|g=g|e=e|=-|w=w|i=i|\-n=nn|a=é|n=n|,1160.0,M005,1883,0.7300498279362115,1,0.0003877056972576,MHG,120,Central German,1,winnen,gewinen,gewinen,win,win,no,no
iruuͦrē,ervuoren,er-var(e)n,|[i]=e|[r]=r|=-|[u]=v|u\o=uo|r=r|e=e|\-=n|,1160.0,M005,139,0.0538910919188175,1,0.0003877056972576,MHG,89,Central German,3,varen,ervuoren,varen,vuor,var,yes,no
phlac,pflac,pflëgen,*|[phlac]=pflag|,1160.0,M005,812,0.3148170261732362,50,0.019385284862884,MHG,155,Central German,2,pflëgen,pflac,pflegen,flac,fleg,yes,yes
ſinnen,sinnen,sinnen/wider(e)>+,*|[sinnen]=sinnen|,1160.0,M005,1,0.0003877056972576,7,0.0027139398808037,MHG,56,Central German,1,sinnen,sinen,gesinen,sin,sin,no,no
gegangen,gegangen,gân,|g=g|e=e|=-|g=g|a=a|n=n|g=g|e=e|n=n|,1160.0,M005,3931,1.5240710959199404,125,0.04846321215721,MHG,1,Central German,4,gân,gegangen,gân,gang,ga,no,yes
geloufen,geloufen,loufen,|g=g|e=e|=-|[l]=l|[ou]=ou|[f]=f|[e]=e|[n]=n|,1160.0,M005,353,0.136860111131961,4,0.0015508227890307,MHG,5,Central German,4,loufen,geloufen,loufen,louf,louf,no,no
benum̄,benomen,be-nëmen,|b=b|e=e|=-|n=n|u=o|m=m|\-=en|,1160.0,M005,262,0.1015788926815121,1,0.0003877056972576,MHG,47,Central German,4,nëmen,benomen,nemen,nom,nem,yes,no
hiezen,hiezen,hèizen,*|[hiezen]=hièzen|,1160.0,M005,4528,1.7555313971827753,67,0.0259762817162645,MHG,235,Central German,3,hèizen,hiezen,heizet,hiez,heiz,yes,no
brach,brach,brëchen,|b=b|r=r|a=a|ch=ch|,1160.0,M005,668,0.2589874057681303,172,0.0666853799283209,MHG,29,Central German,2,brëchen,brach,brechen,braχ,breχ,yes,no
ſchoz,schôz,schièzen,|sch=sch|o=ô|z=z|,1160.0,M005,110,0.0426476266983448,12,0.0046524683670921,MHG,307,Central German,2,schièzen,schôz,schiezen,ʃoz,ʃiez,yes,no
ſtuͦnt,stuont,stân,*|[stu\ont]=stuont|,1160.0,M005,2872,1.113490762524057,111,0.0430353323956024,MHG,9,Central German,2,stân,stuont,stân,stuon,sta,yes,no
uloz,vlôz,vlièzen,*|[uloz]=vlôz|,1160.0,M005,293,0.1135977692965002,10,0.0038770569725768,MHG,270,Central German,2,vlièzen,vlôz,vliuzet,vloz,vliuz,yes,no
bewachſen,bewahsen,be-wahsen,*|[b]=b|[e]=e|=-|[w]=w|[a]=a|[chs]=hs|[e]=e|[n]=n|,1160.0,M005,3,0.001163117091773,1,0.0003877056972576,MHG,99,Central German,4,wahsen,bewahsen,wahsen,wahs,wahs,no,no
uirbot,verbôt,ver-bièten,|u=v|i=e|r=r|=-|b=b|o=ô|t=t|,1160.0,M005,196,0.0759903166625052,3,0.001163117091773,MHG,18,Central German,2,bièten,verbôt,gebieten,bo,biet,yes,no
bracht,brâht,bringen,|b=b|r=r|a=â|ch=h|t=t|,1160.0,M005,2041,0.791307328102925,195,0.0756026109652476,MHG,73,Central German,4,bringen,brâht,brengen,brah,breng,yes,yes
erſach,ersach,er-sëhen,*|[e]=e|[r]=r|=-|[s]=s|[a]=a|[ch]=h|,1160.0,M005,212,0.0821936078186281,66,0.0255885760190068,MHG,22,Central German,2,sëhen,ersach,sehen,saχ,seh,yes,yes
neic,neic,nîgen,|n=n|ei=èi|c=g|,1160.0,M005,95,0.0368320412394796,14,0.0054278797616075,MHG,354,Central German,2,nîgen,neic,nîgen,neic,nig,yes,yes
irworbē,erworben,er-wërben,|i=e|r=r|=-|w=w|o=o|r=r|b=b|e=e|\-=n|,1160.0,M005,255,0.0988649528007084,1,0.0003877056972576,MHG,100,Central German,4,wërben,erworben,werben,worb,werb,yes,no
begunden,begunden,be-ginnen,*|[begunden]=be-gunden|,1160.0,M005,1927,0.7471088786155495,181,0.0701747312036401,MHG,40,Central German,3,ginnen,begunden,beginen,gu,gin,yes,no
gewe⸗re,gewære,ge-wësen,|g=g|e=e|=-|w=w|e=æ|[r]=r|[e]=e|,1160.0,M005,14,0.0054278797616075,1,0.0003877056972576,MHG,324,Central German,3,wësen,gewære,gewesen,wär,wes,yes,yes
geborn,geboren,ge-bër(e)n,|g=g|e=e|=-|b=b|o=o|r=r|=e|n=n|,1160.0,M005,947,0.367157295303023,544,0.2109118993081779,MHG,295,Central German,4,bëren,geboren,entberen,bor,ber,yes,no
iruarē,ervaren,er-var(e)n,|i=e|r=r|=-|u=v|a=a|r=r|e=e|\-=n|,1160.0,M005,139,0.0538910919188175,1,0.0003877056972576,MHG,89,Central German,1,varen,ervaren,varen,var,var,no,no
beſwuͦren,beswuoren,be-swèr(e)n,*|[beswu\oren]=be-swuoren|,1160.0,M005,52,0.0201606962573993,1,0.0003877056972576,MHG,55,Central German,3,swèren,beswuoren,sweren,swuor,swer,yes,no
begriffen,begriffen,be-grîfen,|b=b|e=e|=-|g=g|r=r|i=i|ff=ff|e=e|n=n|,1160.0,M005,372,0.1442265193798569,86,0.0333426899641604,MHG,23,Central German,3,grîfen,begrifen,grîfen,grif,grif,no,no
begunde,begunde,be-ginnen,*|[begunde]=be-gunde|,1160.0,M005,1927,0.7471088786155495,394,0.1527560447195259,MHG,40,Central German,2,ginnen,begunde,beginen,gu,gin,yes,no
irlieden,erliten,er-lîden,|i=e|r=r|=-|l=l|ie=i|d=t|e=e|n=n|,1160.0,M005,145,0.0562173261023636,1,0.0003877056972576,MHG,93,Central German,4,lîden,erliten,lîden,lit,lid,no,no
uienc,vienc,vâhen/ane<.+,|u=v|ie=iè|n=n|c=g|,1160.0,M005,14,0.0054278797616075,8,0.0031016455780614,MHG,19,Central German,2,vâhen,vienc,entvâhen,vienc,vah,yes,yes
irſtri⸗ten,erstriten,er-strîten,|i=e|r=r|=-|s=s|t=t|r=r|i=i|[t]=t|[e]=e|[n]=n|,1160.0,M005,19,0.0073664082478959,1,0.0003877056972576,MHG,60,Central German,4,strîten,erstriten,strîten,strit,strit,no,no
weiz,weiz,wizzen,|w=w|ei=èi|z=z|,1160.0,M005,2528,0.9801200026674152,466,0.1806708549220789,MHG,364,Central German,1,wizzen,weiz,weiz,weiz,weiz,no,no
uirziehin,verziehen,ver-zièhen,*|[uirziehin]=ver-zièhen|,1160.0,M005,7,0.0027139398808037,3,0.001163117091773,MHG,275,Central German,1,zièhen,verziehen,ziehen,zieh,zieh,no,no
v͛nvͦm̄,vernomen,ver-nëmen,|v=v|'=er|=-|n=n|v\o=o|m=m|\-=en|,1160.0,M005,1523,0.5904757769234468,1,0.0003877056972576,MHG,47,Central German,4,nëmen,vernomen,nemen,nom,nem,yes,no
intfan,entvâhen,ent-vâhen,|i=e|n=n|t=t|=-|f=v|a=â|=he|n=n|,1160.0,M005,1799,0.6974825493665664,7,0.0027139398808037,MHG,19,Central German,1,vâhen,entvâhen,entvâhen,vah,vah,no,no
brachtē,brâhten,bringen,|b=b|r=r|a=â|ch=h|t=t|e=e|\-=n|,1160.0,M005,2041,0.791307328102925,8,0.0031016455780614,MHG,73,Central German,3,bringen,brâhten,brengen,braht,breng,yes,yes
nem̄,nemen,nëmen,|n=n|e=ë|m=m|\-=en|,1160.0,M005,4030,1.5624539599484506,31,0.012018876614988,MHG,47,Central German,1,nëmen,nemen,nemen,nem,nem,no,no
naman,nâmen,nëmen,|n=n|a=â|m=m|a=é|n=n|,1160.0,M005,4030,1.5624539599484506,2,0.0007754113945153,MHG,47,Central German,3,nëmen,nâmen,nemen,nam,nem,yes,no
uuͦrē,vuoren,var(e)n,|u=v|u\o=uo|r=r|e=e|\-=n|,1160.0,M005,2188,0.848300065599804,2,0.0007754113945153,MHG,89,Central German,3,varen,vuoren,varen,vuor,var,yes,no
getete,getete,ge-tuon,|g=g|e=e|=-|t=t|e=ë|t=t|e=e|,1160.0,M005,578,0.224093893014939,48,0.0186098734683686,MHG,14,Central German,2,tuon,getete,tuon,tet,tuo,yes,yes
uirgab,vergap,ver-gëben,|u=v|i=e|r=r|=-|g=g|a=a|b=b|,1160.0,M005,325,0.126004351608746,5,0.0019385284862884,MHG,21,Central German,2,gëben,vergap,geben,gap,be,yes,yes
gehiez,gehiez,ge-hèizen,|[g]=g|e=e|=-|h=h|ie=iè|z=z|,1160.0,M005,253,0.098089541406193,72,0.0279148102025529,MHG,235,Central German,2,hèizen,gehiez,heizet,hiez,heiz,yes,no
uirnamen,vernâmen,ver-nëmen,|u=v|i=e|r=r|=-|[n]=n|[a]=â|[m]=m|[e]=e|[n]=n|,1160.0,M005,1523,0.5904757769234468,8,0.0031016455780614,MHG,47,Central German,3,nëmen,vernâmen,nemen,nam,nem,yes,no
tuͦn,tuon,tuon,*|[tu\on]=tuon|,1160.0,M005,8576,3.3249640596818644,370,0.1434511079853416,MHG,14,Central German,1,tuon,tuon,tuon,tuo,tuo,no,no
liez,liez,lâzen,|l=l|ie=iè|z=z|,1160.0,M005,3725,1.4442037222848585,390,0.1512052219304952,MHG,4,Central German,2,lâzen,liez,lâzen,liez,laz,yes,no
irkoſ,erkôs,er-kièsen,|i=e|r=r|=-|k=k|o=ô|s=s|,1160.0,M005,236,0.0914985445528124,2,0.0007754113945153,MHG,329,Central German,2,kièsen,erkôs,kiesen,kos,kies,yes,no
irſturbe,erstürbe,er-stërben,|i=e|r=r|=-|s=s|t=t|u=ü|r=r|b=b|e=e|,1160.0,M005,342,0.1325953484621266,11,0.0042647626698344,MHG,10,Central German,3,stërben,erstürbe,sterben,stürb,sterb,yes,no
gewaſ,gewas,ge-wësen,|g=g|e=e|=-|w=w|a=a|s=s|,1160.0,M005,14,0.0054278797616075,1,0.0003877056972576,MHG,324,Central German,2,wësen,gewas,gewesen,was,wes,yes,no
ubirwant,überwant,über-winten,|u=ü|b=b|i=e|r=r|=-|w=w|a=a|n=n|t=t|,1160.0,M005,256,0.099252658497966,7,0.0027139398808037,MHG,273,Central German,2,winten,überwant,underwinten,wan,underwi,yes,yes
bot,bôt,bièten,|b=b|o=ô|t=t|,1160.0,M005,410,0.1589593358756488,198,0.0767657280570206,MHG,18,Central German,2,bièten,bôt,gebieten,bo,biet,yes,no
gebin,geben,gëben,|g=g|e=ë|b=b|i=e|n=n|,1160.0,M005,6812,2.6410512097193166,144,0.0558296204051059,MHG,21,Central German,1,gëben,geben,geben,be,be,no,no
irboten,erboten,er-bièten,|i=e|r=r|=-|b=b|o=o|t=t|e=e|n=n|,1160.0,M005,101,0.0391582754230256,5,0.0019385284862884,MHG,18,Central German,4,bièten,erboten,gebieten,bot,biet,yes,no
lieze,lieze,lâzen,|l=l|ie=iè|z=z|e=e|,1160.0,M005,3725,1.4442037222848585,96,0.0372197469367372,MHG,4,Central German,3,lâzen,lieze,lâzen,liez,laz,yes,no
tetē,teten,tuon,|t=t|e=ë|t=t|e=e|\-=n|,1160.0,M005,8576,3.3249640596818644,10,0.0038770569725768,MHG,14,Central German,3,tuon,teten,tuon,tet,tuo,yes,yes
geuarē,gevaren,var(e)n,|g=g|e=e|=-|u=v|a=a|r=r|e=e|\-=n|,1160.0,M005,2188,0.848300065599804,6,0.002326234183546,MHG,89,Central German,4,varen,gevaren,varen,var,var,no,no
gefu⸗re,gevüere,ge-var(e)n,|g=g|e=e|=-|f=v|u=üè|[r]=r|[e]=e|,1160.0,M005,64,0.0248131646244915,1,0.0003877056972576,MHG,89,Central German,3,varen,gevüere,varen,vüer,var,yes,no
uirſprach,versprach,ver-sprëchen,|u=v|i=e|r=r|=-|s=s|p=p|r=r|a=a|ch=ch|,1160.0,M005,46,0.0178344620738532,3,0.001163117091773,MHG,27,Central German,2,sprëchen,versprach,sprechen,spraχ,spreχ,yes,no
gewarf,gewarp,ge-wërben,|[g]=g|[e]=e|=-|w=w|a=a|r=r|f=b|,1160.0,M005,25,0.009692642431442,10,0.0038770569725768,MHG,100,Central German,2,wërben,gewarp,werben,warp,werb,yes,no
gebē,gegeben,gëben,|=ge|=-|g=g|e=ë|b=b|e=e|\-=n|,1160.0,M005,6812,2.6410512097193166,137,0.0531156805243021,MHG,21,Central German,4,gëben,gegeben,geben,geb,be,no,yes
gewūnē,gewunnen,ge-winnen,|g=g|e=e|=-|w=w|u=u|\-n=nn|e=e|\-=n|,1160.0,M005,1883,0.7300498279362115,4,0.0015508227890307,MHG,120,Central German,3,winnen,gewunen,gewinen,wun,win,yes,no
uolbringen,volbringen,voll-bringen,*|[uolbringen]=voll-bringen|,1160.0,M005,199,0.0771534337542783,9,0.0034893512753191,MHG,73,Central German,1,bringen,volbringen,brengen,volbring,breng,yes,yes
gezam,gezam,ge-zëmen,|g=g|[e]=e|=-|[z]=z|[a]=a|[m]=m|,1160.0,M005,367,0.1422879908935685,116,0.0449738608818908,MHG,122,Central German,2,zëmen,gezam,gezimet,zam,zim,yes,no
beſaz,besaz,be-sitzen,|b=b|e=e|=-|s=s|a=a|z=z|,1160.0,M005,467,0.1810585606193366,83,0.0321795728723874,MHG,57,Central German,2,sitzen,besaz,sitzen,saz,siʦ,yes,yes
phlegē,pflegen,pflëgen,|ph=pf|l=l|[e]=ë|[g]=g|[e]=e|[\-]=n|,1160.0,M005,812,0.3148170261732362,15,0.0058155854588652,MHG,155,Central German,1,pflëgen,pflegen,pflegen,fleg,fleg,no,no
uolbracht,volbrâht,voll-bringen,*|[u]=v|[o]=o|[l]=ll|=-|[b]=b|[r]=r|[a]=â|[ch]=h|[t]=t|,1160.0,M005,199,0.0771534337542783,1,0.0003877056972576,MHG,73,Central German,4,bringen,volbrâht,brengen,volbrah,breng,yes,yes
gelegen,gelegen,ligen,*|[gelegen]=ge-lëgen|,1160.0,M005,2174,0.8428721858381965,216,0.0837444306076588,MHG,238,Central German,4,ligen,gelegen,liget,leg,lig,yes,no
huͦb,huop,hèben,*|[hu\ob]=huob|,1160.0,M005,657,0.2547226430982958,77,0.0298533386888413,MHG,90,Central German,2,hèben,huop,heben,huop,heb,yes,no
ſac,sach,sëhen,|[s]=s|a=a|c=h|,1160.0,M005,4169,1.6163450518672682,1,0.0003877056972576,MHG,22,Central German,2,sëhen,sach,sehen,saχ,seh,yes,yes
intfienge,entvienge,ent-vâhen,|[i]=e|[n]=n|[t]=t|=-|[f]=v|[ie]=iè|[n]=n|g=g|e=e|,1160.0,M005,1799,0.6974825493665664,1,0.0003877056972576,MHG,19,Central German,3,vâhen,entvienge,entvâhen,vieng,vah,yes,yes
gienge,gienge,gân,|[g]=g|[ie]=iè|[n]=n|g=g|e=e|,1160.0,M005,3931,1.5240710959199404,59,0.0228746361382031,MHG,1,Central German,3,gân,gienge,gân,gieng,ga,yes,yes
neme,næme,nëmen,*|[neme]=næme|,1160.0,M005,4030,1.5624539599484506,215,0.0833567249104012,MHG,47,Central German,3,nëmen,næme,nemen,näm,nem,yes,no
uirgan,vergân,ver-gân,|u=v|i=e|r=r|=-|g=g|[a]=â|n=n|,1160.0,M005,80,0.0310164557806144,1,0.0003877056972576,MHG,1,Central German,1,gân,vergân,gân,ga,ga,no,no
bedarf,bedarf,be-durfen,|b=b|e=e|=-|d=d|a=a|r=r|f=f|,1160.0,M005,330,0.1279428800950344,91,0.0352812184504488,MHG,231,Central German,1,durfen,bedarf,bedarf,darf,darf,no,no
riefen,riefen,ruofen/ane<.+,|[r]=r|ie=iè|f=f|e=e|n=n|,1160.0,M005,41,0.0158959335875648,61,0.0236500475327184,MHG,51,Central German,3,ruofen,riefen,ruofen,rief,ruof,yes,no
