form,norm,lemma,inflClass,infl,date,document_id,token_id,observation_id,lemma_count,lemma_freq_per_1000,form_count,form_freq_per_1000,corpus,lemma_id,variety,principal_part,std_infl,extracted_vowel,extracted_coda,anchor_coda_pastpl,anchor_coda_pastsg,anchor_coda_pres,anchor_vowel_pastpl,anchor_vowel_pastsg,anchor_vowel_pres,diff_vowel_pres_pastsg,diff_cons_pres_pastsg,diff_vowel_pres_pastpl,diff_cons_pres_pastpl,diff_vowel_pastsg_pastpl,diff_cons_pastsg_pastpl,is_bipartite,target_vowel_pres,target_coda_pres,target_vowel_past,target_coda_past,target_pres_date,target_pres_n,target_past_date,target_past_n,target_pres_source,target_past_source,is_leveled_vowel_pres,is_leveled_vowel_past,is_leveled_cons_pres,is_leveled_cons_past,vowel_alternation_pres,vowel_alternation_past,cons_alternation_pres,cons_alternation_past
ſprachē,sprâchen,sprëchen,st4,Ind.Past.Pl.3,1160.0,MHG:M005,t392_m1,MHG:M005:t392_m1,11533,4.471409806472824,18,0.0069787025506382,MHG,27,Central German,3,PastPl,a,χ,χ,χ,χ,a,a,e,True,False,True,False,False,False,0.0,e,χ,a,χ,1525.0,2.0,1520.0,7.0,nhg,nhg,0,,,,a ~ e,,,
gehulfe,gehülfe,ge-hëlfen,st3b,Subj.Past.Sg.3,1160.0,MHG:M005,t397_m1,MHG:M005:t397_m1,111,0.0430353323956024,5,0.0019385284862884,MHG,2,Central German,3,PastPl,u,lf,lf,lf,lf,u,a,e,True,False,True,False,True,False,0.0,e,lf,a,lf,1525.0,1.0,1450.0,1.0,nhg,nhg,0,0,,,u ~ e,u ~ a,,
uūdē,vunten,vinden,st3a,*.Past.Pl.3,1160.0,MHG:M005,t434_m1,MHG:M005:t434_m1,1993,0.7726974546345564,1,0.0003877056972576,MHG,39,Central German,3,PastPl,u,n,n,n,n,u,a,i,True,False,True,False,True,False,0.0,i,n,a,n,1520.0,6.0,1525.0,2.0,nhg,nhg,0,0,,,u ~ i,u ~ a,,
batē,bâten,biten,st5b,Ind.Past.Pl.3,1160.0,MHG:M005,t469_m1,MHG:M005:t469_m1,2127,0.8246500180670855,20,0.0077541139451536,MHG,276,Central German,3,PastPl,a,t,t,t,t,a,a,i,True,False,True,False,False,False,0.0,,,,,,,,,,,,,,,a ~ i,,,
ſprach,sprach,sprëchen,st4,Ind.Past.Sg.3,1160.0,MHG:M005,t485_m1,MHG:M005:t485_m1,11533,4.471409806472824,3979,1.542680969388309,MHG,27,Central German,2,PastSg,a,χ,χ,χ,χ,a,a,e,True,False,True,False,False,False,0.0,e,χ,a,χ,1525.0,2.0,1520.0,7.0,nhg,nhg,0,,,,a ~ e,,,
queme,quæme,komen/wider(e)>+,st4,Subj.Past.Sg.3,1160.0,MHG:M005,t501_m1,MHG:M005:t501_m1,75,0.029077927294326,153,0.059318971680425,MHG,3,Central German,3,PastPl,a,m,m,m,m,a,a,u,True,False,True,False,False,False,0.0,o,m,a,m,1525.0,2.0,1520.0,2.0,nhg,nhg,0,,,,a ~ u,,,
ſprachē,sprâchen,sprëchen,st4,Ind.Past.Pl.3,1160.0,MHG:M005,t565_m1,MHG:M005:t565_m1,11533,4.471409806472824,18,0.0069787025506382,MHG,27,Central German,3,PastPl,a,χ,χ,χ,χ,a,a,e,True,False,True,False,False,False,0.0,e,χ,a,χ,1525.0,2.0,1520.0,7.0,nhg,nhg,0,,,,a ~ e,,,
uirwizzē,verwizzen,ver-wîzen,st1a,*.Past.Pl.3,1160.0,MHG:M005,t585_m1,MHG:M005:t585_m1,34,0.0131819937067611,1,0.0003877056972576,MHG,223,Central German,3,PastPl,i,z,z,z,z,i,ei,i,True,False,False,False,True,False,0.0,i,s,u,s,,0.0,1410.0,1.0,nhg,nhg,,0,,,,i ~ ei,,
quam,quam,komen,st4,Ind.Past.Sg.3,1160.0,MHG:M005,t601_m1,MHG:M005:t601_m1,8461,3.280377904497231,931,0.3609540041469001,MHG,3,Central German,2,PastSg,a,m,m,m,m,a,a,u,True,False,True,False,False,False,0.0,o,m,a,m,1525.0,2.0,1520.0,2.0,nhg,nhg,0,,,,a ~ u,,,
ſprachen,sprâchen,sprëchen,st4,Ind.Past.Pl.3,1160.0,MHG:M005,t603_m1,MHG:M005:t603_m1,11533,4.471409806472824,556,0.2155643676752701,MHG,27,Central German,3,PastPl,a,χ,χ,χ,χ,a,a,e,True,False,True,False,False,False,0.0,e,χ,a,χ,1525.0,2.0,1520.0,7.0,nhg,nhg,0,,,,a ~ e,,,
hieze,hieze,hèizen,st7,Subj.Past.Sg.3,1160.0,MHG:M005,t631_m1,MHG:M005:t631_m1,4528,1.7555313971827753,50,0.019385284862884,MHG,237,Central German,3,PastPl,ie,z,z,z,z,ie,ie,ei,True,False,True,False,False,False,0.0,ei,z,ei,z,,0.0,,0.0,nhg,nhg,0,,,,ie ~ ei,,,
geſach,gesach,ge-sëhen,st5,Ind.Past.Sg.3,1160.0,MHG:M005,t641_m1,MHG:M005:t641_m1,1120,0.4342303809286016,305,0.1182502376635924,MHG,22,Central German,2,PastSg,a,χ,h,χ,h,a,a,e,True,False,True,False,False,False,0.0,e,h,a,h,1520.0,1.0,1509.0,3.0,nhg,nhg,0,,,,a ~ e,,,
irliezen,erliezen,er-lâzen,st7,*.Past.Pl.3,1160.0,MHG:M005,t647_m1,MHG:M005:t647_m1,100,0.038770569725768,1,0.0003877056972576,MHG,4,Central German,3,PastPl,ie,z,z,z,z,ie,ie,a,True,False,True,False,False,False,0.0,a,s,ie,s,1500.0,12.0,,0.0,nhg,nhg,0,,,,ie ~ a,,,
uielē,vielen,vallen,st7,*.Past.Pl.3,1160.0,MHG:M005,t654_m1,MHG:M005:t654_m1,860,0.3334268996416049,5,0.0019385284862884,MHG,32,Central German,3,PastPl,ie,l,l,l,l,ie,ie,a,True,False,True,False,False,False,0.0,a,l,ie,l,1525.0,3.0,1520.0,2.0,nhg,nhg,0,,,,ie ~ a,,,
hiez,hiez,hèizen,st7,Ind.Past.Sg.3,1160.0,MHG:M005,t664_m1,MHG:M005:t664_m1,4528,1.7555313971827753,1604,0.6218799384013188,MHG,237,Central German,2,PastSg,ie,z,z,z,z,ie,ie,ei,True,False,True,False,False,False,0.0,ei,z,ei,z,,0.0,,0.0,nhg,nhg,0,,,,ie ~ ei,,,
ſchiedē,schieden,schèiden,st7,*.Past.Pl.3,1160.0,MHG:M005,t695_m1,MHG:M005:t695_m1,766,0.2969825640993829,1,0.0003877056972576,MHG,172,Central German,3,PastPl,ie,d,d,t,d,ie,ie,ei,True,True,True,False,False,True,0.0,ei,d,ie,d,1514.0,3.0,1465.0,1.0,nhg,nhg,0,,,,ie ~ ei,,,d ~ t
ſchein,schein,schînen,st1a,Ind.Past.Sg.3,1160.0,MHG:M005,t701_m1,MHG:M005:t701_m1,434,0.1682642726098331,60,0.0232623418354608,MHG,96,Central German,2,PastSg,ei,n,,n,,i,ei,i,True,False,False,False,True,False,0.0,ei,,ie,n,1498.0,4.0,,0.0,nhg,nhg,,0,,,ei ~ i,ei ~ i,,
gewūne,gewünne,ge-winnen,st3a,Subj.Past.Sg.3,1160.0,MHG:M005,t777_m1,MHG:M005:t777_m1,1883,0.7300498279362115,2,0.0007754113945153,MHG,121,Central German,3,PastPl,u,n,n,n,n,u,a,i,True,False,True,False,True,False,0.0,i,n,a,n,1520.0,1.0,1509.0,1.0,nhg,nhg,0,0,,,u ~ i,u ~ a,,
nam,nam,nëmen,st4,Ind.Past.Sg.3,1160.0,MHG:M005,t926_m2,MHG:M005:t926_m2,4030,1.5624539599484506,1167,0.4524525486997126,MHG,49,Central German,2,PastSg,a,m,m,m,m,a,a,e,True,False,True,False,False,False,0.0,e,hm,a,hm,1525.0,8.0,1514.0,1.0,nhg,nhg,0,,,,a ~ e,,,
quam,quam,komen,st4,Ind.Past.Sg.3,1160.0,MHG:M005,t931_m1,MHG:M005:t931_m1,8461,3.280377904497231,931,0.3609540041469001,MHG,3,Central German,2,PastSg,a,m,m,m,m,a,a,u,True,False,True,False,False,False,0.0,o,m,a,m,1525.0,2.0,1520.0,2.0,nhg,nhg,0,,,,a ~ u,,,
uuͦr,vuor,var(e)n,st6,Ind.Past.Sg.3,1160.0,MHG:M005,t934_m1,MHG:M005:t934_m1,2188,0.848300065599804,24,0.0093049367341843,MHG,90,Central German,2,PastSg,uo,r,r,r,r,uo,uo,a,True,False,True,False,False,False,0.0,a,hr,u,hr,1509.0,1.0,1475.0,13.0,nhg,nhg,0,,,,uo ~ a,,,
geſach,gesach,ge-sëhen,st5,Ind.Past.Sg.3,1160.0,MHG:M005,t944_m1,MHG:M005:t944_m1,1120,0.4342303809286016,305,0.1182502376635924,MHG,22,Central German,2,PastSg,a,χ,h,χ,h,a,a,e,True,False,True,False,False,False,0.0,e,h,a,h,1520.0,1.0,1509.0,3.0,nhg,nhg,0,,,,a ~ e,,,
beualch,bevalch,be-vëlhen,st3b,Ind.Past.Sg.3,1160.0,MHG:M005,t981_m1,MHG:M005:t981_m1,441,0.1709782124906369,43,0.0166713449820802,MHG,272,Central German,2,PastSg,a,lχ,,lχ,lh,,a,i,True,False,False,False,False,False,0.0,,,,,,,,,,,,,,,a ~ i,,,
quā,quam,komen,st4,Ind.Past.Sg.3,1160.0,MHG:M005,t997_m1,MHG:M005:t997_m1,8461,3.280377904497231,183,0.0709501425981554,MHG,3,Central German,2,PastSg,a,m,m,m,m,a,a,u,True,False,True,False,False,False,0.0,o,m,a,m,1525.0,2.0,1520.0,2.0,nhg,nhg,0,,,,a ~ u,,,
uirnam,vernam,ver-nëmen,st4,Ind.Past.Sg.3,1160.0,MHG:M005,t1004_m1,MHG:M005:t1004_m1,1523,0.5904757769234468,24,0.0093049367341843,MHG,49,Central German,2,PastSg,a,m,m,m,m,a,a,e,True,False,True,False,False,False,0.0,e,hm,a,hm,1525.0,8.0,1514.0,1.0,nhg,nhg,0,,,,a ~ e,,,
gewā,gewan,ge-winnen,st3a,Ind.Past.Sg.3,1160.0,MHG:M005,t1018_m1,MHG:M005:t1018_m1,1883,0.7300498279362115,10,0.0038770569725768,MHG,121,Central German,2,PastSg,a,n,n,n,n,u,a,i,True,False,True,False,True,False,0.0,i,n,a,n,1520.0,1.0,1509.0,1.0,nhg,nhg,0,,,,a ~ i,a ~ u,,
ſprach,sprach,sprëchen,st4,Ind.Past.Sg.3,1160.0,MHG:M005,t1024_m1,MHG:M005:t1024_m1,11533,4.471409806472824,3979,1.542680969388309,MHG,27,Central German,2,PastSg,a,χ,χ,χ,χ,a,a,e,True,False,True,False,False,False,0.0,e,χ,a,χ,1525.0,2.0,1520.0,7.0,nhg,nhg,0,,,,a ~ e,,,
beual,bevalh,be-vëlhen,st3b,Ind.Past.Sg.3,1160.0,MHG:M005,t1069_m1,MHG:M005:t1069_m1,441,0.1709782124906369,11,0.0042647626698344,MHG,272,Central German,2,PastSg,a,lh,,lχ,lh,,a,i,True,False,False,False,False,False,0.0,,,,,,,,,,,,,,,a ~ i,,,
ſtreich,streich,strîchen,st1a,Ind.Past.Sg.3,1160.0,MHG:M005,t1087_m1,MHG:M005:t1087_m1,83,0.0321795728723874,17,0.0065909968533805,MHG,204,Central German,2,PastSg,ei,χ,χ,χ,χ,i,ei,i,True,False,False,False,True,False,0.0,ei,χ,i,χ,1509.0,1.0,,0.0,nhg,nhg,,0,,,ei ~ i,ei ~ i,,
uloch,vlôch,vlièhen,st2b,Ind.Past.Sg.3,1160.0,MHG:M005,t1093_m1,MHG:M005:t1093_m1,464,0.1798954435275635,5,0.0019385284862884,MHG,84,Central German,2,PastSg,o,χ,h,χ,h,u,o,ie,True,False,True,False,True,False,0.0,ie,h,o,h,1498.0,7.0,1498.0,1.0,nhg,nhg,0,,,,o ~ ie,o ~ u,,
buwete,bûwete,bûwen,st7/swv,*.Past.Sg.3,1160.0,MHG:M005,t1110_m1,MHG:M005:t1110_m1,334,0.1294937028840651,8,0.0031016455780614,MHG,299,Central German,2,PastSg,u,w,,w,w,,u,u,False,False,False,False,False,False,0.0,,,,,,,,,,,,,,,,,,
geſach,gesach,ge-sëhen,st5,Ind.Past.Sg.3,1160.0,MHG:M005,t1115_m1,MHG:M005:t1115_m1,1120,0.4342303809286016,305,0.1182502376635924,MHG,22,Central German,2,PastSg,a,χ,h,χ,h,a,a,e,True,False,True,False,False,False,0.0,e,h,a,h,1520.0,1.0,1509.0,3.0,nhg,nhg,0,,,,a ~ e,,,
gab,gap,gëben,st5,Ind.Past.Sg.3,1160.0,MHG:M005,t1140_m1,MHG:M005:t1140_m1,6812,2.6410512097193166,698,0.2706185766858607,MHG,21,Central German,2,PastSg,a,p,b,p,b,a,a,e,True,False,True,False,False,False,0.0,e,b,a,b,1525.0,9.0,1514.0,1.0,nhg,nhg,0,,,,a ~ e,,,
uant,vant,vinden,st3a,Ind.Past.Sg.3,1160.0,MHG:M005,t1156_m1,MHG:M005:t1156_m1,1993,0.7726974546345564,173,0.0670730856255786,MHG,39,Central German,2,PastSg,a,n,n,n,n,u,a,i,True,False,True,False,True,False,0.0,i,n,a,n,1520.0,6.0,1525.0,2.0,nhg,nhg,0,,,,a ~ i,a ~ u,,
gewan,gewan,ge-winnen,st3a,Ind.Past.Sg.3,1160.0,MHG:M005,t1205_m1,MHG:M005:t1205_m1,1883,0.7300498279362115,557,0.2159520733725277,MHG,121,Central German,2,PastSg,a,n,n,n,n,u,a,i,True,False,True,False,True,False,0.0,i,n,a,n,1520.0,1.0,1509.0,1.0,nhg,nhg,0,,,,a ~ i,a ~ u,,
gezeme,gezæme,ge-zëmen,st4,Subj.Past.Sg.3,1160.0,MHG:M005,t1245_m1,MHG:M005:t1245_m1,367,0.1422879908935685,67,0.0259762817162645,MHG,123,Central German,3,PastPl,a,m,m,m,m,a,a,e,True,False,True,False,False,False,0.0,ie,m,,,,0.0,,0.0,nhg,none,0,,,,a ~ e,,,
genaſ,genas,ge-nësen,st5,Ind.Past.Sg.3,1160.0,MHG:M005,t1264_m1,MHG:M005:t1264_m1,578,0.224093893014939,48,0.0186098734683686,MHG,118,Central German,2,PastSg,a,s,s,s,s,a,a,e,True,False,True,False,False,False,0.0,e,s,a,s,1509.0,4.0,1425.0,2.0,nhg,nhg,0,,,,a ~ e,,,
uant,vant,vinden,st3a,Ind.Past.Sg.3,1160.0,MHG:M005,t1290_m1,MHG:M005:t1290_m1,1993,0.7726974546345564,173,0.0670730856255786,MHG,39,Central German,2,PastSg,a,n,n,n,n,u,a,i,True,False,True,False,True,False,0.0,i,n,a,n,1520.0,6.0,1525.0,2.0,nhg,nhg,0,,,,a ~ i,a ~ u,,
az,az,ëzzen,st5,Ind.Past.Sg.3,1160.0,MHG:M005,t1293_m1,MHG:M005:t1293_m1,643,0.2492947633366883,94,0.0364443355422219,MHG,103,Central German,2,PastSg,a,z,z,z,z,a,a,e,True,False,True,False,False,False,0.0,e,s,a,s,1514.0,1.0,1509.0,1.0,nhg,nhg,0,,,,a ~ e,,,
tranc,tranc,trinken,st3a,Ind.Past.Sg.3,1160.0,MHG:M005,t1303_m1,MHG:M005:t1303_m1,332,0.1287182914895497,35,0.0135696994040188,MHG,98,Central German,2,PastSg,a,nk,nk,nk,nk,u,a,i,True,False,True,False,True,False,0.0,i,nk,a,nk,1510.0,5.0,1496.0,3.0,nhg,nhg,0,,,,a ~ i,a ~ u,,
leit,leit,lîden,st1a,Ind.Past.Sg.3,1160.0,MHG:M005,t1335_m1,MHG:M005:t1335_m1,769,0.298145681191156,229,0.0887846046720087,MHG,94,Central German,2,PastSg,ei,t,t,t,d,i,ei,i,True,True,False,True,True,False,1.0,ei,d,i,t,1520.0,4.0,1378.0,2.0,nhg,nhg,,0,0,,ei ~ i,ei ~ i,t ~ d,
lac,lac,ligen,st5b,Ind.Past.Sg.3,1160.0,MHG:M005,t1367_m1,MHG:M005:t1367_m1,2174,0.8428721858381965,336,0.1302691142785805,MHG,25,Central German,2,PastSg,a,c,g,c,g,a,a,i,True,False,True,False,False,False,0.0,ie,g,a,g,1520.0,2.0,1498.0,1.0,nhg,nhg,0,,,,a ~ i,,,
uirmeit,vermeit,ver-mîden,st1a,Ind.Past.Sg.3,1160.0,MHG:M005,t1407_m1,MHG:M005:t1407_m1,183,0.0709501425981554,3,0.001163117091773,MHG,148,Central German,2,PastSg,ei,t,,t,d,,ei,i,True,True,False,False,False,False,0.0,ei,d,ie,d,,0.0,,0.0,nhg,nhg,,,0,,ei ~ i,,t ~ d,
leit,leit,lîden,st1a,Ind.Past.Sg.3,1160.0,MHG:M005,t1441_m1,MHG:M005:t1441_m1,769,0.298145681191156,229,0.0887846046720087,MHG,94,Central German,2,PastSg,ei,t,t,t,d,i,ei,i,True,True,False,True,True,False,1.0,ei,d,i,t,1520.0,4.0,1378.0,2.0,nhg,nhg,,0,0,,ei ~ i,ei ~ i,t ~ d,
geſach,gesach,ge-sëhen,st5,Ind.Past.Sg.3,1160.0,MHG:M005,t1477_m1,MHG:M005:t1477_m1,1120,0.4342303809286016,305,0.1182502376635924,MHG,22,Central German,2,PastSg,a,χ,h,χ,h,a,a,e,True,False,True,False,False,False,0.0,e,h,a,h,1520.0,1.0,1509.0,3.0,nhg,nhg,0,,,,a ~ e,,,
ran,ran,rinnen/abe>+,st3a,Ind.Past.Sg.3,1160.0,MHG:M005,t1539_m1,MHG:M005:t1539_m1,2,0.0007754113945153,35,0.0135696994040188,MHG,167,Central German,2,PastSg,a,n,n,n,n,u,a,i,True,False,True,False,True,False,0.0,i,n,a,n,1500.0,1.0,,0.0,nhg,nhg,0,,,,a ~ i,a ~ u,,
uant,vant,vinden,st3a,Ind.Past.Sg.3,1160.0,MHG:M005,t1565_m1,MHG:M005:t1565_m1,1993,0.7726974546345564,173,0.0670730856255786,MHG,39,Central German,2,PastSg,a,n,n,n,n,u,a,i,True,False,True,False,True,False,0.0,i,n,a,n,1520.0,6.0,1525.0,2.0,nhg,nhg,0,,,,a ~ i,a ~ u,,
treip,treip,trîben,st1a,Ind.Past.Sg.3,1160.0,MHG:M005,t1586_m1,MHG:M005:t1586_m1,327,0.1267797630032613,48,0.0186098734683686,MHG,12,Central German,2,PastSg,ei,p,b,p,b,i,ei,i,True,False,False,False,True,False,0.0,ei,b,ie,b,1509.0,2.0,1514.0,1.0,nhg,nhg,,0,,,ei ~ i,ei ~ i,,
bedroz,bedrôz,be-drièzen,st2b,Ind.Past.Sg.3,1160.0,MHG:M005,t1597_m1,MHG:M005:t1597_m1,10,0.0038770569725768,3,0.001163117091773,MHG,232,Central German,2,PastSg,o,z,,z,z,,o,ie,True,False,False,False,False,False,0.0,,,,,,,,,,,,,,,o ~ ie,,,
lief,lief,loufen,st7,Ind.Past.Sg.3,1160.0,MHG:M005,t1686_m1,MHG:M005:t1686_m1,353,0.136860111131961,93,0.0360566298449642,MHG,5,Central German,2,PastSg,ie,f,f,f,f,ie,ie,ou,True,False,True,False,False,False,0.0,au,f,ie,f,1525.0,1.0,1500.0,1.0,nhg,nhg,0,,,,ie ~ ou,,,
quam,quam,komen,st4,Ind.Past.Sg.3,1160.0,MHG:M005,t1697_m1,MHG:M005:t1697_m1,8461,3.280377904497231,931,0.3609540041469001,MHG,3,Central German,2,PastSg,a,m,m,m,m,a,a,u,True,False,True,False,False,False,0.0,o,m,a,m,1525.0,2.0,1520.0,2.0,nhg,nhg,0,,,,a ~ u,,,
quam,quam,komen,st4,Ind.Past.Sg.3,1160.0,MHG:M005,t1703_m1,MHG:M005:t1703_m1,8461,3.280377904497231,931,0.3609540041469001,MHG,3,Central German,2,PastSg,a,m,m,m,m,a,a,u,True,False,True,False,False,False,0.0,o,m,a,m,1525.0,2.0,1520.0,2.0,nhg,nhg,0,,,,a ~ u,,,
quam,quam,komen,st4,Ind.Past.Sg.3,1160.0,MHG:M005,t1726_m1,MHG:M005:t1726_m1,8461,3.280377904497231,931,0.3609540041469001,MHG,3,Central German,2,PastSg,a,m,m,m,m,a,a,u,True,False,True,False,False,False,0.0,o,m,a,m,1525.0,2.0,1520.0,2.0,nhg,nhg,0,,,,a ~ u,,,
hiez,hiez,hèizen,st7,Ind.Past.Sg.3,1160.0,MHG:M005,t1740_m1,MHG:M005:t1740_m1,4528,1.7555313971827753,1604,0.6218799384013188,MHG,237,Central German,2,PastSg,ie,z,z,z,z,ie,ie,ei,True,False,True,False,False,False,0.0,ei,z,ei,z,,0.0,,0.0,nhg,nhg,0,,,,ie ~ ei,,,
gebot,gebôt,ge-bièten,st2b,Ind.Past.Sg.3,1160.0,MHG:M005,t1760_m1,MHG:M005:t1760_m1,1098,0.4257008555889327,431,0.1671011555180601,MHG,18,Central German,2,PastSg,o,t,t,t,t,u,o,ie,True,False,True,False,True,False,0.0,ie,t,o,t,1520.0,6.0,1509.0,2.0,nhg,nhg,0,,,,o ~ ie,o ~ u,,
hiez,hiez,hèizen,st7,Ind.Past.Sg.3,1160.0,MHG:M005,t1767_m1,MHG:M005:t1767_m1,4528,1.7555313971827753,1604,0.6218799384013188,MHG,237,Central German,2,PastSg,ie,z,z,z,z,ie,ie,ei,True,False,True,False,False,False,0.0,ei,z,ei,z,,0.0,,0.0,nhg,nhg,0,,,,ie ~ ei,,,
geſchach,geschach,ge-schëhen,st5,Ind.Past.Sg.3,1160.0,MHG:M005,t1784_m1,MHG:M005:t1784_m1,2495,0.9673257146579116,425,0.164774921334514,MHG,119,Central German,2,PastSg,a,χ,h,χ,,a,a,ie,True,False,True,False,False,False,0.0,e,h,a,h,1525.0,13.0,1514.0,1.0,nhg,nhg,0,,,,a ~ ie,,,
gab,gap,gëben,st5,Ind.Past.Sg.3,1160.0,MHG:M005,t1790_m1,MHG:M005:t1790_m1,6812,2.6410512097193166,698,0.2706185766858607,MHG,21,Central German,2,PastSg,a,p,b,p,b,a,a,e,True,False,True,False,False,False,0.0,e,b,a,b,1525.0,9.0,1514.0,1.0,nhg,nhg,0,,,,a ~ e,,,
rieten,riten,rîten,st1a,*.Past.Pl.3,1160.0,MHG:M005,t1813_m1,MHG:M005:t1813_m1,994,0.3853794630741339,69,0.0267516931107799,MHG,163,Central German,3,PastPl,i,t,t,t,t,i,ei,i,True,False,False,False,True,False,0.0,ei,t,i,t,1430.0,1.0,1520.0,1.0,nhg,nhg,,,,,,i ~ ei,,
ſahen,sâhen,sëhen,st5,Ind.Past.Pl.3,1160.0,MHG:M005,t1830_m1,MHG:M005:t1830_m1,4169,1.6163450518672682,284,0.1101084180211811,MHG,22,Central German,3,PastPl,a,h,h,χ,h,a,a,e,True,False,True,False,False,False,0.0,e,h,a,h,1520.0,1.0,1509.0,3.0,nhg,nhg,0,,,,a ~ e,,,
geſahē,gesâhen,ge-sëhen,st5,Ind.Past.Pl.3,1160.0,MHG:M005,t1876_m1,MHG:M005:t1876_m1,1120,0.4342303809286016,1,0.0003877056972576,MHG,22,Central German,3,PastPl,a,h,h,χ,h,a,a,e,True,False,True,False,False,False,0.0,e,h,a,h,1520.0,1.0,1509.0,3.0,nhg,nhg,0,,,,a ~ e,,,
iahē,jâhen,jëhen,st5,Ind.Past.Pl.3,1160.0,MHG:M005,t1880_m1,MHG:M005:t1880_m1,636,0.2465808234558845,3,0.001163117091773,MHG,238,Central German,3,PastPl,a,h,h,χ,h,a,a,e,True,False,True,False,False,False,0.0,,,,,,,,,,,,,,,a ~ e,,,
geſchiedē,geschieden,ge-schèiden,st7,*.Past.Pl.3,1160.0,MHG:M005,t1898_m1,MHG:M005:t1898_m1,129,0.0500140349462407,1,0.0003877056972576,MHG,172,Central German,3,PastPl,ie,d,d,t,d,ie,ie,ei,True,True,True,False,False,True,0.0,ei,d,ie,d,1514.0,3.0,1465.0,1.0,nhg,nhg,0,,,,ie ~ ei,,,d ~ t
liezen,liezen,lâzen,st7,*.Past.Pl.3,1160.0,MHG:M005,t1910_m1,MHG:M005:t1910_m1,3725,1.4442037222848585,102,0.0395459811202833,MHG,4,Central German,3,PastPl,ie,z,z,z,z,ie,ie,a,True,False,True,False,False,False,0.0,a,s,ie,s,1500.0,12.0,,0.0,nhg,nhg,0,,,,ie ~ a,,,
uloch,vlôch,vlièhen,st2b,Ind.Past.Sg.3,1160.0,MHG:M005,t1921_m1,MHG:M005:t1921_m1,464,0.1798954435275635,5,0.0019385284862884,MHG,84,Central German,2,PastSg,o,χ,h,χ,h,u,o,ie,True,False,True,False,True,False,0.0,ie,h,o,h,1498.0,7.0,1498.0,1.0,nhg,nhg,0,,,,o ~ ie,o ~ u,,
truͦc,truoc,tragen,st6,Ind.Past.Sg.3,1160.0,MHG:M005,t1988_m1,MHG:M005:t1988_m1,1651,0.6401021061724298,42,0.0162836392848225,MHG,11,Central German,2,PastSg,uo,c,g,c,g,uo,uo,a,True,False,True,False,False,False,0.0,a,g,u,g,1525.0,1.0,1450.0,1.0,nhg,nhg,0,,,,uo ~ a,,,
queme,quæme,komen,st4,Subj.Past.Sg.3,1160.0,MHG:M005,t1994_m1,MHG:M005:t1994_m1,8461,3.280377904497231,153,0.059318971680425,MHG,3,Central German,3,PastPl,a,m,m,m,m,a,a,u,True,False,True,False,False,False,0.0,o,m,a,m,1525.0,2.0,1520.0,2.0,nhg,nhg,0,,,,a ~ u,,,
qᵃ,quam,komen,st4,Ind.Past.Sg.3,1160.0,MHG:M005,t2003_m1,MHG:M005:t2003_m1,8461,3.280377904497231,12,0.0046524683670921,MHG,3,Central German,2,PastSg,a,m,m,m,m,a,a,u,True,False,True,False,False,False,0.0,o,m,a,m,1525.0,2.0,1520.0,2.0,nhg,nhg,0,,,,a ~ u,,,
qᵃ,quam,komen,st4,Ind.Past.Sg.3,1160.0,MHG:M005,t2017_m1,MHG:M005:t2017_m1,8461,3.280377904497231,12,0.0046524683670921,MHG,3,Central German,2,PastSg,a,m,m,m,m,a,a,u,True,False,True,False,False,False,0.0,o,m,a,m,1525.0,2.0,1520.0,2.0,nhg,nhg,0,,,,a ~ u,,,
geſach,gesach,ge-sëhen,st5,Ind.Past.Sg.3,1160.0,MHG:M005,t2047_m1,MHG:M005:t2047_m1,1120,0.4342303809286016,305,0.1182502376635924,MHG,22,Central German,2,PastSg,a,χ,h,χ,h,a,a,e,True,False,True,False,False,False,0.0,e,h,a,h,1520.0,1.0,1509.0,3.0,nhg,nhg,0,,,,a ~ e,,,
lace,lac,ligen,st5b,Ind.Past.Sg.3,1160.0,MHG:M005,t2098_m1,MHG:M005:t2098_m1,2174,0.8428721858381965,2,0.0007754113945153,MHG,25,Central German,2,PastSg,a,c,g,c,g,a,a,i,True,False,True,False,False,False,0.0,ie,g,a,g,1520.0,2.0,1498.0,1.0,nhg,nhg,0,,,,a ~ i,,,
trat,trat,trëten,st5,Ind.Past.Sg.3,1160.0,MHG:M005,t2105_m1,MHG:M005:t2105_m1,181,0.0701747312036401,120,0.0465246836709216,MHG,13,Central German,2,PastSg,a,t,t,t,t,a,a,e,True,False,True,False,False,False,0.0,e,t,a,t,1375.0,1.0,1475.0,1.0,nhg,nhg,0,,,,a ~ e,,,
uiel,viel,vallen/nider(e)<.+,st7,Ind.Past.Sg.3,1160.0,MHG:M005,t2137_m1,MHG:M005:t2137_m1,35,0.0135696994040188,114,0.0441984494873755,MHG,32,Central German,2,PastSg,ie,l,l,l,l,ie,ie,a,True,False,True,False,False,False,0.0,a,l,ie,l,1525.0,3.0,1520.0,2.0,nhg,nhg,0,,,,ie ~ a,,,
bat,bat,biten,st5b,Ind.Past.Sg.3,1160.0,MHG:M005,t2145_m1,MHG:M005:t2145_m1,2127,0.8246500180670855,658,0.2551103487955535,MHG,276,Central German,2,PastSg,a,t,t,t,t,a,a,i,True,False,True,False,False,False,0.0,,,,,,,,,,,,,,,a ~ i,,,
