form,norm,lemma,grapho,date,id,lemma_count,lemma_freq_per_1000,form_count,form_freq_per_1000,corpus,lemma_id,variety,principal_part,base_lemma,form_normalized,base_form,stem,base_stem,vowel_alternation,cons_alternation,modern_lemma_count
giboten,geboten,ge-bièten,*|[giboten]=ge-boten|,1160.0,M005,1098,0.4257008555889327,2,0.0007754113945153,MHG,18,Central German,4,bièten,geboten,gebieten,bot,biet,yes,no,168728
intfangē,entvangen,ent-vâhen,|i=e|n=n|t=t|=-|[f]=v|[a]=a|[n]=n|[g]=g|[e]=e|[\-]=n|,1160.0,M005,1799,0.6974825493665664,5,0.0019385284862884,MHG,19,Central German,4,vâhen,entvangen,entvâhen,vang,vah,no,yes,75600
gebot,gebôt,ge-bièten,*|[gebot]=ge-bôt|,1160.0,M005,1098,0.4257008555889327,431,0.1671011555180601,MHG,18,Central German,2,bièten,gebôt,gebieten,bo,biet,yes,no,168728
rieten,riten,rîten,|r=r|ie=i|t=t|e=e|n=n|,1160.0,M005,994,0.3853794630741339,69,0.0267516931107799,MHG,162,Central German,3,rîten,riten,rîten,rit,rit,no,no,15954
w͛bin,werben,wërben,|w=w|'=ër|b=b|[i]=e|[n]=n|,1160.0,M005,266,0.1031297154705429,2,0.0007754113945153,MHG,100,Central German,1,wërben,werben,werben,werb,werb,no,no,124451
ſahen,sâhen,sëhen,|s=s|a=â|h=h|e=e|n=n|,1160.0,M005,4169,1.6163450518672682,284,0.1101084180211811,MHG,22,Central German,3,sëhen,sâhen,sehen,sah,seh,yes,no,2454558
geſahē,gesâhen,ge-sëhen,|g=g|[e]=e|=-|[s]=s|[a]=â|h=h|e=e|\-=n|,1160.0,M005,1120,0.4342303809286016,1,0.0003877056972576,MHG,22,Central German,3,sëhen,gesâhen,sehen,sah,seh,yes,no,2454558
geſchiedē,geschieden,ge-schèiden,|g=g|e=e|=-|sch=sch|ie=iè|d=d|e=e|\-=n|,1160.0,M005,129,0.0500140349462407,1,0.0003877056972576,MHG,171,Central German,3,schèiden,geschieden,scheiden,ʃied,ʃeid,yes,no,94027
liezen,liezen,lâzen,|l=l|i[e]=iè|[z]=z|e=e|n=n|,1160.0,M005,3725,1.4442037222848585,102,0.0395459811202833,MHG,4,Central German,3,lâzen,liezen,lâzen,liez,laz,yes,no,1408679
tatē,tâten,tuon,|t=t|a=â|t=t|e=e|[\-]=n|,1160.0,M005,8576,3.3249640596818644,40,0.0155082278903072,MHG,14,Central German,3,tuon,tâten,tuon,tat,tuo,yes,yes,816544
geneſin,genesen,ge-nësen,|g=g|e=e|=-|n=n|e=ë|s=s|i=e|n=n|,1160.0,M005,578,0.224093893014939,18,0.0069787025506382,MHG,117,Central German,4,nësen,genesen,genesen,nes,nes,no,no,4600
trat,trat,trëten,|t=t|r=r|a=a|t=t|,1160.0,M005,181,0.0701747312036401,120,0.0465246836709216,MHG,13,Central German,2,trëten,trat,treten,tra,tret,yes,no,570154
uiel,viel,vallen/nider(e)<.+,|u=v|ie=iè|l=l|,1160.0,M005,35,0.0135696994040188,114,0.0441984494873755,MHG,31,Central German,2,vallen,viel,valen,viel,val,yes,no,255517
geſchehe,geschæhe,ge-schëhen,|g=g|e=e|=-|sch=sch|e=æ|h=h|e=e|,1160.0,M005,2495,0.9673257146579116,53,0.020548401954657,MHG,118,Central German,3,schëhen,geschæhe,geschiet,ʃäh,ʃi,yes,no,323529
gienc,gienc,gân,|g=g|ie=iè|n=n|c=g|,1160.0,M005,3931,1.5240710959199404,158,0.0612575001667134,MHG,1,Central German,2,gân,gienc,gân,gienc,ga,yes,yes,1624058
chvͦm̄,komen,komen,|[ch]=k|v\o=o|m=m|\-=en|,1160.0,M005,8461,3.280377904497231,1,0.0003877056972576,MHG,3,Central German,1,komen,komen,kumet,kom,kum,yes,no,2282150
gewerfen,gewerfen,ge-wërfen,|g=g|e=e|=-|w=w|e=ë|r=r|f=f|e=e|n=n|,1160.0,M005,10,0.0038770569725768,3,0.001163117091773,MHG,16,Central German,1,wërfen,gewerfen,werfen,werf,werf,no,no,132019
giengē,giengen,gân,|g=g|ie=iè|n=n|g=g|e=e|\-=n|,1160.0,M005,3931,1.5240710959199404,19,0.0073664082478959,MHG,1,Central German,3,gân,giengen,gân,gieng,ga,yes,yes,1624058
began,began,be-ginnen,|b=b|e=e|=-|g=g|a=a|n=n|,1160.0,M005,1927,0.7471088786155495,303,0.117474826269077,MHG,40,Central German,2,ginnen,began,beginen,ga,gin,yes,no,823183
huͦbē,huoben,hèben,|h=h|u\o=uo|b=b|e=e|\-=n|,1160.0,M005,657,0.2547226430982958,4,0.0015508227890307,MHG,90,Central German,3,hèben,huoben,heben,huob,heb,yes,no,74485
irgienc,ergienc,er-gân,|i=e|r=r|=-|g=g|ie=iè|n=n|c=g|,1160.0,M005,594,0.2302971841710619,5,0.0019385284862884,MHG,1,Central German,2,gân,ergienc,gân,gienc,ga,yes,yes,1624058
bequam̄,bequâmen,be-komen,|b=b|e=e|=-|qu=qu|a=â|m=m|\-=en|,1160.0,M005,138,0.0535033862215598,1,0.0003877056972576,MHG,3,Central German,3,komen,bequâmen,kumet,quam,kum,yes,yes,2282150
wurbē,wurben,wërben,|w=w|u=u|r=r|b=b|e=e|\-=n|,1160.0,M005,266,0.1031297154705429,5,0.0019385284862884,MHG,100,Central German,3,wërben,wurben,werben,wurb,werb,yes,no,124451
geſchen,geschên,ge-schëhen,|g=g|e=e|=-|sch=sch|e=ê{ëhe}|n=n|,1160.0,M005,2495,0.9673257146579116,83,0.0321795728723874,MHG,118,Central German,4,schëhen,geschên,geschiet,ʃe,ʃi,yes,no,323529
gewīnan,gewinnen,ge-winnen,|g=g|e=e|=-|w=w|i=i|\-n=nn|a=é|n=n|,1160.0,M005,1883,0.7300498279362115,1,0.0003877056972576,MHG,120,Central German,1,winnen,gewinen,gewinen,win,win,no,no,632324
iruuͦrē,ervuoren,er-var(e)n,|[i]=e|[r]=r|=-|[u]=v|u\o=uo|r=r|e=e|\-=n|,1160.0,M005,139,0.0538910919188175,1,0.0003877056972576,MHG,89,Central German,3,varen,ervuoren,varen,vuor,var,yes,no,228317
phlac,pflac,pflëgen,*|[phlac]=pflag|,1160.0,M005,812,0.3148170261732362,50,0.019385284862884,MHG,155,Central German,2,pflëgen,pflac,pflegen,flac,fleg,yes,yes,59263
ſinnen,sinnen,sinnen/wider(e)>+,*|[sinnen]=sinnen|,1160.0,M005,1,0.0003877056972576,7,0.0027139398808037,MHG,56,Central German,1,sinnen,sinen,gesinen,sin,sin,no,no,4616
gegangen,gegangen,gân,|g=g|e=e|=-|g=g|a=a|n=n|g=g|e=e|n=n|,1160.0,M005,3931,1.5240710959199404,125,0.04846321215721,MHG,1,Central German,4,gân,gegangen,gân,gang,ga,no,yes,1624058
geloufen,geloufen,loufen,|g=g|e=e|=-|[l]=l|[ou]=ou|[f]=f|[e]=e|[n]=n|,1160.0,M005,353,0.136860111131961,4,0.0015508227890307,MHG,5,Central German,4,loufen,geloufen,loufen,louf,louf,no,no,251388
benum̄,benomen,be-nëmen,|b=b|e=e|=-|n=n|u=o|m=m|\-=en|,1160.0,M005,262,0.1015788926815121,1,0.0003877056972576,MHG,47,Central German,4,nëmen,benomen,nemen,nom,nem,yes,no,1089016
brach,brach,brëchen,|b=b|r=r|a=a|ch=ch|,1160.0,M005,668,0.2589874057681303,172,0.0666853799283209,MHG,29,Central German,2,brëchen,brach,brechen,braχ,breχ,yes,no,93407
ſtuͦnt,stuont,stân,*|[stu\ont]=stuont|,1160.0,M005,2872,1.113490762524057,111,0.0430353323956024,MHG,9,Central German,2,stân,stuont,stân,stuon,sta,yes,no,1656734
uirbot,verbôt,ver-bièten,|u=v|i=e|r=r|=-|b=b|o=ô|t=t|,1160.0,M005,196,0.0759903166625052,3,0.001163117091773,MHG,18,Central German,2,bièten,verbôt,gebieten,bo,biet,yes,no,168728
bracht,brâht,bringen,|b=b|r=r|a=â|ch=h|t=t|,1160.0,M005,2041,0.791307328102925,195,0.0756026109652476,MHG,73,Central German,4,bringen,brâht,brengen,brah,breng,yes,yes,710785
erſach,ersach,er-sëhen,*|[e]=e|[r]=r|=-|[s]=s|[a]=a|[ch]=h|,1160.0,M005,212,0.0821936078186281,66,0.0255885760190068,MHG,22,Central German,2,sëhen,ersach,sehen,saχ,seh,yes,yes,2454558
irworbē,erworben,er-wërben,|i=e|r=r|=-|w=w|o=o|r=r|b=b|e=e|\-=n|,1160.0,M005,255,0.0988649528007084,1,0.0003877056972576,MHG,100,Central German,4,wërben,erworben,werben,worb,werb,yes,no,124451
begunden,begunden,be-ginnen,*|[begunden]=be-gunden|,1160.0,M005,1927,0.7471088786155495,181,0.0701747312036401,MHG,40,Central German,3,ginnen,begunden,beginen,gu,gin,yes,no,823183
iruarē,ervaren,er-var(e)n,|i=e|r=r|=-|u=v|a=a|r=r|e=e|\-=n|,1160.0,M005,139,0.0538910919188175,1,0.0003877056972576,MHG,89,Central German,1,varen,ervaren,varen,var,var,no,no,228317
beſwuͦren,beswuoren,be-swèr(e)n,*|[beswu\oren]=be-swuoren|,1160.0,M005,52,0.0201606962573993,1,0.0003877056972576,MHG,55,Central German,3,swèren,beswuoren,sweren,swuor,swer,yes,no,9684
begriffen,begriffen,be-grîfen,|b=b|e=e|=-|g=g|r=r|i=i|ff=ff|e=e|n=n|,1160.0,M005,372,0.1442265193798569,86,0.0333426899641604,MHG,23,Central German,3,grîfen,begrifen,grîfen,grif,grif,no,no,63265
begunde,begunde,be-ginnen,*|[begunde]=be-gunde|,1160.0,M005,1927,0.7471088786155495,394,0.1527560447195259,MHG,40,Central German,2,ginnen,begunde,beginen,gu,gin,yes,no,823183
irlieden,erliten,er-lîden,|i=e|r=r|=-|l=l|ie=i|d=t|e=e|n=n|,1160.0,M005,145,0.0562173261023636,1,0.0003877056972576,MHG,93,Central German,4,lîden,erliten,lîden,lit,lid,no,no,70497
uienc,vienc,vâhen/ane<.+,|u=v|ie=iè|n=n|c=g|,1160.0,M005,14,0.0054278797616075,8,0.0031016455780614,MHG,19,Central German,2,vâhen,vienc,entvâhen,vienc,vah,yes,yes,75600
irſtri⸗ten,erstriten,er-strîten,|i=e|r=r|=-|s=s|t=t|r=r|i=i|[t]=t|[e]=e|[n]=n|,1160.0,M005,19,0.0073664082478959,1,0.0003877056972576,MHG,60,Central German,4,strîten,erstriten,strîten,strit,strit,no,no,47049
v͛nvͦm̄,vernomen,ver-nëmen,|v=v|'=er|=-|n=n|v\o=o|m=m|\-=en|,1160.0,M005,1523,0.5904757769234468,1,0.0003877056972576,MHG,47,Central German,4,nëmen,vernomen,nemen,nom,nem,yes,no,1089016
intfan,entvâhen,ent-vâhen,|i=e|n=n|t=t|=-|f=v|a=â|=he|n=n|,1160.0,M005,1799,0.6974825493665664,7,0.0027139398808037,MHG,19,Central German,1,vâhen,entvâhen,entvâhen,vah,vah,no,no,75600
brachtē,brâhten,bringen,|b=b|r=r|a=â|ch=h|t=t|e=e|\-=n|,1160.0,M005,2041,0.791307328102925,8,0.0031016455780614,MHG,73,Central German,3,bringen,brâhten,brengen,braht,breng,yes,yes,710785
nem̄,nemen,nëmen,|n=n|e=ë|m=m|\-=en|,1160.0,M005,4030,1.5624539599484506,31,0.012018876614988,MHG,47,Central German,1,nëmen,nemen,nemen,nem,nem,no,no,1089016
naman,nâmen,nëmen,|n=n|a=â|m=m|a=é|n=n|,1160.0,M005,4030,1.5624539599484506,2,0.0007754113945153,MHG,47,Central German,3,nëmen,nâmen,nemen,nam,nem,yes,no,1089016
uuͦrē,vuoren,var(e)n,|u=v|u\o=uo|r=r|e=e|\-=n|,1160.0,M005,2188,0.848300065599804,2,0.0007754113945153,MHG,89,Central German,3,varen,vuoren,varen,vuor,var,yes,no,228317
getete,getete,ge-tuon,|g=g|e=e|=-|t=t|e=ë|t=t|e=e|,1160.0,M005,578,0.224093893014939,48,0.0186098734683686,MHG,14,Central German,2,tuon,getete,tuon,tet,tuo,yes,yes,816544
uirgab,vergap,ver-gëben,|u=v|i=e|r=r|=-|g=g|a=a|b=b|,1160.0,M005,325,0.126004351608746,5,0.0019385284862884,MHG,21,Central German,2,gëben,vergap,geben,gap,be,yes,yes,3796581
uirnamen,vernâmen,ver-nëmen,|u=v|i=e|r=r|=-|[n]=n|[a]=â|[m]=m|[e]=e|[n]=n|,1160.0,M005,1523,0.5904757769234468,8,0.0031016455780614,MHG,47,Central German,3,nëmen,vernâmen,nemen,nam,nem,yes,no,1089016
tuͦn,tuon,tuon,*|[tu\on]=tuon|,1160.0,M005,8576,3.3249640596818644,370,0.1434511079853416,MHG,14,Central German,1,tuon,tuon,tuon,tuo,tuo,no,no,816544
liez,liez,lâzen,|l=l|ie=iè|z=z|,1160.0,M005,3725,1.4442037222848585,390,0.1512052219304952,MHG,4,Central German,2,lâzen,liez,lâzen,liez,laz,yes,no,1408679
irſturbe,erstürbe,er-stërben,|i=e|r=r|=-|s=s|t=t|u=ü|r=r|b=b|e=e|,1160.0,M005,342,0.1325953484621266,11,0.0042647626698344,MHG,10,Central German,3,stërben,erstürbe,sterben,stürb,sterb,yes,no,381096
bot,bôt,bièten,|b=b|o=ô|t=t|,1160.0,M005,410,0.1589593358756488,198,0.0767657280570206,MHG,18,Central German,2,bièten,bôt,gebieten,bo,biet,yes,no,168728
gebin,geben,gëben,|g=g|e=ë|b=b|i=e|n=n|,1160.0,M005,6812,2.6410512097193166,144,0.0558296204051059,MHG,21,Central German,1,gëben,geben,geben,be,be,no,no,3796581
irboten,erboten,er-bièten,|i=e|r=r|=-|b=b|o=o|t=t|e=e|n=n|,1160.0,M005,101,0.0391582754230256,5,0.0019385284862884,MHG,18,Central German,4,bièten,erboten,gebieten,bot,biet,yes,no,168728
lieze,lieze,lâzen,|l=l|ie=iè|z=z|e=e|,1160.0,M005,3725,1.4442037222848585,96,0.0372197469367372,MHG,4,Central German,3,lâzen,lieze,lâzen,liez,laz,yes,no,1408679
tetē,teten,tuon,|t=t|e=ë|t=t|e=e|\-=n|,1160.0,M005,8576,3.3249640596818644,10,0.0038770569725768,MHG,14,Central German,3,tuon,teten,tuon,tet,tuo,yes,yes,816544
geuarē,gevaren,var(e)n,|g=g|e=e|=-|u=v|a=a|r=r|e=e|\-=n|,1160.0,M005,2188,0.848300065599804,6,0.002326234183546,MHG,89,Central German,4,varen,gevaren,varen,var,var,no,no,228317
gefu⸗re,gevüere,ge-var(e)n,|g=g|e=e|=-|f=v|u=üè|[r]=r|[e]=e|,1160.0,M005,64,0.0248131646244915,1,0.0003877056972576,MHG,89,Central German,3,varen,gevüere,varen,vüer,var,yes,no,228317
uirſprach,versprach,ver-sprëchen,|u=v|i=e|r=r|=-|s=s|p=p|r=r|a=a|ch=ch|,1160.0,M005,46,0.0178344620738532,3,0.001163117091773,MHG,27,Central German,2,sprëchen,versprach,sprechen,spraχ,spreχ,yes,no,559127
gewarf,gewarp,ge-wërben,|[g]=g|[e]=e|=-|w=w|a=a|r=r|f=b|,1160.0,M005,25,0.009692642431442,10,0.0038770569725768,MHG,100,Central German,2,wërben,gewarp,werben,warp,werb,yes,no,124451
gebē,gegeben,gëben,|=ge|=-|g=g|e=ë|b=b|e=e|\-=n|,1160.0,M005,6812,2.6410512097193166,137,0.0531156805243021,MHG,21,Central German,4,gëben,gegeben,geben,geb,be,no,yes,3796581
gewūnē,gewunnen,ge-winnen,|g=g|e=e|=-|w=w|u=u|\-n=nn|e=e|\-=n|,1160.0,M005,1883,0.7300498279362115,4,0.0015508227890307,MHG,120,Central German,3,winnen,gewunen,gewinen,wun,win,yes,no,632324
uolbringen,volbringen,voll-bringen,*|[uolbringen]=voll-bringen|,1160.0,M005,199,0.0771534337542783,9,0.0034893512753191,MHG,73,Central German,1,bringen,volbringen,brengen,volbring,breng,yes,yes,710785
beſaz,besaz,be-sitzen,|b=b|e=e|=-|s=s|a=a|z=z|,1160.0,M005,467,0.1810585606193366,83,0.0321795728723874,MHG,57,Central German,2,sitzen,besaz,sitzen,saz,siʦ,yes,yes,171469
phlegē,pflegen,pflëgen,|ph=pf|l=l|[e]=ë|[g]=g|[e]=e|[\-]=n|,1160.0,M005,812,0.3148170261732362,15,0.0058155854588652,MHG,155,Central German,1,pflëgen,pflegen,pflegen,fleg,fleg,no,no,59263
uolbracht,volbrâht,voll-bringen,*|[u]=v|[o]=o|[l]=ll|=-|[b]=b|[r]=r|[a]=â|[ch]=h|[t]=t|,1160.0,M005,199,0.0771534337542783,1,0.0003877056972576,MHG,73,Central German,4,bringen,volbrâht,brengen,volbrah,breng,yes,yes,710785
huͦb,huop,hèben,*|[hu\ob]=huob|,1160.0,M005,657,0.2547226430982958,77,0.0298533386888413,MHG,90,Central German,2,hèben,huop,heben,huop,heb,yes,no,74485
ſac,sach,sëhen,|[s]=s|a=a|c=h|,1160.0,M005,4169,1.6163450518672682,1,0.0003877056972576,MHG,22,Central German,2,sëhen,sach,sehen,saχ,seh,yes,yes,2454558
intfienge,entvienge,ent-vâhen,|[i]=e|[n]=n|[t]=t|=-|[f]=v|[ie]=iè|[n]=n|g=g|e=e|,1160.0,M005,1799,0.6974825493665664,1,0.0003877056972576,MHG,19,Central German,3,vâhen,entvienge,entvâhen,vieng,vah,yes,yes,75600
gienge,gienge,gân,|[g]=g|[ie]=iè|[n]=n|g=g|e=e|,1160.0,M005,3931,1.5240710959199404,59,0.0228746361382031,MHG,1,Central German,3,gân,gienge,gân,gieng,ga,yes,yes,1624058
neme,næme,nëmen,*|[neme]=næme|,1160.0,M005,4030,1.5624539599484506,215,0.0833567249104012,MHG,47,Central German,3,nëmen,næme,nemen,näm,nem,yes,no,1089016
uirgan,vergân,ver-gân,|u=v|i=e|r=r|=-|g=g|[a]=â|n=n|,1160.0,M005,80,0.0310164557806144,1,0.0003877056972576,MHG,1,Central German,1,gân,vergân,gân,ga,ga,no,no,1624058
riefen,riefen,ruofen/ane<.+,|[r]=r|ie=iè|f=f|e=e|n=n|,1160.0,M005,41,0.0158959335875648,61,0.0236500475327184,MHG,51,Central German,3,ruofen,riefen,ruofen,rief,ruof,yes,no,173519
gewinnet,gewinnet,ge-winnen/ane>+,*|[gewinnet]=ge-winnet|,1160.0,M005,40,0.0155082278903072,65,0.0252008703217492,MHG,120,Central German,1,winnen,gewinet,gewinen,win,win,no,no,632324
half,half,hëlfen,|h=h|a=a|l=l|f=f|,1160.0,M005,1345,0.5214641628115797,148,0.0573804431941366,MHG,2,Central German,2,hëlfen,half,helfen,half,helf,yes,no,445173
riet,riet,râten,|r=r|ie=iè|t=t|,1160.0,M005,629,0.2438668835750807,73,0.0283025158998106,MHG,48,Central German,2,râten,riet,râten,ri,rat,yes,no,53392
tragē,tragen,tragen,|[t]=t|[r]=r|a=a|g=g|[e]=e|[\-]=n|,1160.0,M005,1651,0.6401021061724298,30,0.0116311709177304,MHG,11,Central German,1,tragen,tragen,tragen,trag,trag,no,no,518200
beſizzē,besitzen,be-sitzen,|[b]=b|[e]=e|=-|[s]=s|[i]=i|zz=tz|e=e|\-=n|,1160.0,M005,467,0.1810585606193366,1,0.0003877056972576,MHG,57,Central German,1,sitzen,besitzen,sitzen,siʦ,siʦ,no,no,171469
uallin,vallen,vallen,*|[uallin]=vallen|,1160.0,M005,860,0.3334268996416049,4,0.0015508227890307,MHG,31,Central German,1,vallen,valen,valen,val,val,no,no,255517
uaren,varen,var(e)n,|[u]=v|[a]=a|[r]=r|e=e|[n]=n|,1160.0,M005,2188,0.848300065599804,118,0.0457492722764062,MHG,89,Central German,1,varen,varen,varen,var,var,no,no,228317
werfen,werfen,wërfen,|w=w|e=ë|r=r|[f]=f|[e]=e|n=n|,1160.0,M005,506,0.1961790828123861,69,0.0267516931107799,MHG,16,Central German,1,wërfen,werfen,werfen,werf,werf,no,no,132019
brīnet,brinnet,brinnen,|b=b|r=r|i=i|\-n=nn|e=e|[t]=t|,1160.0,M005,197,0.0763780223597629,1,0.0003877056972576,MHG,72,Central German,1,brinnen,brinet,verbrinen,brin,brin,no,no,33558
irleſchen,erleschen,er-lëschen,|i=e|r=r|=-|l=l|e=ë|sch=sch|[e]=e|[n]=n|,1160.0,M005,37,0.0143451107985341,1,0.0003877056972576,MHG,94,Central German,1,lëschen,erleschen,verlischet,leʃ,liʃ,yes,no,16917
uollēſchribē,vollenschrîben,voll-schrîben,|u=v|o=o|ll=ll|e=e|\-=n|=-|sch=sch|r=r|i=î|b=b|e=e|\-=n|,1160.0,M005,6,0.002326234183546,1,0.0003877056972576,MHG,26,Central German,1,schrîben,volenschrîben,schrîben,volenʃrib,ʃrib,yes,yes,1116108
hilfet,hilfet,hëlfen,|h=h|i=i|l=l|f=f|e=e|t=t|,1160.0,M005,1345,0.5214641628115797,81,0.031404161477872,MHG,2,Central German,1,hëlfen,hilfet,helfen,hilf,helf,yes,no,445173
phlege,pflæge,pflëgen,*|[phlege]=pflæge|,1160.0,M005,812,0.3148170261732362,28,0.010855759523215,MHG,155,Central German,3,pflëgen,pflæge,pflegen,fläg,fleg,yes,no,59263
uuͦre,vüere,var(e)n,|u=v|u\o=üè|r=r|e=e|,1160.0,M005,2188,0.848300065599804,19,0.0073664082478959,MHG,89,Central German,3,varen,vüere,varen,vüer,var,yes,no,228317
rief,rief,ruofen,|r=r|ie=iè|f=f|,1160.0,M005,442,0.1713659181878946,166,0.0643591457447748,MHG,51,Central German,2,ruofen,rief,ruofen,rief,ruof,yes,no,173519
uirwiᵉze,verwizze,ver-wîzen,|u=v|i=e|r=r|=-|w=w|ie=i|z=zz|e=e|,1160.0,M005,34,0.0131819937067611,1,0.0003877056972576,MHG,221,Central German,3,wîzen,verwize,wîzen,wiz,wiz,no,no,1028366
ſehē,sehen,sëhen,|s=s|e=ë|h=h|e=e|\-=n|,1160.0,M005,4169,1.6163450518672682,23,0.0089172310369266,MHG,22,Central German,1,sëhen,sehen,sehen,seh,seh,no,no,2454558
virwiez,verweiz,ver-wîzen,*|[v]=v|[i]=e|[r]=r|=-|[w]=w|[ie]=èi|[z]=z|,1160.0,M005,34,0.0131819937067611,1,0.0003877056972576,MHG,221,Central German,2,wîzen,verweiz,wîzen,weiz,wiz,yes,no,1028366
uirtreib,vertreip,ver-trîben,*|[uirtreib]=ver-trèib|,1160.0,M005,286,0.1108838294156965,4,0.0015508227890307,MHG,12,Central German,2,trîben,vertreip,vertrîben,treip,trib,yes,no,64758
uollēqᵃ,vollenquam,voll-komen,|u=v|o=o|l[l]=ll|[e]=e|[\-]=n|=-|[q]=qu|[%a]=a|=m|,1160.0,M005,53,0.020548401954657,1,0.0003877056972576,MHG,3,Central German,2,komen,volenquam,kumet,volenquam,kum,yes,yes,2282150
uirlorn,verloren,ver-lièsen,|u=v|i=e|r=r|=-|l=l|o=o|r=r|=e|n=n|,1160.0,M005,1149,0.4454738461490743,22,0.0085295253396689,MHG,214,Central German,4,lièsen,verloren,verliesen,lor,lies,yes,yes,352961
ſingan,singen,singen,|s=s|i=i|n=n|g=g|[a]=é|n=n|,1160.0,M005,636,0.2465808234558845,1,0.0003877056972576,MHG,192,Central German,1,singen,singen,singen,sing,sing,no,no,104498
brechte,bræhte,bringen,|b=b|r=r|e=æ|ch=h|t=t|e=e|,1160.0,M005,2041,0.791307328102925,23,0.0089172310369266,MHG,73,Central German,3,bringen,bræhte,brengen,bräht,breng,yes,yes,710785
leſe,læse,lësen,|l=l|e=æ|s=s|e=e|,1160.0,M005,1049,0.4067032764233064,23,0.0089172310369266,MHG,144,Central German,3,lësen,læse,lesen,läs,les,yes,no,654360
geleſen,gelesen,lësen,*|[gelesen]=ge-lësen|,1160.0,M005,1049,0.4067032764233064,78,0.030241044386099,MHG,144,Central German,4,lësen,gelesen,lesen,les,les,no,no,654360
gen,gên,gân,*|[gen]=gên|,1160.0,M005,3931,1.5240710959199404,442,0.1713659181878946,MHG,1,Central German,1,gân,gên,gân,ge,ga,yes,no,1624058
geſehe,gesæhe,ge-sëhen,|g=g|[e]=e|=-|[s]=s|[e]=æ|[h]=h|[e]=e|,1160.0,M005,1120,0.4342303809286016,33,0.0127942880095034,MHG,22,Central German,3,sëhen,gesæhe,sehen,säh,seh,yes,no,2454558
genam,genam,ge-nëmen,|g=g|e=e|=-|[n]=n|[a]=a|[m]=m|,1160.0,M005,161,0.0624206172584864,63,0.0244254589272338,MHG,47,Central German,2,nëmen,genam,nemen,nam,nem,yes,no,1089016
leſen,lesen,lësen,|l=l|e=ë|s=s|e=e|n=n|,1160.0,M005,1049,0.4067032764233064,330,0.1279428800950344,MHG,144,Central German,1,lësen,lesen,lesen,les,les,no,no,654360
geſchriebē,geschriben,schrîben,|g=g|e=e|=-|sch=sch|r=r|ie=i|b=b|e=e|\-=n|,1160.0,M005,1626,0.6304094637409878,1,0.0003877056972576,MHG,26,Central German,4,schrîben,geschriben,schrîben,ʃrib,ʃrib,no,no,1116108
geholfē,geholfen,hëlfen,|g=g|e=e|=-|h=h|o=o|l=l|f=f|e=e|\-=n|,1160.0,M005,1345,0.5214641628115797,2,0.0007754113945153,MHG,2,Central German,4,hëlfen,geholfen,helfen,holf,helf,yes,no,445173
quam̄,quâmen,komen,|qu=qu|a=â|m=m|\-=en|,1160.0,M005,8461,3.280377904497231,17,0.0065909968533805,MHG,3,Central German,3,komen,quâmen,kumet,quam,kum,yes,yes,2282150
geſchehē,geschehen,ge-schëhen,|g=g|e=e|=-|sch=sch|e=ë|h=h|e=e|\-=n|,1160.0,M005,2495,0.9673257146579116,33,0.0127942880095034,MHG,118,Central German,4,schëhen,geschehen,geschiet,ʃeh,ʃi,yes,no,323529
irgan,ergân,er-gân,*|[irgan]=er-gân|,1160.0,M005,594,0.2302971841710619,33,0.0127942880095034,MHG,1,Central German,1,gân,ergân,gân,ga,ga,no,no,1624058
getuͦt,getuot,ge-tuon,*|[getu\ot]=ge-tuot|,1160.0,M005,578,0.224093893014939,17,0.0065909968533805,MHG,14,Central German,1,tuon,getuot,tuon,tuo,tuo,no,no,816544
irſchein,erschein,er-schînen,|[i]=e|[r]=r|=-|[sc]h=sch|ei=èi|n=n|,1160.0,M005,392,0.1519806333250105,17,0.0065909968533805,MHG,95,Central German,2,schînen,erschein,schînen,ʃei,ʃin,yes,no,527073
gabē,gâben,gëben,|g=g|a=â|b=b|e=e|\-=n|,1160.0,M005,6812,2.6410512097193166,3,0.001163117091773,MHG,21,Central German,3,gëben,gâben,geben,gab,be,yes,yes,3796581
uirſan,versan,ver-sinnen,*|[uirsan]=ver-san|,1160.0,M005,80,0.0310164557806144,1,0.0003877056972576,MHG,56,Central German,2,sinnen,versan,gesinen,sa,sin,yes,no,4616
behaldē,behalten,be-halten,|b=b|e=e|=-|h=h|a=a|l=l|d=t|e=e|\-=n|,1160.0,M005,1035,0.4012753966616988,19,0.0073664082478959,MHG,24,Central German,1,halten,behalten,halten,halt,halt,no,no,748357
irgebē,ergeben,er-gëben,|i=e|r=r|=-|g=g|e=ë|b=b|e=e|\-=n|,1160.0,M005,118,0.0457492722764062,1,0.0003877056972576,MHG,21,Central German,1,gëben,ergeben,geben,geb,be,no,yes,3796581
breche,bræche,brëchen,|[b]=b|r=r|e=æ|ch=ch|e=e|,1160.0,M005,668,0.2589874057681303,39,0.0151205221930495,MHG,29,Central German,3,brëchen,bræche,brechen,bräχ,breχ,yes,no,93407
ſtuͦndē,stuonten,stân,|s=s|t=t|u\o=uo|n=n|d=t|e=e|\-=n|,1160.0,M005,2872,1.113490762524057,2,0.0007754113945153,MHG,9,Central German,3,stân,stuonten,stân,stuo,sta,yes,no,1656734
geſnieten,gesniten,snîden,|g=g|e=e|=-|s=s|n=n|ie=i|t=t|e=e|n=n|,1160.0,M005,188,0.0728886710844438,1,0.0003877056972576,MHG,8,Central German,4,snîden,gesniten,snîdet,snit,snid,no,no,26314
