form_id,time,time_since_prev,obs_v,obs_c,dialect_group
lieren-_--,1475,0.0,1,1,Upper German
lieren-_--,1475,0.0,1,1,Upper German
lieren-_--,1475,0.0,1,1,Upper German
lieren-_--,1475,0.0,0,1,Upper German
lieren-_--,1475,0.0,1,1,Upper German
lieren-_--,1475,0.0,1,1,Upper German
lieren-_--,1475,0.0,1,1,Central German
lieren-_--,1475,0.0,1,1,Central German
lieren-_--,1475,0.0,1,1,Central German
lieren-_--,1475,0.0,1,1,Upper German
lieren-_--,1475,0.0,1,1,Upper German
lieren-_--,1475,0.0,1,1,Upper German
lieren-_--,1475,0.0,1,1,Upper German
lieren-_--,1475,0.0,1,1,Upper German
lieren-_--,1475,0.0,1,1,Upper German
lieren-_--,1475,0.0,1,1,Upper German
lieren-_--,1475,0.0,1,1,Upper German
lieren-_--,1475,0.0,1,1,Upper German
lieren-_--,1475,0.0,1,1,Upper German
lieren-_--,1486,11.0,1,1,Upper German
lieren-_--,1490,4.0,1,1,Upper German
lieren-_--,1497,7.0,1,1,Upper German
lieren-_--,1498,1.0,1,1,Upper German
lieren-_--,1499,1.0,1,1,Central German
lieren-_--,1525,26.0,1,1,Upper German
lieren-_--,1525,0.0,1,1,Upper German
lieren-_--,1525,0.0,1,1,Upper German
lieren-_--,1525,0.0,1,1,Central German
lieren-_--,1525,0.0,1,1,Central German
lieren-_--,1550,25.0,1,1,Upper German
lieren-_--,1557,7.0,1,1,Upper German
lieren-_--,1557,0.0,1,0,Upper German
lieren-_--,1578,21.0,1,0,Upper German
lieren-_--,1578,0.0,1,1,Upper German
lieren-_--,1582,4.0,1,1,Upper German
lieren-_--,1587,5.0,1,1,Upper German
lieren-_--,1650,63.0,1,1,Upper German
lieren-_--,1660,10.0,1,1,Upper German
lieren-_--,1664,4.0,1,0,Central German
lieren-_--,1668,4.0,1,1,Upper German
lieren-_--,1678,10.0,1,1,Upper German
lieren-_--,1684,6.0,1,1,Upper German
lieren-_--,1698,14.0,1,1,Upper German
lieren-_---,1549,0.0,1,0,Upper German
lieren-_---,1550,1.0,1,0,Central German
lieren-_---,1604,54.0,1,0,Upper German
lieren-_---,1677,73.0,1,0,Central German
lieren-_---,1678,1.0,1,0,Central German
lieren-_---,1756,78.0,1,0,Central German
lieren-_1.Sg.Pres.Ind,1547,0.0,0,0,Central German
lieren-_1.Sg.Pres.Ind,1678,131.0,0,0,Central German
lieren-_3.Sg.Past.Ind,1325,0.0,1,1,Low German
lieren-_3.Sg.Past.Ind,1375,50.0,1,1,Upper German
lieren-_3.Sg.Past.Ind,1375,0.0,1,1,Upper German
lieren-_3.Sg.Past.Ind,1475,100.0,1,1,Upper German
lieren-_3.Sg.Past.Ind,1475,0.0,1,1,Upper German
lieren-_3.Sg.Past.Ind,1525,50.0,1,0,Central German
lieren-_3.Sg.Past.Ind,1525,0.0,1,0,Upper German
lieren-_3.Sg.Past.Ind,1525,0.0,1,0,Upper German
lieren-_3.Sg.Past.Ind,1525,0.0,1,0,Central German
lieren-_3.Sg.Past.Ind,1525,0.0,1,0,Central German
lieren-_Ind.Past.Pl.3,1599,0.0,0,1,Central German
lieren-_Ind.Past.Pl.3,1668,69.0,0,1,Upper German
lieren-_Ind.Past.Pl.3,1678,10.0,0,1,Upper German
lieren-_Ind.Past.Sg.3,1384,0.0,1,1,Upper German
lieren-_Ind.Past.Sg.3,1392,8.0,1,1,Upper German
lieren-_Ind.Past.Sg.3,1400,8.0,1,0,Upper German
lieren-_Ind.Past.Sg.3,1578,178.0,1,0,Upper German
lieren-_Ind.Past.Sg.3,1599,21.0,1,0,Central German
lieren-_Ind.Past.Sg.3,1650,51.0,1,0,Upper German
lieren-_Ind.Past.Sg.3,1660,10.0,1,0,Upper German
lieren-_Ind.Pres.Pl.3,1325,0.0,1,1,Upper German
lieren-_Ind.Pres.Pl.3,1400,75.0,1,0,Upper German
lieren-_Ind.Pres.Pl.3,1556,156.0,1,0,Upper German
lieren-_Ind.Pres.Pl.3,1556,0.0,1,0,Central German
lieren-_Ind.Pres.Pl.3,1557,1.0,1,0,Upper German
lieren-_Ind.Pres.Sg.3,1325,0.0,1,1,Upper German
lieren-_Ind.Pres.Sg.3,1463,138.0,1,1,Upper German
lieren-_Ind.Pres.Sg.3,1578,115.0,1,0,Upper German
lieren-_Ind.Pres.Sg.3,1582,4.0,1,0,Upper German
lieren-_Sg.2,1378,0.0,1,1,Central German
lieren-_Sg.2,1400,22.0,1,0,Upper German
lieren-_Subj.Past.Sg.3,1463,0.0,0,1,Upper German
lieren-_Subj.Past.Sg.3,1668,205.0,0,1,Upper German
lièsen_*.Past.Pl.1,1175,0.0,1,1,Central German
lièsen_*.Past.Pl.1,1225,50.0,1,1,Upper German
lièsen_*.Past.Pl.3,1050,0.0,1,1,Upper German
lièsen_*.Past.Pl.3,1050,0.0,1,1,Upper German
lièsen_*.Past.Pl.3,1100,50.0,1,1,Central German
lièsen_*.Past.Pl.3,1100,0.0,0,1,Upper German
lièsen_*.Past.Pl.3,1120,20.0,1,1,Upper German
lièsen_*.Past.Pl.3,1130,10.0,1,1,Upper German
lièsen_*.Past.Pl.3,1130,0.0,1,1,Upper German
lièsen_*.Past.Pl.3,1140,10.0,0,1,Central German
lièsen_*.Past.Pl.3,1140,0.0,0,1,Central German
lièsen_*.Past.Pl.3,1150,10.0,1,1,Upper German
lièsen_*.Past.Pl.3,1150,0.0,0,1,Central German
lièsen_*.Past.Pl.3,1150,0.0,0,1,Upper German
lièsen_*.Past.Pl.3,1160,10.0,1,1,Central German
lièsen_*.Past.Pl.3,1172,12.0,0,1,Upper German
lièsen_*.Past.Pl.3,1172,0.0,1,1,Upper German
lièsen_*.Past.Pl.3,1175,3.0,1,1,Upper German
lièsen_*.Past.Pl.3,1180,5.0,1,1,Upper German
lièsen_*.Past.Pl.3,1190,10.0,1,1,Upper German
lièsen_*.Past.Pl.3,1190,0.0,1,1,Upper German
lièsen_*.Past.Pl.3,1200,10.0,0,1,Upper German
lièsen_*.Past.Pl.3,1225,25.0,1,1,Upper German
lièsen_*.Past.Pl.3,1225,0.0,1,1,Upper German
lièsen_*.Past.Pl.3,1240,15.0,0,1,Upper German
lièsen_*.Past.Pl.3,1250,10.0,0,1,Central German
lièsen_*.Past.Pl.3,1250,0.0,0,1,Central German
lièsen_*.Past.Pl.3,1250,0.0,0,1,Central German
lièsen_*.Past.Pl.3,1274,24.0,0,1,Upper German
lièsen_*.Past.Pl.3,1275,1.0,1,1,Upper German
lièsen_*.Past.Pl.3,1293,18.0,1,1,Upper German
lièsen_*.Past.Pl.3,1300,7.0,0,1,Upper German
lièsen_*.Past.Pl.3,1300,0.0,1,1,Upper German
lièsen_*.Past.Pl.3,1350,50.0,0,1,Central German
lièsen_*.Past.Sg.3,1225,0.0,0,0,Upper German
lièsen_*.Past.Sg.3,1250,25.0,1,0,Upper German
lièsen_*.Past.Sg.3,1325,75.0,1,0,Upper German
lièsen_*.Pres.Pl.1,1050,0.0,1,1,Upper German
lièsen_*.Pres.Pl.1,1075,25.0,1,1,Upper German
lièsen_*.Pres.Pl.1,1130,55.0,1,1,Upper German
lièsen_*.Pres.Pl.1,1140,10.0,1,1,Upper German
lièsen_*.Pres.Pl.1,1150,10.0,1,1,Central German
lièsen_*.Pres.Pl.1,1150,0.0,1,1,Upper German
lièsen_*.Pres.Pl.1,1150,0.0,1,1,Upper German
lièsen_*.Pres.Pl.1,1160,10.0,1,1,Central German
lièsen_*.Pres.Pl.1,1172,12.0,1,1,Upper German
lièsen_*.Pres.Pl.1,1190,18.0,1,1,Upper German
lièsen_*.Pres.Pl.1,1190,0.0,1,1,Upper German
lièsen_*.Pres.Pl.1,1200,10.0,1,1,Upper German
lièsen_*.Pres.Pl.2,1190,0.0,1,1,Upper German
lièsen_*.Pres.Pl.2,1200,10.0,1,1,Upper German
lièsen_*.Pres.Pl.2,1225,25.0,1,1,Upper German
lièsen_*.Pres.Pl.2,1350,125.0,1,1,Central German
lièsen_*.Pres.Pl.3,1050,0.0,1,1,Upper German
lièsen_*.Pres.Pl.3,1225,175.0,1,1,Central German
lièsen_*.Pres.Pl.3,1272,47.0,1,1,Upper German
lièsen_*.Pres.Pl.3,1275,3.0,1,1,Central German
lièsen_*.Pres.Pl.3,1285,10.0,1,1,Upper German
lièsen_*.Pres.Pl.3,1325,40.0,0,0,Upper German
lièsen_*.Pres.Pl.3,1325,0.0,1,1,Upper German
lièsen_*.Pres.Sg.1,1125,0.0,1,1,Upper German
lièsen_*.Pres.Sg.1,1172,47.0,0,1,Upper German
lièsen_*.Pres.Sg.1,1172,0.0,0,1,Central German
lièsen_*.Pres.Sg.1,1190,18.0,0,1,Upper German
lièsen_*.Pres.Sg.1,1190,0.0,0,1,Upper German
lièsen_*.Pres.Sg.1,1300,110.0,0,1,Upper German
lièsen_*.Pres.Sg.2,1050,0.0,0,1,Upper German
lièsen_*.Pres.Sg.2,1150,100.0,0,1,Upper German
lièsen_*.Pres.Sg.2,1150,0.0,0,1,Upper German
lièsen_*.Pres.Sg.2,1200,50.0,1,1,Upper German
lièsen_*.Pres.Sg.2,1200,0.0,1,1,Upper German
lièsen_*.Pres.Sg.2,1225,25.0,1,1,Upper German
lièsen_--,1050,0.0,1,1,Upper German
lièsen_--,1050,0.0,1,1,Upper German
lièsen_--,1050,0.0,1,1,Upper German
lièsen_--,1063,13.0,1,1,Central German
lièsen_--,1080,17.0,1,1,Central German
lièsen_--,1100,20.0,1,1,Central German
lièsen_--,1120,20.0,1,1,Upper German
lièsen_--,1125,5.0,1,1,Upper German
lièsen_--,1125,0.0,1,1,Central German
lièsen_--,1127,2.0,1,1,Upper German
lièsen_--,1130,3.0,1,1,Upper German
lièsen_--,1130,0.0,1,1,Upper German
lièsen_--,1140,10.0,1,1,Upper German
lièsen_--,1140,0.0,1,1,Upper German
lièsen_--,1140,0.0,1,1,Central German
lièsen_--,1140,0.0,1,1,Upper German
lièsen_--,1140,0.0,1,1,Upper German
lièsen_--,1140,0.0,1,1,Central German
lièsen_--,1140,0.0,1,1,Upper German
lièsen_--,1140,0.0,1,1,Upper German
lièsen_--,1150,10.0,1,1,Upper German
lièsen_--,1150,0.0,1,1,Upper German
lièsen_--,1150,0.0,1,1,Central German
lièsen_--,1150,0.0,1,1,Upper German
lièsen_--,1150,0.0,1,1,Upper German
lièsen_--,1150,0.0,1,1,Central German
lièsen_--,1150,0.0,1,1,Upper German
lièsen_--,1150,0.0,1,1,Central German
lièsen_--,1150,0.0,1,1,Upper German
lièsen_--,1150,0.0,1,1,Upper German
lièsen_--,1150,0.0,1,1,Upper German
lièsen_--,1150,0.0,1,1,Upper German
lièsen_--,1150,0.0,1,1,Upper German
lièsen_--,1150,0.0,1,1,Upper German
lièsen_--,1150,0.0,1,1,Upper German
lièsen_--,1150,0.0,1,1,Upper German
lièsen_--,1150,0.0,1,1,Upper German
lièsen_--,1150,0.0,1,1,Upper German
lièsen_--,1150,0.0,1,1,Upper German
lièsen_--,1150,0.0,1,1,Upper German
lièsen_--,1150,0.0,1,1,Upper German
lièsen_--,1150,0.0,1,1,Upper German
lièsen_--,1150,0.0,1,1,Upper German
lièsen_--,1150,0.0,1,1,Upper German
lièsen_--,1160,10.0,1,1,Central German
lièsen_--,1160,0.0,1,1,Central German
lièsen_--,1160,0.0,1,1,Upper German
lièsen_--,1160,0.0,1,1,Upper German
lièsen_--,1172,12.0,1,1,Upper German
lièsen_--,1172,0.0,1,1,Upper German
lièsen_--,1172,0.0,1,1,Upper German
lièsen_--,1172,0.0,1,1,Central German
lièsen_--,1172,0.0,1,1,Upper German
lièsen_--,1175,3.0,1,1,Central German
lièsen_--,1175,0.0,1,1,Upper German
lièsen_--,1175,0.0,1,1,Upper German
lièsen_--,1180,5.0,1,1,Upper German
lièsen_--,1190,10.0,1,1,Upper German
lièsen_--,1190,0.0,1,1,Upper German
lièsen_--,1190,0.0,1,1,Upper German
lièsen_--,1195,5.0,1,1,Upper German
lièsen_--,1200,5.0,1,1,Central German
lièsen_--,1200,0.0,1,1,Upper German
lièsen_--,1200,0.0,1,1,Central German
lièsen_--,1200,0.0,1,1,Upper German
lièsen_--,1200,0.0,1,1,Upper German
lièsen_--,1200,0.0,1,1,Upper German
lièsen_--,1200,0.0,1,1,Upper German
lièsen_--,1200,0.0,1,1,Upper German
lièsen_--,1210,10.0,1,1,Upper German
lièsen_--,1210,0.0,1,1,Upper German
lièsen_--,1210,0.0,1,1,Upper German
lièsen_--,1220,10.0,1,1,Upper German
lièsen_--,1220,0.0,1,1,Upper German
lièsen_--,1225,5.0,1,1,Upper German
lièsen_--,1225,0.0,1,1,Central German
lièsen_--,1225,0.0,1,1,Central German
lièsen_--,1225,0.0,1,1,Upper German
lièsen_--,1225,0.0,1,1,Upper German
lièsen_--,1225,0.0,1,1,Upper German
lièsen_--,1225,0.0,1,1,Central German
lièsen_--,1225,0.0,1,1,Upper German
lièsen_--,1225,0.0,1,1,Upper German
lièsen_--,1225,0.0,1,1,Upper German
lièsen_--,1225,0.0,1,1,Upper German
lièsen_--,1225,0.0,1,1,Central German
lièsen_--,1225,0.0,1,1,Central German
lièsen_--,1225,0.0,1,1,Upper German
lièsen_--,1225,0.0,1,1,Upper German
lièsen_--,1225,0.0,1,1,Upper German
lièsen_--,1225,0.0,1,1,Central German
lièsen_--,1240,15.0,1,1,Upper German
lièsen_--,1250,10.0,1,1,Upper German
lièsen_--,1250,0.0,1,1,Upper German
lièsen_--,1250,0.0,1,1,Central German
lièsen_--,1250,0.0,1,1,Central German
lièsen_--,1250,0.0,1,1,Central German
lièsen_--,1250,0.0,1,1,Central German
lièsen_--,1250,0.0,1,1,Upper German
lièsen_--,1250,0.0,1,1,Upper German
lièsen_--,1250,0.0,1,1,Upper German
lièsen_--,1250,0.0,1,1,Upper German
lièsen_--,1250,0.0,1,1,Central German
lièsen_--,1250,0.0,1,1,Upper German
lièsen_--,1250,0.0,1,1,Central German
lièsen_--,1250,0.0,1,1,Central German
lièsen_--,1250,0.0,1,1,Upper German
lièsen_--,1269,19.0,1,1,Central German
lièsen_--,1272,3.0,1,1,Upper German
lièsen_--,1272,0.0,1,1,Upper German
lièsen_--,1274,2.0,1,1,Upper German
lièsen_--,1274,0.0,1,1,Upper German
lièsen_--,1275,1.0,1,1,Upper German
lièsen_--,1275,0.0,1,1,Central German
lièsen_--,1275,0.0,1,1,Upper German
lièsen_--,1276,1.0,1,1,Upper German
lièsen_--,1280,4.0,1,1,Upper German
lièsen_--,1285,5.0,1,1,Upper German
lièsen_--,1293,8.0,1,1,Upper German
lièsen_--,1295,2.0,1,1,Central German
lièsen_--,1300,5.0,1,1,Upper German
lièsen_--,1300,0.0,1,1,Upper German
lièsen_--,1300,0.0,1,1,Upper German
lièsen_--,1301,1.0,1,1,Upper German
lièsen_--,1310,9.0,1,1,Upper German
lièsen_--,1325,15.0,1,1,Upper German
lièsen_--,1325,0.0,1,1,Central German
lièsen_--,1325,0.0,1,1,Upper German
lièsen_--,1325,0.0,1,1,Upper German
lièsen_--,1325,0.0,1,1,Central German
lièsen_--,1325,0.0,1,1,Upper German
lièsen_--,1325,0.0,1,1,Central German
lièsen_--,1325,0.0,1,1,Central German
lièsen_--,1325,0.0,1,1,Central German
lièsen_--,1328,3.0,1,1,Upper German
lièsen_--,1330,2.0,1,1,Upper German
lièsen_--,1336,6.0,1,1,Upper German
lièsen_--,1340,4.0,1,1,Upper German
lièsen_--,1347,7.0,1,1,Upper German
lièsen_--,1350,3.0,1,1,Central German
lièsen_--,1350,0.0,1,1,Central German
lièsen_--,1350,0.0,1,1,Central German
lièsen_--,1350,0.0,1,1,Upper German
lièsen_--,1350,0.0,1,1,Central German
lièsen_Ind.Past.Pl.3,1140,0.0,0,1,Upper German
lièsen_Ind.Past.Pl.3,1140,0.0,1,1,Upper German
lièsen_Ind.Past.Pl.3,1140,0.0,0,1,Upper German
lièsen_Ind.Past.Pl.3,1172,32.0,1,1,Upper German
lièsen_Ind.Past.Pl.3,1200,28.0,1,1,Upper German
lièsen_Ind.Past.Sg.1,1050,0.0,1,1,Upper German
lièsen_Ind.Past.Sg.1,1175,125.0,1,1,Upper German
lièsen_Ind.Past.Sg.1,1190,15.0,1,1,Upper German
lièsen_Ind.Past.Sg.1,1190,0.0,1,1,Upper German
lièsen_Ind.Past.Sg.1,1200,10.0,1,1,Upper German
lièsen_Ind.Past.Sg.1,1200,0.0,1,1,Upper German
lièsen_Ind.Past.Sg.1,1220,20.0,1,1,Upper German
lièsen_Ind.Past.Sg.1,1250,30.0,1,1,Upper German
lièsen_Ind.Past.Sg.1,1269,19.0,1,1,Central German
lièsen_Ind.Past.Sg.1,1350,81.0,1,1,Central German
lièsen_Ind.Past.Sg.3,1050,0.0,1,1,Upper German
lièsen_Ind.Past.Sg.3,1080,30.0,1,1,Central German
lièsen_Ind.Past.Sg.3,1080,0.0,1,1,Central German
lièsen_Ind.Past.Sg.3,1120,40.0,1,1,Upper German
lièsen_Ind.Past.Sg.3,1125,5.0,1,1,Upper German
lièsen_Ind.Past.Sg.3,1130,5.0,1,1,Upper German
lièsen_Ind.Past.Sg.3,1140,10.0,1,1,Upper German
lièsen_Ind.Past.Sg.3,1140,0.0,1,1,Central German
lièsen_Ind.Past.Sg.3,1140,0.0,1,1,Upper German
lièsen_Ind.Past.Sg.3,1140,0.0,1,1,Central German
lièsen_Ind.Past.Sg.3,1140,0.0,1,1,Upper German
lièsen_Ind.Past.Sg.3,1140,0.0,1,1,Upper German
lièsen_Ind.Past.Sg.3,1150,10.0,1,1,Upper German
lièsen_Ind.Past.Sg.3,1150,0.0,1,1,Upper German
lièsen_Ind.Past.Sg.3,1150,0.0,1,1,Upper German
lièsen_Ind.Past.Sg.3,1150,0.0,1,1,Upper German
lièsen_Ind.Past.Sg.3,1150,0.0,1,1,Upper German
lièsen_Ind.Past.Sg.3,1150,0.0,1,1,Upper German
lièsen_Ind.Past.Sg.3,1160,10.0,1,1,Central German
lièsen_Ind.Past.Sg.3,1160,0.0,1,1,Upper German
lièsen_Ind.Past.Sg.3,1172,12.0,1,1,Upper German
lièsen_Ind.Past.Sg.3,1180,8.0,1,1,Upper German
lièsen_Ind.Past.Sg.3,1190,10.0,1,1,Upper German
lièsen_Ind.Past.Sg.3,1190,0.0,1,1,Upper German
lièsen_Ind.Past.Sg.3,1210,20.0,1,1,Upper German
lièsen_Ind.Past.Sg.3,1210,0.0,1,1,Upper German
lièsen_Ind.Past.Sg.3,1220,10.0,1,1,Upper German
lièsen_Ind.Past.Sg.3,1225,5.0,1,1,Upper German
lièsen_Ind.Past.Sg.3,1225,0.0,1,1,Upper German
lièsen_Ind.Past.Sg.3,1225,0.0,1,1,Upper German
lièsen_Ind.Past.Sg.3,1225,0.0,1,1,Upper German
lièsen_Ind.Past.Sg.3,1225,0.0,1,1,Upper German
lièsen_Ind.Past.Sg.3,1225,0.0,1,1,Central German
lièsen_Ind.Past.Sg.3,1225,0.0,1,1,Upper German
lièsen_Ind.Past.Sg.3,1225,0.0,1,1,Central German
lièsen_Ind.Past.Sg.3,1225,0.0,1,1,Upper German
lièsen_Ind.Past.Sg.3,1250,25.0,1,1,Upper German
lièsen_Ind.Past.Sg.3,1250,0.0,1,1,Upper German
lièsen_Ind.Past.Sg.3,1250,0.0,1,1,Upper German
lièsen_Ind.Past.Sg.3,1250,0.0,1,1,Upper German
lièsen_Ind.Past.Sg.3,1250,0.0,1,1,Central German
lièsen_Ind.Past.Sg.3,1250,0.0,1,1,Upper German
lièsen_Ind.Past.Sg.3,1250,0.0,1,1,Central German
lièsen_Ind.Past.Sg.3,1250,0.0,1,1,Upper German
lièsen_Ind.Past.Sg.3,1250,0.0,1,1,Central German
lièsen_Ind.Past.Sg.3,1250,0.0,1,1,Central German
lièsen_Ind.Past.Sg.3,1269,19.0,1,1,Central German
lièsen_Ind.Past.Sg.3,1274,5.0,1,1,Upper German
lièsen_Ind.Past.Sg.3,1275,1.0,1,1,Upper German
lièsen_Ind.Past.Sg.3,1275,0.0,1,0,Upper German
lièsen_Ind.Past.Sg.3,1293,18.0,1,0,Upper German
lièsen_Ind.Past.Sg.3,1300,7.0,1,1,Upper German
lièsen_Ind.Past.Sg.3,1301,1.0,1,1,Upper German
lièsen_Ind.Past.Sg.3,1325,24.0,1,1,Central German
lièsen_Ind.Past.Sg.3,1340,15.0,1,1,Upper German
lièsen_Ind.Pres.Pl.3,1063,0.0,1,1,Central German
lièsen_Ind.Pres.Pl.3,1120,57.0,1,1,Upper German
lièsen_Ind.Pres.Pl.3,1130,10.0,1,1,Upper German
lièsen_Ind.Pres.Pl.3,1140,10.0,1,1,Upper German
lièsen_Ind.Pres.Pl.3,1200,60.0,1,1,Upper German
lièsen_Ind.Pres.Pl.3,1225,25.0,1,1,Upper German
lièsen_Ind.Pres.Pl.3,1225,0.0,1,1,Upper German
lièsen_Ind.Pres.Pl.3,1225,0.0,1,1,Central German
lièsen_Ind.Pres.Pl.3,1225,0.0,1,1,Upper German
lièsen_Ind.Pres.Pl.3,1250,25.0,1,1,Upper German
lièsen_Ind.Pres.Pl.3,1250,0.0,1,1,Upper German
lièsen_Ind.Pres.Pl.3,1272,22.0,1,1,Upper German
lièsen_Ind.Pres.Pl.3,1274,2.0,1,1,Upper German
lièsen_Ind.Pres.Pl.3,1293,19.0,1,0,Upper German
lièsen_Ind.Pres.Pl.3,1300,7.0,1,1,Upper German
lièsen_Ind.Pres.Pl.3,1350,50.0,1,1,Central German
lièsen_Ind.Pres.Sg.1,1050,0.0,0,1,Upper German
lièsen_Ind.Pres.Sg.1,1140,90.0,1,1,Upper German
lièsen_Ind.Pres.Sg.1,1140,0.0,1,1,Upper German
lièsen_Ind.Pres.Sg.1,1160,20.0,0,1,Central German
lièsen_Ind.Pres.Sg.1,1172,12.0,1,1,Upper German
lièsen_Ind.Pres.Sg.1,1200,28.0,0,1,Upper German
lièsen_Ind.Pres.Sg.1,1200,0.0,1,1,Upper German
lièsen_Ind.Pres.Sg.2,1140,0.0,1,1,Central German
lièsen_Ind.Pres.Sg.2,1140,0.0,1,1,Upper German
lièsen_Ind.Pres.Sg.2,1140,0.0,1,1,Central German
lièsen_Ind.Pres.Sg.2,1140,0.0,1,1,Upper German
lièsen_Ind.Pres.Sg.2,1150,10.0,1,1,Upper German
lièsen_Ind.Pres.Sg.2,1150,0.0,1,1,Upper German
lièsen_Ind.Pres.Sg.2,1150,0.0,1,1,Upper German
lièsen_Ind.Pres.Sg.2,1175,25.0,1,1,Upper German
lièsen_Ind.Pres.Sg.2,1190,15.0,1,1,Upper German
lièsen_Ind.Pres.Sg.2,1200,10.0,1,1,Upper German
lièsen_Ind.Pres.Sg.2,1225,25.0,1,1,Upper German
lièsen_Ind.Pres.Sg.2,1250,25.0,1,1,Central German
lièsen_Ind.Pres.Sg.2,1250,0.0,1,1,Central German
lièsen_Ind.Pres.Sg.2,1250,0.0,1,1,Upper German
lièsen_Ind.Pres.Sg.3,1050,0.0,1,1,Upper German
lièsen_Ind.Pres.Sg.3,1050,0.0,1,1,Upper German
lièsen_Ind.Pres.Sg.3,1063,13.0,1,1,Central German
lièsen_Ind.Pres.Sg.3,1120,57.0,0,1,Upper German
lièsen_Ind.Pres.Sg.3,1125,5.0,1,1,Upper German
lièsen_Ind.Pres.Sg.3,1130,5.0,1,1,Upper German
lièsen_Ind.Pres.Sg.3,1140,10.0,1,1,Central German
lièsen_Ind.Pres.Sg.3,1140,0.0,1,1,Central German
lièsen_Ind.Pres.Sg.3,1150,10.0,1,1,Upper German
lièsen_Ind.Pres.Sg.3,1150,0.0,1,1,Upper German
lièsen_Ind.Pres.Sg.3,1150,0.0,1,1,Upper German
lièsen_Ind.Pres.Sg.3,1190,40.0,1,1,Upper German
lièsen_Ind.Pres.Sg.3,1200,10.0,1,1,Upper German
lièsen_Ind.Pres.Sg.3,1220,20.0,0,1,Upper German
lièsen_Ind.Pres.Sg.3,1225,5.0,1,1,Upper German
lièsen_Ind.Pres.Sg.3,1225,0.0,1,1,Central German
lièsen_Ind.Pres.Sg.3,1225,0.0,1,1,Upper German
lièsen_Ind.Pres.Sg.3,1225,0.0,1,1,Central German
lièsen_Ind.Pres.Sg.3,1225,0.0,1,1,Central German
lièsen_Ind.Pres.Sg.3,1250,25.0,1,1,Central German
lièsen_Ind.Pres.Sg.3,1250,0.0,1,1,Central German
lièsen_Ind.Pres.Sg.3,1250,0.0,1,1,Central German
lièsen_Ind.Pres.Sg.3,1250,0.0,1,1,Upper German
lièsen_Ind.Pres.Sg.3,1250,0.0,1,1,Central German
lièsen_Ind.Pres.Sg.3,1250,0.0,1,1,Upper German
lièsen_Ind.Pres.Sg.3,1250,0.0,1,1,Central German
lièsen_Ind.Pres.Sg.3,1250,0.0,1,1,Upper German
lièsen_Ind.Pres.Sg.3,1250,0.0,1,1,Central German
lièsen_Ind.Pres.Sg.3,1272,22.0,1,1,Upper German
lièsen_Ind.Pres.Sg.3,1275,3.0,1,1,Central German
lièsen_Ind.Pres.Sg.3,1275,0.0,1,1,Upper German
lièsen_Ind.Pres.Sg.3,1276,1.0,1,1,Upper German
lièsen_Ind.Pres.Sg.3,1300,24.0,1,1,Upper German
lièsen_Ind.Pres.Sg.3,1325,25.0,1,0,Upper German
lièsen_Ind.Pres.Sg.3,1328,3.0,1,1,Upper German
lièsen_Ind.Pres.Sg.3,1342,14.0,1,1,Upper German
lièsen_Ind.Pres.Sg.3,1350,8.0,1,1,Central German
lièsen_Ind.Pres.Sg.3,1350,0.0,1,1,Central German
lièsen_Sg.2,1140,0.0,0,1,Upper German
lièsen_Sg.2,1150,10.0,1,1,Central German
lièsen_Sg.2,1200,50.0,1,1,Upper German
lièsen_Subj.Past.Pl.1,1250,0.0,0,1,Central German
lièsen_Subj.Past.Pl.1,1325,75.0,0,1,Upper German
lièsen_Subj.Past.Pl.3,1140,0.0,1,1,Upper German
lièsen_Subj.Past.Pl.3,1250,110.0,1,1,Central German
lièsen_Subj.Past.Sg.1,1050,0.0,1,1,Upper German
lièsen_Subj.Past.Sg.1,1140,90.0,0,1,Upper German
lièsen_Subj.Past.Sg.1,1210,70.0,0,1,Upper German
lièsen_Subj.Past.Sg.1,1325,115.0,0,1,Central German
lièsen_Subj.Past.Sg.1,1336,11.0,1,1,Upper German
lièsen_Subj.Past.Sg.2,1050,0.0,1,1,Upper German
lièsen_Subj.Past.Sg.2,1140,90.0,0,1,Upper German
lièsen_Subj.Past.Sg.2,1150,10.0,0,1,Central German
lièsen_Subj.Past.Sg.2,1269,119.0,0,1,Central German
lièsen_Subj.Past.Sg.3,1050,0.0,1,1,Upper German
lièsen_Subj.Past.Sg.3,1150,100.0,1,1,Upper German
lièsen_Subj.Past.Sg.3,1190,40.0,1,1,Upper German
lièsen_Subj.Past.Sg.3,1210,20.0,0,1,Upper German
lièsen_Subj.Past.Sg.3,1210,0.0,0,1,Upper German
lièsen_Subj.Past.Sg.3,1220,10.0,0,1,Upper German
lièsen_Subj.Past.Sg.3,1250,30.0,1,1,Upper German
lièsen_Subj.Past.Sg.3,1250,0.0,0,1,Central German
lièsen_Subj.Past.Sg.3,1250,0.0,0,1,Central German
lièsen_Subj.Past.Sg.3,1250,0.0,0,1,Central German
lièsen_Subj.Past.Sg.3,1275,25.0,1,1,Upper German
lièsen_Subj.Past.Sg.3,1328,53.0,1,1,Upper German
lièsen_Subj.Past.Sg.3,1347,19.0,1,1,Upper German
lièsen_Subj.Pres.Sg.1,1140,0.0,1,1,Upper German
lièsen_Subj.Pres.Sg.1,1140,0.0,1,1,Upper German
lièsen_Subj.Pres.Sg.1,1150,10.0,1,1,Upper German
lièsen_Subj.Pres.Sg.1,1150,0.0,1,1,Upper German
