form,norm,lemma,inflClass,infl,date,id,lemma_count,lemma_freq_per_1000,form_count,form_freq_per_1000,corpus,lemma_id,variety,principal_part
verſten,verſten,verstehen,St,1.Sg.Präs.Ind,1363.0,t10810,870,3.315510874494575,67,0.2553324466564787,ENHG,9,Upper German,1
nímt,nímt,nehmen,St,3.Sg.Präs.Ind,1363.0,t10834,3364,12.819975381379024,5,0.0190546601982446,ENHG,47,Upper German,1
vˢſwind,vˢſwind,verschwinden,St,3.Sg.Präs.Ind,1363.0,t10854,15,0.057163980594734,1,0.0038109320396489,ENHG,184,Upper German,1
ſpricht,ſpricht,sprechen,St,3.Sg.Präs.Ind,1363.0,t10881,8120,30.94476816194937,2138,8.147772700769428,ENHG,27,Upper German,1
geporn,geporn,gebären,St|Sw,past_participle,1363.0,t10886,948,3.612763573587192,53,0.2019793981013936,ENHG,110,Upper German,4
get,get,gehen,Unr,3.Sg.Präs.Ind,1363.0,t10898,4922,18.757407499152063,347,1.322393417758181,ENHG,1,Upper German,1
tríncht,tríncht,trinken,St,3.Sg.Präs.Ind,1363.0,t10905,744,2.835333437498809,1,0.0038109320396489,ENHG,97,Upper German,1
tríncht,tríncht,trinken,St,3.Sg.Präs.Ind,1363.0,t10905,744,2.835333437498809,1,0.0038109320396489,ENHG,97,Upper German,1
get,get,gehen,Unr,3.Sg.Präs.Ind,1363.0,t10914,4922,18.757407499152063,347,1.322393417758181,ENHG,1,Upper German,1
la‍ezt,la‍ezt,lassen,St,3.Sg.Präs.Ind,1363.0,t10948,3635,13.852737964123886,2,0.0076218640792978,ENHG,4,Upper German,1
vint,vint,finden,St,3.Sg.Präs.Ind,1363.0,t10955,2689,10.24759625461599,51,0.1943575340220958,ENHG,38,Upper German,1
verſten,verſten,verstehen,St,1.Sg.Präs.Ind,1363.0,t10963,870,3.315510874494575,67,0.2553324466564787,ENHG,9,Upper German,1
gend,gend,gehen,St,3.Pl.Präs.Ind,1363.0,t10977,4922,18.757407499152063,40,0.1524372815859574,ENHG,1,Upper German,1
ſagen,ſagen,sagen,St|Sw|Unr,infinitive,1363.0,t10999,5924,22.575961402880303,1465,5.583015438085693,ENHG,168,Upper German,1
ſpricht,ſpricht,sprechen,St,3.Sg.Präs.Ind,1363.0,t11010,8120,30.94476816194937,2138,8.147772700769428,ENHG,27,Upper German,1
gepernd,gepernd,gebären,St,3.Pl.Präs.Ind,1363.0,t11038,948,3.612763573587192,3,0.0114327961189468,ENHG,110,Upper German,1
lig,lig,liegen,St,3.Sg.Präs.Konj,1363.0,t11052,2283,8.700357846518523,26,0.0990842330308723,ENHG,25,Upper German,1
ſlaffent,ſlaffent,schlafen,St,3.Pl.Präs.Ind,1363.0,t11073,226,0.8612706409606598,2,0.0076218640792978,ENHG,53,Upper German,1
ſlaf,ſlaffend,schlafen,St,3.Pl.Präs.Ind,1363.0,t11079,226,0.8612706409606598,1,0.0038109320396489,ENHG,53,Upper German,1
ſprechend,ſprechend,sprechen,St,3.Pl.Präs.Ind,1363.0,t11091,8120,30.94476816194937,19,0.0724077087533298,ENHG,27,Upper German,1
vliehen,vliehen,fliehen,St,3.Pl.Präs.Ind,1363.0,t11106,256,0.9755986021501278,2,0.0076218640792978,ENHG,83,Upper German,1
ſterben,ſterben,sterben,St|Sw,infinitive,1363.0,t11111,1446,5.510607729332363,350,1.333826213877128,ENHG,10,Upper German,1
vertribē,vertribē,vertreiben,St|Sw,past_participle,1363.0,t11118,246,0.9374892817536384,2,0.0076218640792978,ENHG,12,Upper German,4
ſprech,ſprechent,sprechen,St,3.Pl.Präs.Ind,1363.0,t11168,8120,30.94476816194937,108,0.4115806602820852,ENHG,27,Upper German,1
ezzend,ezzend,essen,St,3.Pl.Präs.Ind,1363.0,t11177,1272,4.847505554433448,5,0.0190546601982446,ENHG,102,Upper German,1
izt,izt,essen,St,3.Sg.Präs.Ind,1363.0,t11190,1272,4.847505554433448,1,0.0038109320396489,ENHG,102,Upper German,1
izzt,izzt,essen,St,3.Sg.Präs.Ind,1363.0,t11195,1272,4.847505554433448,6,0.0228655922378936,ENHG,102,Upper German,1
gēd,gēd,gehen,Unr,3.Pl.Präs.Ind,1363.0,t11225,4922,18.757407499152063,1,0.0038109320396489,ENHG,1,Upper German,1
ſwimt,ſwimt,schwimmen,St,3.Sg.Präs.Ind,1363.0,t11258,18,0.0685967767136808,3,0.0114327961189468,ENHG,183,Upper German,1
ſwímēt,ſwímēt,schwimmen,St,3.Pl.Präs.Ind,1363.0,t11272,18,0.0685967767136808,1,0.0038109320396489,ENHG,183,Upper German,1
ſwīmēt,ſwīmēt,schwimmen,St,3.Pl.Präs.Ind,1363.0,t11302,18,0.0685967767136808,1,0.0038109320396489,ENHG,183,Upper German,1
get,get,aufgehen,Unr,3.Sg.Präs.Ind,1363.0,t11345,148,0.5640179418680427,347,1.322393417758181,ENHG,1,Upper German,1
ſehent,ſehent,sehen,St,3.Pl.Präs.Ind,1363.0,t11353,3059,11.657641109286097,55,0.2096012621806915,ENHG,22,Upper German,1
ſterbent,ſterbent,sterben,St,3.Pl.Präs.Ind,1363.0,t11363,1446,5.510607729332363,8,0.0304874563171914,ENHG,10,Upper German,1
la‍ezt,la‍ezt,lassen,St,3.Sg.Präs.Ind,1363.0,t11376,3635,13.852737964123886,2,0.0076218640792978,ENHG,4,Upper German,1
gepernd,gepernd,gebären,St,3.Pl.Präs.Ind,1363.0,t11385,948,3.612763573587192,3,0.0114327961189468,ENHG,110,Upper German,1
ſiht,ſiht,sehen,St,3.Sg.Präs.Ind,1363.0,t11417,3059,11.657641109286097,46,0.1753028738238511,ENHG,22,Upper German,1
ſwímmen,ſwímmen,schwimmen,St,infinitive,1363.0,t11418,18,0.0685967767136808,1,0.0038109320396489,ENHG,183,Upper German,1
gepern,gepern,gebären,St,3.Pl.Präs.Ind,1363.0,t11437,948,3.612763573587192,6,0.0228655922378936,ENHG,110,Upper German,1
gepernd,gepernd,gebären,St,3.Pl.Präs.Ind,1363.0,t11449,948,3.612763573587192,3,0.0114327961189468,ENHG,110,Upper German,1
lazzend,lazzend,lassen,Unr,3.Pl.Präs.Ind,1363.0,t11452,3635,13.852737964123886,2,0.0076218640792978,ENHG,4,Upper German,1
wahſēt,wahſēt,wachsen,St,3.Pl.Präs.Ind,1363.0,t11490,304,1.1585233400532768,1,0.0038109320396489,ENHG,99,Upper German,1
ſwimmēt,ſwimmēt,schwimmen,St,3.Sg.Präs.Ind,1363.0,t11493,18,0.0685967767136808,1,0.0038109320396489,ENHG,183,Upper German,1
ſp,ſpricht,sprechen,St,3.Sg.Präs.Ind,1363.0,t11523,8120,30.94476816194937,2138,8.147772700769428,ENHG,27,Upper German,1
geporn,geporn,gebären,St|Sw,past_participle,1363.0,t11577,948,3.612763573587192,53,0.2019793981013936,ENHG,110,Upper German,4
nemēt,nemēt,nehmen,St,2.Pl.Präs.Ind,1363.0,t11592,3364,12.819975381379024,19,0.0724077087533298,ENHG,47,Upper German,1
ſpri=,ſpricht,sprechen,St,3.Sg.Präs.Ind,1363.0,t11600,8120,30.94476816194937,2138,8.147772700769428,ENHG,27,Upper German,1
nîmt,nîmt,nehmen,St,3.Sg.Präs.Ind,1363.0,t11614,3364,12.819975381379024,2,0.0076218640792978,ENHG,47,Upper German,1
chuͤ,chuͤmt,kommen,St,3.Sg.Präs.Ind,1363.0,t11657,7651,29.15744103535402,6,0.0228655922378936,ENHG,3,Upper German,1
ſpricht,ſpricht,sprechen,St,3.Sg.Präs.Ind,1363.0,t11684,8120,30.94476816194937,2138,8.147772700769428,ENHG,27,Upper German,1
ſpricht,ſpricht,sprechen,St,3.Sg.Präs.Ind,1363.0,t11712,8120,30.94476816194937,2138,8.147772700769428,ENHG,27,Upper German,1
gend,gend,gehen,St,3.Pl.Präs.Ind,1363.0,t11849,4922,18.757407499152063,40,0.1524372815859574,ENHG,1,Upper German,1
ſpricht,ſpricht,sprechen,St,3.Sg.Präs.Ind,1363.0,t11877,8120,30.94476816194937,2138,8.147772700769428,ENHG,27,Upper German,1
ſtirbt,ſtirbt,sterben,St,3.Sg.Präs.Ind,1363.0,t11928,1446,5.510607729332363,70,0.2667652427754256,ENHG,10,Upper German,1
chuͤmt,chuͤmt,kommen,St,3.Sg.Präs.Ind,1363.0,t11935,7651,29.15744103535402,6,0.0228655922378936,ENHG,3,Upper German,1
ſtirbt,ſtirbt,sterben,St,3.Sg.Präs.Ind,1363.0,t11953,1446,5.510607729332363,70,0.2667652427754256,ENHG,10,Upper German,1
ſehent,ſehent,sehen,St,3.Pl.Präs.Ind,1363.0,t11965,3059,11.657641109286097,55,0.2096012621806915,ENHG,22,Upper German,1
pringt,pringt,bringen,Unr,3.Sg.Präs.Ind,1363.0,t11981,2168,8.262100661958895,75,0.2858199029736702,ENHG,73,Upper German,1
pringt,pringt,bringen,Unr,3.Sg.Präs.Ind,1363.0,t11981,2168,8.262100661958895,75,0.2858199029736702,ENHG,73,Upper German,1
gend,gend,gehen,St,3.Pl.Präs.Ind,1363.0,t11990,4922,18.757407499152063,40,0.1524372815859574,ENHG,1,Upper German,1
ſpricht,ſpricht,sprechen,St,3.Sg.Präs.Ind,1363.0,t12015,8120,30.94476816194937,2138,8.147772700769428,ENHG,27,Upper German,1
gepi,gepirt,gebären,St,3.Sg.Präs.Ind,1363.0,t12022,948,3.612763573587192,10,0.0381093203964893,ENHG,110,Upper German,1
príngen,príngen,bringen,St|Sw|Unr,infinitive,1363.0,t12047,2168,8.262100661958895,5,0.0190546601982446,ENHG,73,Upper German,1
príngen,príngen,bringen,St|Sw|Unr,infinitive,1363.0,t12047,2168,8.262100661958895,5,0.0190546601982446,ENHG,73,Upper German,1
ſprechent,ſprechent,sprechen,St,3.Pl.Präs.Ind,1363.0,t12061,8120,30.94476816194937,108,0.4115806602820852,ENHG,27,Upper German,1
vˢſten,vˢſten,verstehen,St|Unr,infinitive,1363.0,t12088,870,3.315510874494575,15,0.057163980594734,ENHG,9,Upper German,1
ſpricht,ſpricht,sprechen,St,3.Sg.Präs.Ind,1363.0,t12184,8120,30.94476816194937,2138,8.147772700769428,ENHG,27,Upper German,1
gevallen,gevallen,gefallen,St|Sw,past_participle,1363.0,t12209,489,1.8635457673883304,16,0.0609749126343829,ENHG,31,Upper German,4
ſpricht,ſpricht,sprechen,St,3.Sg.Präs.Ind,1363.0,t12229,8120,30.94476816194937,2138,8.147772700769428,ENHG,27,Upper German,1
ſticht,ſticht,stechen,St,3.Sg.Präs.Ind,1363.0,t12237,165,0.6288037865420746,18,0.0685967767136808,ENHG,32,Upper German,1
choͤment,choͤment,kommen,St,3.Pl.Präs.Ind,1363.0,t12243,7651,29.15744103535402,6,0.0228655922378936,ENHG,3,Upper German,1
verſtet,verſtet,verstehen,Unr,3.Sg.Präs.Ind,1363.0,t12254,870,3.315510874494575,18,0.0685967767136808,ENHG,9,Upper German,1
ſagē,ſagē,sagen,St|Sw|Unr,infinitive,1363.0,t12265,5924,22.575961402880303,167,0.6364256506213725,ENHG,168,Upper German,1
ſetzen,ſetzen,setzen,St|Sw|Unr,infinitive,1363.0,t12290,1699,6.474773535363544,394,1.501507223621681,ENHG,190,Upper German,1
bevindet,bevindet,befinden,St,3.Sg.Präs.Ind,1363.0,t12295,225,0.8574597089210109,4,0.0152437281585957,ENHG,38,Upper German,1
ſpricht,ſpricht,sprechen,St,3.Sg.Präs.Ind,1363.0,t12297,8120,30.94476816194937,2138,8.147772700769428,ENHG,27,Upper German,1
nimt,nimt,nehmen,St,3.Sg.Präs.Ind,1363.0,t12341,3364,12.819975381379024,19,0.0724077087533298,ENHG,47,Upper German,1
ſwímment,ſwímment,schwimmen,St,3.Pl.Präs.Ind,1363.0,t12347,18,0.0685967767136808,1,0.0038109320396489,ENHG,183,Upper German,1
geſehen,geſehen,sehen,St|Sw|Unr,past_participle,1363.0,t12396,3059,11.657641109286097,685,2.610488447159522,ENHG,22,Upper German,4
ſpricht,ſpricht,sprechen,St,3.Sg.Präs.Ind,1363.0,t12434,8120,30.94476816194937,2138,8.147772700769428,ENHG,27,Upper German,1
