form_id,time,time_since_prev,obs_v,obs_c,lemma_id,principal_part_id,dialect_group
lieren-_1,1612,8.0,1,0,8,1,Upper German
lieren-_1,1664,52.0,1,0,8,1,Central German
lieren-_1,1664,0.0,1,0,8,1,Central German
lieren-_1,1677,13.0,1,0,8,1,Central German
lieren-_1,1678,1.0,1,0,8,1,Central German
lieren-_1,1678,0.0,0,0,8,1,Central German
lieren-_1,1684,6.0,1,0,8,1,Upper German
lieren-_1,1684,0.0,0,0,8,1,Upper German
lieren-_1,1756,72.0,1,0,8,1,Central German
lieren-_2,1384,0.0,1,1,8,2,Upper German
lieren-_2,1392,8.0,1,1,8,2,Upper German
lieren-_2,1400,8.0,1,0,8,2,Upper German
lieren-_2,1578,178.0,1,0,8,2,Upper German
lieren-_2,1599,21.0,1,0,8,2,Central German
lieren-_2,1650,51.0,1,0,8,2,Upper German
lieren-_2,1660,10.0,1,0,8,2,Upper German
lieren-_3,1325,0.0,1,1,8,3,Low German
lieren-_3,1375,50.0,1,1,8,3,Upper German
lieren-_3,1375,0.0,1,1,8,3,Upper German
lieren-_3,1392,17.0,1,1,8,3,Upper German
lieren-_3,1450,58.0,0,1,8,3,Central German
lieren-_3,1463,13.0,0,1,8,3,Upper German
lieren-_3,1475,12.0,1,1,8,3,Upper German
lieren-_3,1475,0.0,1,1,8,3,Upper German
lieren-_3,1525,50.0,1,0,8,3,Central German
lieren-_3,1525,0.0,1,0,8,3,Upper German
lieren-_3,1525,0.0,1,0,8,3,Upper German
lieren-_3,1525,0.0,1,0,8,3,Central German
lieren-_3,1525,0.0,1,0,8,3,Central German
lieren-_3,1570,45.0,0,1,8,3,Upper German
lieren-_3,1582,12.0,0,1,8,3,Upper German
lieren-_3,1599,17.0,0,1,8,3,Central German
lieren-_3,1668,69.0,0,1,8,3,Upper German
lieren-_3,1668,0.0,0,1,8,3,Upper German
lieren-_3,1678,10.0,0,1,8,3,Upper German
lieren-_4,1325,0.0,1,1,8,4,Low German
lieren-_4,1325,0.0,1,1,8,4,Upper German
lieren-_4,1325,0.0,1,1,8,4,Upper German
lieren-_4,1350,25.0,1,1,8,4,Upper German
lieren-_4,1350,0.0,1,1,8,4,Upper German
lieren-_4,1375,25.0,1,1,8,4,Upper German
lieren-_4,1375,0.0,0,1,8,4,Upper German
lieren-_4,1375,0.0,1,1,8,4,Upper German
lieren-_4,1375,0.0,1,1,8,4,Upper German
lieren-_4,1378,3.0,1,1,8,4,Central German
lieren-_4,1390,12.0,1,1,8,4,Upper German
lieren-_4,1396,6.0,1,1,8,4,Central German
lieren-_4,1400,4.0,1,1,8,4,Upper German
lieren-_4,1450,50.0,1,1,8,4,Central German
lieren-_4,1450,0.0,1,1,8,4,Upper German
lieren-_4,1450,0.0,1,1,8,4,Upper German
lieren-_4,1463,13.0,1,1,8,4,Upper German
lieren-_4,1475,12.0,1,1,8,4,Upper German
lieren-_4,1475,0.0,1,1,8,4,Upper German
lieren-_4,1475,0.0,1,1,8,4,Upper German
lieren-_4,1475,0.0,1,1,8,4,Upper German
lieren-_4,1475,0.0,1,1,8,4,Upper German
lieren-_4,1475,0.0,1,1,8,4,Upper German
lieren-_4,1475,0.0,1,1,8,4,Upper German
lieren-_4,1475,0.0,1,1,8,4,Upper German
lieren-_4,1475,0.0,0,1,8,4,Upper German
lieren-_4,1475,0.0,1,1,8,4,Upper German
lieren-_4,1475,0.0,1,1,8,4,Upper German
lieren-_4,1475,0.0,1,1,8,4,Central German
lieren-_4,1475,0.0,1,1,8,4,Central German
lieren-_4,1475,0.0,1,1,8,4,Central German
lieren-_4,1475,0.0,1,1,8,4,Upper German
lieren-_4,1475,0.0,1,1,8,4,Upper German
lieren-_4,1475,0.0,1,1,8,4,Upper German
lieren-_4,1475,0.0,1,1,8,4,Upper German
lieren-_4,1475,0.0,1,1,8,4,Upper German
lieren-_4,1475,0.0,1,1,8,4,Upper German
lieren-_4,1475,0.0,1,1,8,4,Upper German
lieren-_4,1475,0.0,1,1,8,4,Upper German
lieren-_4,1475,0.0,1,1,8,4,Upper German
lieren-_4,1475,0.0,1,1,8,4,Upper German
lieren-_4,1486,11.0,1,1,8,4,Upper German
lieren-_4,1490,4.0,1,1,8,4,Upper German
lieren-_4,1497,7.0,1,1,8,4,Upper German
lieren-_4,1499,2.0,1,1,8,4,Central German
lieren-_4,1525,26.0,1,1,8,4,Upper German
lieren-_4,1525,0.0,1,1,8,4,Upper German
lieren-_4,1525,0.0,1,1,8,4,Upper German
lieren-_4,1525,0.0,1,1,8,4,Central German
lieren-_4,1525,0.0,1,1,8,4,Central German
lieren-_4,1550,25.0,1,1,8,4,Upper German
lieren-_4,1557,7.0,1,1,8,4,Upper German
lieren-_4,1578,21.0,1,1,8,4,Upper German
lieren-_4,1582,4.0,1,1,8,4,Upper German
lieren-_4,1587,5.0,1,1,8,4,Upper German
lieren-_4,1650,63.0,1,1,8,4,Upper German
lieren-_4,1660,10.0,1,1,8,4,Upper German
lieren-_4,1668,8.0,1,1,8,4,Upper German
lieren-_4,1678,10.0,1,1,8,4,Upper German
lieren-_4,1684,6.0,1,1,8,4,Upper German
lieren-_4,1698,14.0,1,1,8,4,Upper German
lièsen_1,1050,0.0,1,1,9,1,Upper German
lièsen_1,1050,0.0,1,1,9,1,Upper German
lièsen_1,1050,0.0,1,1,9,1,Upper German
lièsen_1,1050,0.0,1,1,9,1,Upper German
lièsen_1,1050,0.0,0,1,9,1,Upper German
lièsen_1,1050,0.0,0,1,9,1,Upper German
lièsen_1,1063,13.0,1,1,9,1,Central German
lièsen_1,1063,0.0,1,1,9,1,Central German
lièsen_1,1075,12.0,1,1,9,1,Upper German
lièsen_1,1120,45.0,0,1,9,1,Upper German
lièsen_1,1120,0.0,1,1,9,1,Upper German
lièsen_1,1125,5.0,1,1,9,1,Upper German
lièsen_1,1125,0.0,1,1,9,1,Upper German
lièsen_1,1130,5.0,1,1,9,1,Upper German
lièsen_1,1130,0.0,1,1,9,1,Upper German
lièsen_1,1130,0.0,1,1,9,1,Upper German
lièsen_1,1140,10.0,1,1,9,1,Upper German
lièsen_1,1140,0.0,1,1,9,1,Upper German
lièsen_1,1140,0.0,1,1,9,1,Central German
lièsen_1,1140,0.0,1,1,9,1,Central German
lièsen_1,1140,0.0,1,1,9,1,Central German
lièsen_1,1140,0.0,1,1,9,1,Upper German
lièsen_1,1140,0.0,1,1,9,1,Upper German
lièsen_1,1140,0.0,1,1,9,1,Upper German
lièsen_1,1140,0.0,1,1,9,1,Upper German
lièsen_1,1140,0.0,1,1,9,1,Central German
lièsen_1,1140,0.0,1,1,9,1,Central German
lièsen_1,1140,0.0,1,1,9,1,Central German
lièsen_1,1140,0.0,1,1,9,1,Upper German
lièsen_1,1140,0.0,1,1,9,1,Upper German
lièsen_1,1140,0.0,1,1,9,1,Upper German
lièsen_1,1140,0.0,1,1,9,1,Upper German
lièsen_1,1140,0.0,1,1,9,1,Upper German
lièsen_1,1140,0.0,0,1,9,1,Upper German
lièsen_1,1140,0.0,1,1,9,1,Upper German
lièsen_1,1150,10.0,1,1,9,1,Upper German
lièsen_1,1150,0.0,1,1,9,1,Upper German
lièsen_1,1150,0.0,1,1,9,1,Upper German
lièsen_1,1150,0.0,1,1,9,1,Central German
lièsen_1,1150,0.0,0,1,9,1,Upper German
lièsen_1,1150,0.0,1,1,9,1,Central German
lièsen_1,1150,0.0,1,1,9,1,Central German
lièsen_1,1150,0.0,1,1,9,1,Upper German
lièsen_1,1150,0.0,1,1,9,1,Upper German
lièsen_1,1150,0.0,1,1,9,1,Upper German
lièsen_1,1150,0.0,1,1,9,1,Upper German
lièsen_1,1150,0.0,1,1,9,1,Upper German
lièsen_1,1150,0.0,1,1,9,1,Upper German
lièsen_1,1150,0.0,1,1,9,1,Upper German
lièsen_1,1150,0.0,1,1,9,1,Upper German
lièsen_1,1150,0.0,0,1,9,1,Upper German
lièsen_1,1150,0.0,1,1,9,1,Upper German
lièsen_1,1150,0.0,1,1,9,1,Upper German
lièsen_1,1160,10.0,0,1,9,1,Central German
lièsen_1,1160,0.0,1,1,9,1,Central German
lièsen_1,1160,0.0,1,1,9,1,Central German
lièsen_1,1160,0.0,1,1,9,1,Upper German
lièsen_1,1172,12.0,1,1,9,1,Upper German
lièsen_1,1172,0.0,1,1,9,1,Upper German
lièsen_1,1172,0.0,1,1,9,1,Upper German
lièsen_1,1172,0.0,0,1,9,1,Upper German
lièsen_1,1172,0.0,0,1,9,1,Central German
lièsen_1,1175,3.0,1,1,9,1,Upper German
lièsen_1,1175,0.0,1,1,9,1,Upper German
lièsen_1,1190,15.0,1,1,9,1,Upper German
lièsen_1,1190,0.0,0,1,9,1,Upper German
lièsen_1,1190,0.0,1,1,9,1,Upper German
lièsen_1,1190,0.0,0,1,9,1,Upper German
lièsen_1,1190,0.0,1,1,9,1,Upper German
lièsen_1,1190,0.0,1,1,9,1,Upper German
lièsen_1,1190,0.0,1,1,9,1,Upper German
lièsen_1,1195,5.0,1,1,9,1,Upper German
lièsen_1,1200,5.0,1,1,9,1,Upper German
lièsen_1,1200,0.0,1,1,9,1,Central German
lièsen_1,1200,0.0,1,1,9,1,Upper German
lièsen_1,1200,0.0,1,1,9,1,Upper German
lièsen_1,1200,0.0,1,1,9,1,Upper German
lièsen_1,1200,0.0,1,1,9,1,Upper German
lièsen_1,1200,0.0,1,1,9,1,Upper German
lièsen_1,1200,0.0,1,1,9,1,Upper German
lièsen_1,1200,0.0,0,1,9,1,Upper German
lièsen_1,1200,0.0,1,1,9,1,Upper German
lièsen_1,1200,0.0,1,1,9,1,Upper German
lièsen_1,1200,0.0,1,1,9,1,Upper German
lièsen_1,1200,0.0,1,1,9,1,Upper German
lièsen_1,1220,20.0,0,1,9,1,Upper German
lièsen_1,1225,5.0,1,1,9,1,Upper German
lièsen_1,1225,0.0,1,1,9,1,Upper German
lièsen_1,1225,0.0,1,1,9,1,Upper German
lièsen_1,1225,0.0,1,1,9,1,Central German
lièsen_1,1225,0.0,1,1,9,1,Central German
lièsen_1,1225,0.0,1,1,9,1,Upper German
lièsen_1,1225,0.0,1,1,9,1,Central German
lièsen_1,1225,0.0,1,1,9,1,Upper German
lièsen_1,1225,0.0,1,1,9,1,Upper German
lièsen_1,1225,0.0,1,1,9,1,Upper German
lièsen_1,1225,0.0,1,1,9,1,Upper German
lièsen_1,1225,0.0,1,1,9,1,Central German
lièsen_1,1225,0.0,1,1,9,1,Upper German
lièsen_1,1225,0.0,1,1,9,1,Central German
lièsen_1,1225,0.0,1,1,9,1,Central German
lièsen_1,1225,0.0,1,1,9,1,Central German
lièsen_1,1225,0.0,1,1,9,1,Upper German
lièsen_1,1225,0.0,1,1,9,1,Upper German
lièsen_1,1225,0.0,1,1,9,1,Upper German
lièsen_1,1250,25.0,1,1,9,1,Central German
lièsen_1,1250,0.0,1,1,9,1,Upper German
lièsen_1,1250,0.0,1,1,9,1,Central German
lièsen_1,1250,0.0,1,1,9,1,Central German
lièsen_1,1250,0.0,1,1,9,1,Central German
lièsen_1,1250,0.0,1,1,9,1,Central German
lièsen_1,1250,0.0,1,1,9,1,Upper German
lièsen_1,1250,0.0,1,1,9,1,Upper German
lièsen_1,1250,0.0,1,1,9,1,Central German
lièsen_1,1250,0.0,1,1,9,1,Upper German
lièsen_1,1250,0.0,1,1,9,1,Upper German
lièsen_1,1250,0.0,1,1,9,1,Central German
lièsen_1,1250,0.0,1,1,9,1,Central German
lièsen_1,1250,0.0,1,1,9,1,Central German
lièsen_1,1250,0.0,1,1,9,1,Upper German
lièsen_1,1250,0.0,1,1,9,1,Central German
lièsen_1,1250,0.0,1,1,9,1,Upper German
lièsen_1,1250,0.0,1,1,9,1,Central German
lièsen_1,1272,22.0,1,1,9,1,Upper German
lièsen_1,1272,0.0,1,1,9,1,Upper German
lièsen_1,1272,0.0,1,1,9,1,Upper German
lièsen_1,1272,0.0,1,1,9,1,Upper German
lièsen_1,1272,0.0,1,1,9,1,Upper German
lièsen_1,1274,2.0,1,1,9,1,Upper German
lièsen_1,1274,0.0,1,1,9,1,Upper German
lièsen_1,1275,1.0,1,1,9,1,Central German
lièsen_1,1275,0.0,1,1,9,1,Central German
lièsen_1,1275,0.0,1,1,9,1,Upper German
lièsen_1,1275,0.0,1,1,9,1,Upper German
lièsen_1,1276,1.0,1,1,9,1,Upper German
lièsen_1,1285,9.0,1,1,9,1,Upper German
lièsen_1,1285,0.0,1,1,9,1,Upper German
lièsen_1,1293,8.0,1,0,9,1,Upper German
lièsen_1,1293,0.0,1,1,9,1,Upper German
lièsen_1,1300,7.0,0,1,9,1,Upper German
lièsen_1,1300,0.0,1,1,9,1,Upper German
lièsen_1,1300,0.0,1,1,9,1,Upper German
lièsen_1,1325,25.0,1,1,9,1,Upper German
lièsen_1,1325,0.0,0,0,9,1,Upper German
lièsen_1,1325,0.0,1,0,9,1,Upper German
lièsen_1,1325,0.0,1,1,9,1,Upper German
lièsen_1,1328,3.0,1,1,9,1,Upper German
lièsen_1,1342,14.0,1,1,9,1,Upper German
lièsen_1,1350,8.0,1,1,9,1,Central German
lièsen_1,1350,0.0,1,1,9,1,Central German
lièsen_1,1350,0.0,1,1,9,1,Central German
lièsen_1,1350,0.0,1,1,9,1,Central German
lièsen_1,1350,0.0,1,1,9,1,Central German
lièsen_2,1050,0.0,1,1,9,2,Upper German
lièsen_2,1050,0.0,1,1,9,2,Upper German
lièsen_2,1080,30.0,1,1,9,2,Central German
lièsen_2,1080,0.0,1,1,9,2,Central German
lièsen_2,1120,40.0,1,1,9,2,Upper German
lièsen_2,1125,5.0,1,1,9,2,Upper German
lièsen_2,1130,5.0,1,1,9,2,Upper German
lièsen_2,1140,10.0,1,1,9,2,Upper German
lièsen_2,1140,0.0,1,1,9,2,Central German
lièsen_2,1140,0.0,1,1,9,2,Upper German
lièsen_2,1140,0.0,1,1,9,2,Central German
lièsen_2,1140,0.0,1,1,9,2,Upper German
lièsen_2,1140,0.0,1,1,9,2,Upper German
lièsen_2,1150,10.0,1,1,9,2,Upper German
lièsen_2,1150,0.0,1,1,9,2,Upper German
lièsen_2,1150,0.0,1,1,9,2,Upper German
lièsen_2,1150,0.0,1,1,9,2,Upper German
lièsen_2,1150,0.0,1,1,9,2,Upper German
lièsen_2,1150,0.0,1,1,9,2,Upper German
lièsen_2,1160,10.0,1,1,9,2,Central German
lièsen_2,1160,0.0,1,1,9,2,Upper German
lièsen_2,1172,12.0,1,1,9,2,Upper German
lièsen_2,1175,3.0,1,1,9,2,Upper German
lièsen_2,1180,5.0,1,1,9,2,Upper German
lièsen_2,1190,10.0,1,1,9,2,Upper German
lièsen_2,1190,0.0,1,1,9,2,Upper German
lièsen_2,1190,0.0,1,1,9,2,Upper German
lièsen_2,1190,0.0,1,1,9,2,Upper German
lièsen_2,1200,10.0,1,1,9,2,Upper German
lièsen_2,1200,0.0,1,1,9,2,Upper German
lièsen_2,1210,10.0,1,1,9,2,Upper German
lièsen_2,1210,0.0,1,1,9,2,Upper German
lièsen_2,1220,10.0,1,1,9,2,Upper German
lièsen_2,1220,0.0,1,1,9,2,Upper German
lièsen_2,1225,5.0,1,1,9,2,Upper German
lièsen_2,1225,0.0,1,1,9,2,Upper German
lièsen_2,1225,0.0,1,1,9,2,Upper German
lièsen_2,1225,0.0,1,1,9,2,Upper German
lièsen_2,1225,0.0,1,1,9,2,Upper German
lièsen_2,1225,0.0,1,1,9,2,Central German
lièsen_2,1225,0.0,1,1,9,2,Upper German
lièsen_2,1225,0.0,1,1,9,2,Central German
lièsen_2,1225,0.0,1,1,9,2,Upper German
lièsen_2,1250,25.0,1,1,9,2,Upper German
lièsen_2,1250,0.0,1,1,9,2,Upper German
lièsen_2,1250,0.0,1,1,9,2,Upper German
lièsen_2,1250,0.0,1,1,9,2,Upper German
lièsen_2,1250,0.0,1,1,9,2,Upper German
lièsen_2,1250,0.0,1,1,9,2,Central German
lièsen_2,1250,0.0,1,1,9,2,Upper German
lièsen_2,1250,0.0,1,1,9,2,Central German
lièsen_2,1250,0.0,1,1,9,2,Upper German
lièsen_2,1250,0.0,1,1,9,2,Central German
lièsen_2,1250,0.0,1,1,9,2,Central German
lièsen_2,1269,19.0,1,1,9,2,Central German
lièsen_2,1269,0.0,1,1,9,2,Central German
lièsen_2,1274,5.0,1,1,9,2,Upper German
lièsen_2,1275,1.0,1,1,9,2,Upper German
lièsen_2,1275,0.0,1,0,9,2,Upper German
lièsen_2,1293,18.0,1,0,9,2,Upper German
lièsen_2,1300,7.0,1,1,9,2,Upper German
lièsen_2,1301,1.0,1,1,9,2,Upper German
lièsen_2,1325,24.0,1,1,9,2,Central German
lièsen_2,1340,15.0,1,1,9,2,Upper German
lièsen_2,1350,10.0,1,1,9,2,Central German
lièsen_3,1050,0.0,1,1,9,3,Upper German
lièsen_3,1050,0.0,1,1,9,3,Upper German
lièsen_3,1050,0.0,1,1,9,3,Upper German
lièsen_3,1050,0.0,1,1,9,3,Upper German
lièsen_3,1050,0.0,1,1,9,3,Upper German
lièsen_3,1050,0.0,1,1,9,3,Upper German
lièsen_3,1100,50.0,1,1,9,3,Central German
lièsen_3,1100,0.0,0,1,9,3,Upper German
lièsen_3,1120,20.0,1,1,9,3,Upper German
lièsen_3,1130,10.0,1,1,9,3,Upper German
lièsen_3,1130,0.0,1,1,9,3,Upper German
lièsen_3,1140,10.0,0,1,9,3,Central German
lièsen_3,1140,0.0,0,1,9,3,Upper German
lièsen_3,1140,0.0,0,1,9,3,Upper German
lièsen_3,1140,0.0,1,1,9,3,Upper German
lièsen_3,1140,0.0,0,1,9,3,Central German
lièsen_3,1140,0.0,1,1,9,3,Upper German
lièsen_3,1140,0.0,0,1,9,3,Upper German
lièsen_3,1140,0.0,0,1,9,3,Upper German
lièsen_3,1150,10.0,1,1,9,3,Upper German
lièsen_3,1150,0.0,1,1,9,3,Upper German
lièsen_3,1150,0.0,0,1,9,3,Central German
lièsen_3,1150,0.0,0,1,9,3,Central German
lièsen_3,1150,0.0,0,1,9,3,Upper German
lièsen_3,1160,10.0,1,1,9,3,Central German
lièsen_3,1172,12.0,1,1,9,3,Upper German
lièsen_3,1172,0.0,0,1,9,3,Upper German
lièsen_3,1172,0.0,1,1,9,3,Upper German
lièsen_3,1175,3.0,1,1,9,3,Central German
lièsen_3,1175,0.0,1,1,9,3,Upper German
lièsen_3,1180,5.0,1,1,9,3,Upper German
lièsen_3,1190,10.0,1,1,9,3,Upper German
lièsen_3,1190,0.0,1,1,9,3,Upper German
lièsen_3,1190,0.0,1,1,9,3,Upper German
lièsen_3,1200,10.0,1,1,9,3,Upper German
lièsen_3,1200,0.0,0,1,9,3,Upper German
lièsen_3,1210,10.0,0,1,9,3,Upper German
lièsen_3,1210,0.0,0,1,9,3,Upper German
lièsen_3,1210,0.0,0,1,9,3,Upper German
lièsen_3,1220,10.0,0,1,9,3,Upper German
lièsen_3,1225,5.0,1,1,9,3,Upper German
lièsen_3,1225,0.0,0,0,9,3,Upper German
lièsen_3,1225,0.0,1,1,9,3,Upper German
lièsen_3,1225,0.0,1,1,9,3,Upper German
lièsen_3,1240,15.0,0,1,9,3,Upper German
lièsen_3,1250,10.0,1,0,9,3,Upper German
lièsen_3,1250,0.0,1,1,9,3,Upper German
lièsen_3,1250,0.0,0,1,9,3,Central German
lièsen_3,1250,0.0,0,1,9,3,Central German
lièsen_3,1250,0.0,0,1,9,3,Central German
lièsen_3,1250,0.0,1,1,9,3,Central German
lièsen_3,1250,0.0,0,1,9,3,Central German
lièsen_3,1250,0.0,0,1,9,3,Central German
lièsen_3,1250,0.0,0,1,9,3,Central German
lièsen_3,1250,0.0,0,1,9,3,Central German
lièsen_3,1269,19.0,0,1,9,3,Central German
lièsen_3,1274,5.0,0,1,9,3,Upper German
lièsen_3,1275,1.0,1,1,9,3,Upper German
lièsen_3,1275,0.0,1,1,9,3,Upper German
lièsen_3,1293,18.0,1,1,9,3,Upper German
lièsen_3,1300,7.0,0,1,9,3,Upper German
lièsen_3,1300,0.0,1,1,9,3,Upper German
lièsen_3,1301,1.0,1,1,9,3,Upper German
lièsen_3,1301,0.0,1,1,9,3,Upper German
lièsen_3,1325,24.0,0,1,9,3,Upper German
lièsen_3,1325,0.0,1,0,9,3,Upper German
lièsen_3,1325,0.0,0,1,9,3,Central German
lièsen_3,1328,3.0,1,1,9,3,Upper German
lièsen_3,1336,8.0,1,1,9,3,Upper German
lièsen_3,1347,11.0,1,1,9,3,Upper German
lièsen_3,1350,3.0,0,1,9,3,Central German
lièsen_3,1350,0.0,0,1,9,3,Central German
lièsen_4,1050,0.0,1,1,9,4,Upper German
lièsen_4,1050,0.0,1,1,9,4,Upper German
lièsen_4,1050,0.0,1,1,9,4,Upper German
lièsen_4,1063,13.0,1,1,9,4,Central German
lièsen_4,1080,17.0,1,1,9,4,Central German
lièsen_4,1100,20.0,1,1,9,4,Central German
lièsen_4,1120,20.0,1,1,9,4,Upper German
lièsen_4,1125,5.0,1,1,9,4,Upper German
lièsen_4,1125,0.0,1,1,9,4,Central German
lièsen_4,1127,2.0,1,1,9,4,Upper German
lièsen_4,1130,3.0,1,1,9,4,Upper German
lièsen_4,1130,0.0,1,1,9,4,Upper German
lièsen_4,1140,10.0,1,1,9,4,Upper German
lièsen_4,1140,0.0,1,1,9,4,Central German
lièsen_4,1140,0.0,1,1,9,4,Upper German
lièsen_4,1140,0.0,1,1,9,4,Upper German
lièsen_4,1140,0.0,1,1,9,4,Central German
lièsen_4,1140,0.0,1,1,9,4,Upper German
lièsen_4,1150,10.0,1,1,9,4,Upper German
lièsen_4,1150,0.0,1,1,9,4,Central German
lièsen_4,1150,0.0,1,1,9,4,Upper German
lièsen_4,1150,0.0,1,1,9,4,Upper German
lièsen_4,1150,0.0,1,1,9,4,Central German
lièsen_4,1150,0.0,1,1,9,4,Upper German
lièsen_4,1150,0.0,1,1,9,4,Upper German
lièsen_4,1150,0.0,1,1,9,4,Upper German
lièsen_4,1150,0.0,1,1,9,4,Upper German
lièsen_4,1150,0.0,1,1,9,4,Upper German
lièsen_4,1150,0.0,1,1,9,4,Upper German
lièsen_4,1150,0.0,1,1,9,4,Upper German
lièsen_4,1150,0.0,1,1,9,4,Upper German
lièsen_4,1150,0.0,1,1,9,4,Upper German
lièsen_4,1150,0.0,1,1,9,4,Upper German
lièsen_4,1150,0.0,1,1,9,4,Upper German
lièsen_4,1150,0.0,1,1,9,4,Upper German
lièsen_4,1150,0.0,1,1,9,4,Upper German
lièsen_4,1150,0.0,1,1,9,4,Upper German
lièsen_4,1150,0.0,1,1,9,4,Upper German
lièsen_4,1150,0.0,1,1,9,4,Upper German
lièsen_4,1160,10.0,1,1,9,4,Central German
lièsen_4,1160,0.0,1,1,9,4,Upper German
lièsen_4,1172,12.0,1,1,9,4,Upper German
lièsen_4,1172,0.0,1,1,9,4,Upper German
lièsen_4,1172,0.0,1,1,9,4,Central German
lièsen_4,1172,0.0,1,1,9,4,Upper German
lièsen_4,1175,3.0,1,1,9,4,Central German
lièsen_4,1175,0.0,1,1,9,4,Upper German
lièsen_4,1175,0.0,1,1,9,4,Upper German
lièsen_4,1180,5.0,1,1,9,4,Upper German
lièsen_4,1190,10.0,1,1,9,4,Upper German
lièsen_4,1190,0.0,1,1,9,4,Upper German
lièsen_4,1190,0.0,1,1,9,4,Upper German
lièsen_4,1200,10.0,1,1,9,4,Central German
lièsen_4,1200,0.0,1,1,9,4,Upper German
lièsen_4,1200,0.0,1,1,9,4,Upper German
lièsen_4,1200,0.0,1,1,9,4,Upper German
lièsen_4,1200,0.0,1,1,9,4,Upper German
lièsen_4,1210,10.0,1,1,9,4,Upper German
lièsen_4,1210,0.0,1,1,9,4,Upper German
lièsen_4,1210,0.0,1,1,9,4,Upper German
lièsen_4,1220,10.0,1,1,9,4,Upper German
lièsen_4,1220,0.0,1,1,9,4,Upper German
lièsen_4,1225,5.0,1,1,9,4,Upper German
lièsen_4,1225,0.0,1,1,9,4,Central German
lièsen_4,1225,0.0,1,1,9,4,Central German
lièsen_4,1225,0.0,1,1,9,4,Upper German
lièsen_4,1225,0.0,1,1,9,4,Upper German
lièsen_4,1225,0.0,1,1,9,4,Upper German
lièsen_4,1225,0.0,1,1,9,4,Central German
lièsen_4,1225,0.0,1,1,9,4,Upper German
lièsen_4,1225,0.0,1,1,9,4,Upper German
lièsen_4,1225,0.0,1,1,9,4,Upper German
lièsen_4,1225,0.0,1,1,9,4,Central German
lièsen_4,1225,0.0,1,1,9,4,Upper German
lièsen_4,1225,0.0,1,1,9,4,Upper German
lièsen_4,1225,0.0,1,1,9,4,Central German
lièsen_4,1240,15.0,1,1,9,4,Upper German
lièsen_4,1250,10.0,1,1,9,4,Upper German
lièsen_4,1250,0.0,1,1,9,4,Upper German
lièsen_4,1250,0.0,1,1,9,4,Central German
lièsen_4,1250,0.0,1,1,9,4,Central German
lièsen_4,1250,0.0,1,1,9,4,Upper German
lièsen_4,1250,0.0,1,1,9,4,Upper German
lièsen_4,1250,0.0,1,1,9,4,Upper German
lièsen_4,1250,0.0,1,1,9,4,Upper German
lièsen_4,1250,0.0,1,1,9,4,Central German
lièsen_4,1250,0.0,1,1,9,4,Upper German
lièsen_4,1250,0.0,1,1,9,4,Central German
lièsen_4,1250,0.0,1,1,9,4,Central German
lièsen_4,1250,0.0,1,1,9,4,Upper German
lièsen_4,1269,19.0,1,1,9,4,Central German
lièsen_4,1272,3.0,1,1,9,4,Upper German
lièsen_4,1274,2.0,1,1,9,4,Upper German
lièsen_4,1274,0.0,1,1,9,4,Upper German
lièsen_4,1275,1.0,1,1,9,4,Upper German
lièsen_4,1275,0.0,1,1,9,4,Central German
lièsen_4,1275,0.0,1,1,9,4,Upper German
lièsen_4,1276,1.0,1,1,9,4,Upper German
lièsen_4,1280,4.0,1,1,9,4,Upper German
lièsen_4,1285,5.0,1,1,9,4,Upper German
lièsen_4,1293,8.0,1,1,9,4,Upper German
lièsen_4,1295,2.0,1,1,9,4,Central German
lièsen_4,1300,5.0,1,1,9,4,Upper German
lièsen_4,1300,0.0,1,1,9,4,Upper German
lièsen_4,1300,0.0,1,1,9,4,Upper German
lièsen_4,1301,1.0,1,1,9,4,Upper German
lièsen_4,1310,9.0,1,1,9,4,Upper German
lièsen_4,1325,15.0,1,1,9,4,Upper German
lièsen_4,1325,0.0,1,1,9,4,Central German
lièsen_4,1325,0.0,1,1,9,4,Upper German
lièsen_4,1325,0.0,1,1,9,4,Upper German
lièsen_4,1325,0.0,1,1,9,4,Central German
lièsen_4,1325,0.0,1,1,9,4,Upper German
lièsen_4,1325,0.0,1,1,9,4,Central German
lièsen_4,1325,0.0,1,1,9,4,Central German
lièsen_4,1325,0.0,1,1,9,4,Central German
lièsen_4,1328,3.0,1,1,9,4,Upper German
lièsen_4,1330,2.0,1,1,9,4,Upper German
lièsen_4,1336,6.0,1,1,9,4,Upper German
lièsen_4,1340,4.0,1,1,9,4,Upper German
lièsen_4,1347,7.0,1,1,9,4,Upper German
lièsen_4,1350,3.0,1,1,9,4,Central German
lièsen_4,1350,0.0,1,1,9,4,Central German
lièsen_4,1350,0.0,1,1,9,4,Upper German
lièsen_4,1350,0.0,1,1,9,4,Central German
lîhen_1,1050,0.0,1,1,10,1,Upper German
lîhen_1,1130,80.0,1,1,10,1,Upper German
lîhen_1,1140,10.0,1,1,10,1,Upper German
lîhen_1,1140,0.0,1,1,10,1,Upper German
lîhen_1,1140,0.0,1,1,10,1,Upper German
lîhen_1,1140,0.0,1,1,10,1,Upper German
lîhen_1,1140,0.0,1,1,10,1,Upper German
lîhen_1,1140,0.0,1,1,10,1,Upper German
lîhen_1,1140,0.0,1,1,10,1,Upper German
lîhen_1,1150,10.0,1,1,10,1,Upper German
