"Hypothesis","Estimate","Est.Error","CI.Lower","CI.Upper","Evid.Ratio","Post.Prob","Star","Model"
"(marking_typevowel_bipartite) < 0",-0.185887656491084,0.596036300060256,-1.14536037,0.8152989505,1.63765248928454,0.620875,"","Tensor (k=10) Token"
