lemma_id,variety,std_infl,support_tokens,vowel_mode_support,vowel_mode_tied,coda_mode_support,coda_mode_tied
323,Central German,Pres,6,5,False,5,False
323,Upper German,PastSg,8,8,False,8,False
323,Upper German,Pres,58,41,False,58,False
324,Central German,PastPl,1,1,False,1,False
324,Central German,PastSg,1,1,False,1,False
324,Upper German,Pres,6,6,False,6,False
326,Central German,PastPl,3,3,False,3,False
326,Central German,PastSg,1,1,False,1,False
326,Central German,Pres,2,2,False,2,False
326,Upper German,PastPl,7,7,False,7,False
326,Upper German,PastSg,12,11,False,12,False
326,Upper German,Pres,5,5,False,5,False
327,Upper German,PastSg,2,2,False,2,False
327,Upper German,Pres,5,4,False,5,False
329,Central German,PastPl,5,5,False,5,False
329,Central German,PastSg,7,7,False,7,False
329,Central German,Pres,11,11,False,11,False
329,Upper German,PastPl,8,8,False,8,False
329,Upper German,PastSg,30,30,False,30,False
329,Upper German,Pres,41,33,False,41,False
33,Central German,PastPl,6,5,False,5,False
33,Central German,PastSg,16,16,False,16,False
33,Central German,Pres,8,4,False,7,False
33,Upper German,PastPl,27,26,False,26,False
33,Upper German,PastSg,136,136,False,136,False
33,Upper German,Pres,12,10,False,12,False
331,Central German,Pres,1,1,False,1,False
338,Central German,Pres,2,2,False,2,False
338,Upper German,PastPl,1,1,False,1,False
338,Upper German,Pres,4,2,True,4,False
34,Upper German,Pres,1,1,False,1,False
340,Central German,PastPl,2,2,False,2,False
340,Central German,PastSg,2,2,False,2,False
340,Central German,Pres,5,5,False,5,False
340,Upper German,PastPl,2,2,False,2,False
340,Upper German,PastSg,1,1,False,1,False
340,Upper German,Pres,7,7,False,7,False
342,Central German,Pres,2,2,False,2,False
342,Upper German,Pres,1,1,False,1,False
344,Upper German,Pres,1,1,False,1,False
347,Upper German,Pres,3,2,False,3,False
352,Central German,PastPl,4,4,False,4,False
352,Central German,PastSg,9,9,False,9,False
352,Central German,Pres,10,9,False,10,False
352,Upper German,PastPl,7,7,False,7,False
352,Upper German,PastSg,18,18,False,18,False
352,Upper German,Pres,61,59,False,61,False
353,Central German,PastSg,1,1,False,1,False
353,Central German,Pres,2,2,False,2,False
353,Upper German,PastPl,1,1,False,1,False
353,Upper German,PastSg,1,1,False,1,False
353,Upper German,Pres,9,9,False,9,False
354,Central German,PastPl,3,3,False,3,False
354,Central German,PastSg,3,3,False,3,False
354,Upper German,PastPl,5,5,False,5,False
354,Upper German,PastSg,30,29,False,28,False
354,Upper German,Pres,8,8,False,8,False
356,Central German,PastPl,2,2,False,2,False
356,Central German,Pres,1,1,False,1,False
356,Upper German,PastPl,1,1,False,1,False
356,Upper German,PastSg,3,3,False,3,False
356,Upper German,Pres,2,2,False,2,False
357,Upper German,PastPl,3,3,False,3,False
357,Upper German,PastSg,1,1,False,1,False
357,Upper German,Pres,5,4,False,5,False
358,Central German,PastSg,1,1,False,1,False
358,Central German,Pres,1,1,False,1,False
358,Upper German,PastPl,2,2,False,2,False
358,Upper German,PastSg,10,10,False,10,False
358,Upper German,Pres,2,2,False,2,False
361,Central German,Pres,3,3,False,3,False
361,Upper German,PastPl,3,3,False,3,False
361,Upper German,PastSg,4,4,False,4,False
361,Upper German,Pres,15,15,False,15,False
367,Upper German,Pres,1,1,False,1,False
371,Central German,PastSg,1,1,False,1,False
371,Upper German,PastSg,1,1,False,1,False
371,Upper German,Pres,10,10,False,10,False
375,Central German,PastPl,1,1,False,1,False
375,Central German,Pres,1,1,False,1,False
375,Upper German,PastPl,4,4,False,4,False
375,Upper German,PastSg,5,5,False,5,False
379,Upper German,PastSg,3,3,False,3,False
379,Upper German,Pres,2,2,False,2,False
383,Upper German,PastSg,2,2,False,2,False
383,Upper German,Pres,1,1,False,1,False
39,Central German,PastPl,26,26,False,26,False
39,Central German,PastSg,47,47,False,47,False
39,Central German,Pres,22,22,False,22,False
39,Upper German,PastPl,116,116,False,116,False
39,Upper German,PastSg,232,231,False,232,False
39,Upper German,Pres,118,118,False,118,False
4,Central German,PastPl,50,50,False,50,False
4,Central German,PastSg,67,67,False,65,False
4,Central German,Pres,93,93,False,81,False
4,Upper German,PastPl,152,152,False,152,False
4,Upper German,PastSg,209,209,False,158,False
4,Upper German,Pres,378,377,False,246,False
41,Upper German,PastSg,1,1,False,1,False
410,Upper German,Pres,1,1,False,1,False
42,Central German,PastPl,3,3,False,3,False
42,Central German,PastSg,2,2,False,2,False
42,Central German,Pres,4,3,False,4,False
42,Upper German,PastPl,17,11,False,17,False
42,Upper German,PastSg,7,7,False,7,False
42,Upper German,Pres,42,40,False,42,False
422,Central German,Pres,1,1,False,1,False
422,Upper German,Pres,1,1,False,1,False
435,Central German,PastSg,1,1,False,1,False
435,Central German,Pres,1,1,False,1,False
435,Upper German,PastSg,3,3,False,3,False
435,Upper German,Pres,5,4,False,5,False
436,Central German,PastSg,1,1,False,1,False
436,Upper German,Pres,2,2,False,2,False
445,Central German,Pres,1,1,False,1,False
446,Central German,PastPl,2,2,False,2,False
446,Upper German,Pres,3,3,False,3,False
447,Upper German,PastPl,1,1,False,1,False
447,Upper German,PastSg,2,1,True,2,False
447,Upper German,Pres,1,1,False,1,False
450,Upper German,Pres,6,6,False,6,False
47,Central German,PastPl,1,1,False,1,False
47,Upper German,Pres,4,4,False,4,False
48,Central German,PastPl,1,1,False,1,False
48,Central German,Pres,5,4,False,5,False
48,Upper German,PastPl,1,1,False,1,False
48,Upper German,PastSg,5,5,False,5,False
48,Upper German,Pres,24,17,False,24,False
49,Central German,PastPl,91,90,False,90,False
49,Central German,PastSg,159,159,False,159,False
49,Central German,Pres,49,37,False,49,False
49,Upper German,PastPl,277,276,False,276,False
49,Upper German,PastSg,501,500,False,500,False
49,Upper German,Pres,286,218,False,286,False
5,Central German,PastPl,3,3,False,3,False
5,Central German,PastSg,7,7,False,7,False
5,Central German,Pres,5,5,False,5,False
5,Upper German,PastPl,25,25,False,25,False
5,Upper German,PastSg,42,42,False,42,False
5,Upper German,Pres,51,51,False,51,False
50,Central German,PastPl,11,11,False,11,False
50,Central German,PastSg,16,16,False,16,False
50,Central German,Pres,20,20,False,20,False
50,Upper German,PastPl,83,83,False,83,False
50,Upper German,PastSg,88,88,False,88,False
50,Upper German,Pres,91,91,False,91,False
51,Central German,PastPl,1,1,False,1,False
51,Central German,PastSg,1,1,False,1,False
51,Central German,Pres,2,1,True,2,False
51,Upper German,PastPl,5,5,False,5,False
51,Upper German,PastSg,3,3,False,3,False
51,Upper German,Pres,5,4,False,5,False
52,Central German,PastSg,3,3,False,3,False
52,Central German,Pres,3,3,False,2,False
52,Upper German,PastPl,4,4,False,4,False
52,Upper German,PastSg,35,34,False,34,False
52,Upper German,Pres,22,12,False,22,False
53,Central German,PastPl,5,5,False,5,False
53,Central German,PastSg,10,10,False,10,False
53,Central German,Pres,4,3,False,4,False
53,Upper German,PastPl,63,63,False,63,False
53,Upper German,PastSg,90,90,False,90,False
53,Upper German,Pres,40,35,False,40,False
54,Upper German,PastPl,1,1,False,1,False
54,Upper German,Pres,1,1,False,1,False
55,Central German,PastPl,2,2,False,2,False
55,Central German,PastSg,2,2,False,2,False
55,Central German,Pres,4,4,False,4,False
55,Upper German,PastPl,8,8,False,8,False
55,Upper German,PastSg,13,13,False,13,False
55,Upper German,Pres,49,49,False,49,False
57,Central German,PastPl,7,6,False,7,False
57,Central German,PastSg,7,7,False,7,False
57,Central German,Pres,4,4,False,4,False
57,Upper German,PastPl,37,31,False,37,False
57,Upper German,PastSg,37,37,False,37,False
57,Upper German,Pres,39,39,False,38,False
58,Central German,PastSg,3,3,False,3,False
58,Central German,Pres,19,19,False,19,False
58,Upper German,PastPl,5,5,False,5,False
58,Upper German,PastSg,12,12,False,12,False
58,Upper German,Pres,17,17,False,17,False
59,Central German,PastPl,27,27,False,27,False
59,Central German,PastSg,53,51,False,51,False
59,Central German,Pres,23,23,False,23,False
59,Upper German,PastPl,82,82,False,82,False
59,Upper German,PastSg,230,230,False,230,False
59,Upper German,Pres,87,87,False,87,False
62,Central German,PastPl,2,2,False,2,False
62,Central German,PastSg,2,2,False,2,False
62,Central German,Pres,8,8,False,8,False
62,Upper German,PastPl,14,14,False,14,False
62,Upper German,PastSg,24,24,False,24,False
62,Upper German,Pres,29,29,False,29,False
64,Central German,PastSg,2,2,False,2,False
64,Central German,Pres,5,4,False,5,False
64,Upper German,PastPl,2,2,False,2,False
64,Upper German,PastSg,15,15,False,15,False
64,Upper German,Pres,21,11,False,21,False
65,Central German,PastPl,1,1,False,1,False
65,Central German,PastSg,1,1,False,1,False
65,Central German,Pres,7,6,False,7,False
65,Upper German,PastPl,2,2,False,2,False
65,Upper German,PastSg,7,7,False,7,False
65,Upper German,Pres,22,14,False,22,False
67,Central German,PastPl,4,4,False,4,False
67,Central German,PastSg,18,18,False,18,False
67,Central German,Pres,17,17,False,17,False
67,Upper German,PastPl,18,18,False,18,False
67,Upper German,PastSg,48,48,False,47,False
67,Upper German,Pres,50,50,False,50,False
68,Central German,Pres,4,4,False,4,False
7,Central German,PastPl,36,27,False,36,False
7,Central German,PastSg,47,47,False,47,False
7,Central German,Pres,54,42,False,39,False
7,Upper German,PastPl,144,101,False,135,False
7,Upper German,PastSg,341,339,False,339,False
7,Upper German,Pres,137,112,False,117,False
70,Central German,PastSg,3,3,False,3,False
70,Central German,Pres,1,1,False,1,False
70,Upper German,PastPl,19,19,False,19,False
70,Upper German,PastSg,7,7,False,7,False
70,Upper German,Pres,15,15,False,15,False
72,Central German,Pres,1,1,False,1,False
72,Upper German,PastSg,1,1,False,1,False
72,Upper German,Pres,3,3,False,3,False
74,Central German,PastPl,1,1,False,1,False
74,Central German,PastSg,3,3,False,3,False
74,Central German,Pres,9,9,False,9,False
74,Upper German,PastPl,8,8,False,8,False
74,Upper German,PastSg,27,27,False,27,False
74,Upper German,Pres,73,73,False,73,False
8,Central German,PastPl,1,1,False,1,False
8,Central German,PastSg,1,1,False,1,False
8,Central German,Pres,2,1,True,1,True
8,Upper German,PastPl,15,15,False,15,False
8,Upper German,PastSg,26,26,False,26,False
8,Upper German,Pres,30,30,False,30,False
84,Central German,PastPl,8,8,False,8,False
84,Central German,PastSg,5,5,False,4,False
84,Central German,Pres,16,14,False,16,False
84,Upper German,PastPl,45,45,False,45,False
84,Upper German,PastSg,36,36,False,36,False
84,Upper German,Pres,65,46,False,65,False
85,Central German,PastPl,4,4,False,4,False
85,Central German,PastSg,5,5,False,5,False
85,Central German,Pres,12,8,False,12,False
85,Upper German,PastPl,19,19,False,19,False
85,Upper German,PastSg,20,20,False,20,False
85,Upper German,Pres,61,41,False,61,False
86,Central German,PastPl,1,1,False,1,False
86,Central German,Pres,1,1,False,1,False
86,Upper German,Pres,7,7,False,7,False
87,Central German,PastSg,1,1,False,1,False
87,Central German,Pres,1,1,False,1,False
87,Upper German,PastPl,14,14,False,14,False
87,Upper German,PastSg,17,17,False,17,False
87,Upper German,Pres,45,45,False,45,False
89,Central German,PastPl,10,10,False,10,False
89,Central German,PastSg,16,16,False,16,False
89,Central German,Pres,3,3,False,3,False
89,Upper German,PastPl,24,24,False,24,False
89,Upper German,PastSg,86,86,False,86,False
89,Upper German,Pres,34,34,False,34,False
90,Central German,PastPl,53,39,False,52,False
90,Central German,PastSg,49,49,False,49,False
90,Central German,Pres,79,63,False,77,False
90,Upper German,PastPl,129,87,False,128,False
90,Upper German,PastSg,157,154,False,154,False
90,Upper German,Pres,318,233,False,304,False
91,Central German,PastPl,32,27,False,32,False
91,Central German,PastSg,47,47,False,47,False
91,Central German,Pres,16,16,False,16,False
91,Upper German,PastPl,138,121,False,138,False
91,Upper German,PastSg,218,218,False,217,False
91,Upper German,Pres,50,50,False,49,False
93,Central German,PastPl,4,4,False,4,False
93,Central German,PastSg,4,4,False,4,False
93,Upper German,PastPl,18,18,False,18,False
93,Upper German,PastSg,8,8,False,8,False
93,Upper German,Pres,2,2,False,2,False
94,Central German,PastPl,18,18,False,18,False
94,Central German,PastSg,20,20,False,20,False
94,Central German,Pres,31,31,False,31,False
94,Upper German,PastPl,16,16,False,14,False
94,Upper German,PastSg,36,36,False,36,False
94,Upper German,Pres,50,50,False,50,False
95,Central German,Pres,2,1,True,2,False
95,Upper German,PastPl,3,3,False,3,False
95,Upper German,PastSg,7,7,False,7,False
95,Upper German,Pres,8,5,False,8,False
96,Central German,PastPl,5,5,False,5,False
96,Central German,PastSg,29,29,False,29,False
96,Central German,Pres,26,26,False,26,False
96,Upper German,PastPl,16,16,False,16,False
96,Upper German,PastSg,122,121,False,121,False
96,Upper German,Pres,64,64,False,64,False
97,Central German,PastSg,2,2,False,2,False
97,Central German,Pres,1,1,False,1,False
97,Upper German,PastSg,24,24,False,24,False
98,Central German,PastPl,4,4,False,4,False
98,Central German,PastSg,9,9,False,9,False
98,Central German,Pres,5,5,False,5,False
98,Upper German,PastPl,20,20,False,20,False
98,Upper German,PastSg,26,26,False,26,False
98,Upper German,Pres,55,55,False,55,False
99,Upper German,Pres,2,2,False,2,False
